Gene	sgRNA	OMM1|beta	OMM1|z	OMM1|p-value	OMM1|fdr	OMM1|wald-p-value	OMM1|wald-fdr
DIAPH2	5	0.17125	1.2824	0.10708	0.47829	0.19972	0.65938
DIAPH3	5	0.052826	0.90021	0.59775	0.90614	0.36801	0.74908
DICER1	5	1.335e-05	0.00011839	0.90237	0.98217	0.99991	0.99997
DIDO1	5	-0.069732	-0.46289	0.74081	0.9496	0.64344	0.87811
DIEXF	5	-0.87685	-3.6626	0.0013329	0.028037	0.00024965	0.0083501
DIMT1	5	-0.87378	-3.4859	0.0013329	0.028037	0.0004905	0.014136
DIO1	9	0.037418	0.47289	0.54232	0.88895	0.63629	0.87518
DIO2	5	0.1935	1.4183	0.067366	0.38496	0.15612	0.63181
DIO3	5	0.081242	0.69358	0.44269	0.83967	0.48795	0.80739
DIP2A	5	0.29193	1.8794	0.0049428	0.074477	0.060183	0.48702
DIP2B	5	-0.10786	-0.99884	0.58503	0.90266	0.31787	0.72516
DIP2C	5	0.11969	1.2844	0.26319	0.70872	0.199	0.65892
DIRAS1	5	0.17243	1.6785	0.10435	0.473	0.093258	0.56499
DIRAS2	4	0.264	1.6187	0.022548	0.20401	0.10551	0.58112
DIRAS3	5	0.052005	0.471	0.60324	0.90792	0.63764	0.87532
DIRC1	4	0.073084	0.5794	0.54987	0.89085	0.56232	0.84406
DIRC2	5	-0.057402	-0.47549	0.79635	0.96358	0.63444	0.87458
DIS3	5	-0.80382	-3.1546	0.0025547	0.045908	0.001607	0.036042
DIS3L	5	0.0027093	0.02479	0.88759	0.97997	0.98022	0.99453
DIS3L2	5	0.068409	0.41087	0.51333	0.87564	0.68117	0.8917
DISC1	12	0.11575	1.4521	0.080473	0.42037	0.14647	0.6272
DISP1	5	0.13835	0.96185	0.19888	0.63482	0.33613	0.73369
DISP2	5	0.076613	0.89303	0.46818	0.85113	0.37184	0.75076
DIXDC1	5	0.082506	0.64871	0.43608	0.8363	0.51653	0.82313
DKC1	5	-0.89549	-3.7021	0.00099967	0.022333	0.00021386	0.007433
DKK1	5	-0.038047	-0.4309	0.89159	0.98005	0.66654	0.88659
DKK2	5	-0.062275	-0.74674	0.7748	0.9592	0.45522	0.79333
DKK3	5	-0.10558	-1.1749	0.59264	0.90446	0.24002	0.68349
DKK4	5	0.03221	0.21747	0.71437	0.94241	0.82784	0.94422
DKKL1	5	0.027158	0.23442	0.74603	0.9519	0.81466	0.94085
DLAT	5	-0.034055	-0.32546	0.9132	0.98526	0.74483	0.91633
DLC1	12	0.21815	2.6926	0.0013884	0.028868	0.0070893	0.11081
DLD	5	-0.23454	-1.7243	0.25847	0.70334	0.084648	0.54866
DLEC1	5	-0.082909	-0.93539	0.68455	0.93299	0.34959	0.74075
DLEU7	5	0.030197	0.22061	0.72637	0.94549	0.8254	0.94349
DLG1	5	0.15883	1.0072	0.1379	0.54712	0.31384	0.72346
DLG2	8	0.07593	0.7629	0.34372	0.77785	0.44552	0.78717
DLG3	9	0.096079	1.2808	0.20899	0.64579	0.20025	0.65938
DLG4	5	0.065543	0.51954	0.52977	0.88414	0.60338	0.86288
DLG5	5	-0.064617	-0.68087	0.76502	0.9574	0.49595	0.81161
DLGAP1	5	0.16249	1.5319	0.12774	0.52547	0.12554	0.6008
DLGAP2	5	0.1288	1.3731	0.22998	0.67224	0.16973	0.6426
DLGAP3	5	0.14495	1.443	0.17672	0.6054	0.14902	0.62876
DLGAP4	5	0.24594	1.7898	0.017772	0.17738	0.073489	0.52583
DLGAP5	5	-0.11707	-0.82761	0.55276	0.89122	0.40789	0.76909
DLK1	5	-0.076219	-0.41714	0.71226	0.94201	0.67658	0.89064
DLK2	5	0.091451	1.0924	0.39165	0.81085	0.27467	0.704
DLL1	5	0.059809	0.4228	0.55926	0.89255	0.67244	0.88837
DLL3	5	0.0065498	0.082518	0.86577	0.97419	0.93423	0.98057
DLL4	5	-0.011646	-0.10465	0.96857	0.99341	0.91666	0.97506
DLST	5	-0.3819	-2.2723	0.087249	0.4359	0.023067	0.27107
DLX1	5	-0.0028266	-0.025909	0.91842	0.98636	0.97933	0.99428
DLX2	5	-0.023304	-0.2155	0.96818	0.99341	0.82938	0.94507
DLX3	5	-0.082519	-0.82791	0.6861	0.93389	0.40772	0.76909
DLX4	6	0.005232	0.052356	0.84172	0.97069	0.95824	0.98691
DLX5	5	0.087727	1.1108	0.41125	0.82397	0.26667	0.69777
DLX6	5	0.12888	1.589	0.22965	0.67192	0.11205	0.58739
DMAP1	5	-1.3571	-4.3665	0	0	1.2625e-05	0.00087769
DMBT1	5	0.22877	1.688	0.027602	0.22977	0.091415	0.56236
DMBX1	5	0.14865	1.4088	0.16733	0.59671	0.15888	0.63317
DMC1	5	0.025415	0.26366	0.75758	0.95454	0.79204	0.93166
DMD	16	0.1587	1.9782	0.0078863	0.10629	0.04791	0.44095
DMGDH	5	0.007451	0.074706	0.86166	0.97309	0.94045	0.9826
DMKN	16	-0.067955	-0.98911	0.71515	0.94241	0.32261	0.72687
DMP1	5	-0.020155	-0.134	0.98578	0.99669	0.8934	0.96723
DMPK	5	0.020806	0.21509	0.78491	0.96215	0.8297	0.94512
DMRT1	5	0.14037	1.0059	0.1926	0.62803	0.31448	0.72404
DMRT2	8	0.18576	1.6663	0.026102	0.22149	0.095651	0.56898
DMRT3	5	0.1694	1.4092	0.11174	0.49025	0.15879	0.63317
DMRTA1	5	-0.055233	-0.49946	0.80679	0.96591	0.61746	0.8671
DMRTA2	4	-0.075852	-0.77853	0.70843	0.94168	0.43626	0.78291
DMRTB1	5	-0.15483	-1.2693	0.43713	0.83707	0.20435	0.66298
DMRTC1	4	-0.20222	-1.0289	0.35222	0.78617	0.30352	0.71836
DMRTC1B	2	-0.023318	-0.2107	0.89165	0.98005	0.83312	0.94621
DMRTC2	5	-0.26588	-1.7579	0.2081	0.64537	0.078772	0.5393
DMTF1	5	0.039256	0.42506	0.67466	0.9308	0.67079	0.88833
DMTN	5	0.14586	1.2164	0.17433	0.60256	0.22384	0.67444
DMWD	5	0.031007	0.19912	0.72143	0.94454	0.84217	0.94835
DMXL1	5	-0.10297	-0.89401	0.60263	0.90792	0.37131	0.75058
DMXL2	5	0.036959	0.27732	0.68788	0.93409	0.78153	0.9284
DNAAF1	5	-0.015776	-0.17116	0.99	0.99866	0.8641	0.95769
DNAAF2	5	0.16021	1.1375	0.13362	0.5385	0.25534	0.69096
DNAAF3	5	0.21553	1.7982	0.03982	0.28441	0.072139	0.52271
DNAH1	5	0.10662	1.0313	0.32028	0.76122	0.30241	0.71836
DNAH10	5	0.18326	1.6575	0.082972	0.42735	0.097417	0.57168
DNAH11	5	-0.0041198	-0.035718	0.92586	0.98768	0.97151	0.99223
DNAH12	5	-0.03904	-0.29516	0.8872	0.97997	0.76787	0.92431
DNAH14	5	0.093061	0.75164	0.38398	0.80712	0.45227	0.79135
DNAH2	5	0.15413	1.613	0.15067	0.56639	0.10674	0.58251
DNAH3	5	-0.030904	-0.33107	0.92969	0.98814	0.74059	0.91479
DNAH5	5	0.00088606	0.0098182	0.89742	0.98064	0.99217	0.99776
DNAH6	5	0.10898	0.97671	0.30912	0.75257	0.32871	0.73089
DNAH7	5	0.093558	0.63412	0.38104	0.80663	0.526	0.82679
DNAH9	10	0.067267	0.93877	0.32778	0.7654	0.34785	0.74003
DNAI1	5	0.11212	1.2757	0.29535	0.73931	0.20207	0.6607
DNAI2	5	0.11336	1.0238	0.28885	0.73192	0.30591	0.71836
DNAJA1	5	-0.25357	-1.6818	0.22642	0.6688	0.092615	0.56499
DNAJA2	5	0.0078014	0.082462	0.85971	0.97292	0.93428	0.98057
DNAJA3	5	-1.0284	-3.8566	0.00022215	0.0062016	0.00011499	0.004738
DNAJA4	5	-0.081676	-0.52918	0.68894	0.93426	0.59668	0.85916
DNAJB1	5	-0.12086	-0.99838	0.53943	0.88802	0.3181	0.72516
DNAJB11	5	-0.023868	-0.25583	0.96612	0.99341	0.79808	0.93435
DNAJB12	5	-0.15316	-1.5606	0.44219	0.83967	0.11862	0.59662
DNAJB13	5	0.14305	1.0894	0.18433	0.61799	0.27598	0.70535
DNAJB14	5	0.01266	0.072496	0.83239	0.96948	0.94221	0.9826
DNAJB2	5	0.088646	0.9336	0.40698	0.82154	0.35051	0.74125
DNAJB4	5	-0.12009	-0.87319	0.54182	0.88886	0.38256	0.75602
DNAJB5	5	0.25664	1.2872	0.013551	0.14979	0.19801	0.65867
DNAJB6	3	0.043664	0.52153	0.76236	0.95579	0.602	0.862
DNAJB7	5	0.18349	1.0407	0.082639	0.42599	0.29801	0.71746
DNAJB8	5	0.074141	0.57903	0.48212	0.8585	0.56257	0.84406
DNAJB9	5	0.046684	0.28169	0.63423	0.919	0.77818	0.92745
DNAJC1	5	0.1239	1.198	0.24831	0.69211	0.23092	0.67824
DNAJC10	5	-0.10854	-0.87532	0.58247	0.90157	0.3814	0.75598
DNAJC11	5	-0.095808	-0.83599	0.63051	0.9169	0.40316	0.76643
DNAJC12	8	-0.17476	-1.2629	0.30523	0.74867	0.20663	0.6634
DNAJC13	5	-0.26938	-1.434	0.20332	0.64069	0.15156	0.63054
DNAJC14	5	0.040929	0.51245	0.66694	0.93023	0.60834	0.86459
DNAJC15	5	-0.0032672	-0.032036	0.92086	0.98661	0.97444	0.993
DNAJC16	5	-0.033414	-0.3354	0.91669	0.9862	0.73732	0.9135
DNAJC17	5	-0.81584	-2.9202	0.0023326	0.043614	0.0034984	0.064136
DNAJC18	5	-0.084632	-0.79297	0.67683	0.9308	0.4278	0.77793
DNAJC19	5	-0.006785	-0.031948	0.9398	0.98942	0.97451	0.993
DNAJC2	5	-0.1365	-0.7577	0.49095	0.86244	0.44863	0.78931
DNAJC21	5	0.16486	1.4422	0.12301	0.5168	0.14926	0.62876
DNAJC22	5	0.024824	0.3229	0.76102	0.95559	0.74677	0.91722
DNAJC24	5	-0.052285	-0.44363	0.82095	0.96811	0.65731	0.88352
DNAJC25	5	0.10969	0.78038	0.30579	0.74922	0.43516	0.78198
DNAJC27	5	0.0051447	0.027231	0.87343	0.97635	0.97828	0.99414
DNAJC28	5	0.186	1.0826	0.077474	0.41138	0.27899	0.70684
DNAJC3	5	-0.052169	-0.37277	0.8215	0.96811	0.70932	0.90477
DNAJC30	5	-0.18292	-1.4416	0.36577	0.79592	0.1494	0.62876
DNAJC4	5	-0.11442	-1.1702	0.56126	0.89323	0.24193	0.68503
DNAJC5	4	0.22509	1.6007	0.057037	0.34802	0.10944	0.58481
DNAJC5B	5	0.20706	2.0145	0.048762	0.31916	0.043958	0.42123
DNAJC5G	5	0.09259	0.66479	0.38554	0.80718	0.50619	0.81861
DNAJC6	5	-0.0052554	-0.036049	0.93197	0.98834	0.97124	0.99218
DNAJC7	5	0.025345	0.24417	0.75803	0.95454	0.8071	0.93768
DNAJC8	4	-0.39913	-1.8938	0.10869	0.48309	0.058252	0.47785
DNAJC9	5	-0.35339	-1.9466	0.10863	0.48308	0.051577	0.45524
DNAL1	7	0.18003	1.3955	0.044207	0.30095	0.16286	0.63666
DNAL4	5	0.14903	0.87713	0.16639	0.59547	0.38042	0.75567
DNALI1	5	-0.037247	-0.41516	0.89565	0.98019	0.67802	0.89086
DNASE1	5	-0.1664	-1.3746	0.40742	0.82174	0.16926	0.64202
DNASE1L1	5	0.11281	1.2937	0.29179	0.73575	0.19577	0.65732
DNASE1L2	5	0.025267	0.22493	0.75858	0.95458	0.82203	0.94223
DNASE1L3	5	0.15569	0.97034	0.1459	0.55977	0.33188	0.7317
DNASE2	5	-0.048176	-0.44067	0.84189	0.97069	0.65945	0.88421
DNASE2B	8	0.012563	0.076938	0.74175	0.9502	0.93867	0.98237
DND1	5	-0.11407	-1.0522	0.56248	0.89391	0.29272	0.71385
DNER	5	0.11511	0.89772	0.28146	0.72493	0.36933	0.74949
DNHD1	5	0.10279	0.66805	0.33694	0.7718	0.5041	0.81735
DNLZ	5	-0.3686	-1.3885	0.097134	0.46038	0.16499	0.63778
DNM1	4	-0.091952	-0.8206	0.64617	0.92333	0.41188	0.7714
DNM1L	5	-0.20422	-1.4661	0.31545	0.75722	0.14262	0.62317
DNM2	5	-1.9366	-4.5466	0	0	5.4511e-06	0.00044878
DNM3	5	-0.069756	-1.2532	0.74075	0.9496	0.21012	0.66515
DNMBP	5	0.11458	0.9677	0.28368	0.72717	0.33319	0.73202
DNMT1	5	-0.75763	-3.5486	0.0033322	0.054745	0.00038723	0.011778
DNMT3A	10	0.045957	0.46206	0.45801	0.8482	0.64404	0.87821
DNMT3B	5	0.091708	0.86012	0.39037	0.81007	0.38972	0.75966
DNMT3L	5	-0.0018947	-0.021692	0.91375	0.98533	0.98269	0.99486
DNPEP	5	-0.078367	-0.72215	0.70343	0.93921	0.4702	0.7991
DNPH1	5	-0.03149	-0.26521	0.9263	0.98775	0.79084	0.93122
DNTT	5	0.10047	0.58312	0.34727	0.78182	0.55981	0.84281
DNTTIP1	5	0.086694	0.65863	0.41636	0.8284	0.51013	0.82088
DNTTIP2	5	-0.5802	-2.1933	0.015717	0.16302	0.028285	0.31458
DOC2A	5	-0.10859	-0.7267	0.58236	0.90156	0.46741	0.79822
DOCK10	5	0.26228	1.2924	0.011663	0.13583	0.19622	0.65732
DOCK11	5	0.13564	1.1089	0.20754	0.64478	0.26749	0.69858
DOCK2	5	0.032927	0.29291	0.71049	0.94201	0.76959	0.92482
DOCK3	5	0.11873	1.3871	0.26663	0.71025	0.16542	0.63832
DOCK4	5	0.036092	0.36163	0.69221	0.9356	0.71762	0.90728
DOCK5	5	0.17375	1.4467	0.10213	0.47036	0.14797	0.62776
DOCK6	5	-0.17108	-1.3661	0.39431	0.81199	0.17191	0.64504
DOCK7	5	-0.31368	-1.7624	0.14734	0.56255	0.078003	0.53658
DOCK8	5	0.15167	1.3332	0.15723	0.57764	0.18248	0.65068
DOCK9	5	0.058773	0.57587	0.56492	0.89486	0.5647	0.84515
DOHH	5	-0.21832	-1.422	0.28935	0.7325	0.15502	0.63181
DOK1	5	-0.16302	-1.1549	0.41547	0.82736	0.24813	0.68814
DOK2	5	0.26953	1.7331	0.0099967	0.12363	0.083073	0.54691
DOK3	5	-0.0045982	-0.040971	0.92858	0.98795	0.96732	0.99091
DOK4	5	0.03074	0.31361	0.72281	0.94469	0.75381	0.9199
DOK5	5	0.0043287	0.040321	0.87876	0.97843	0.96784	0.99092
DOK6	5	0.01452	0.11299	0.8225	0.96811	0.91004	0.97324
DOK7	5	0.067291	0.58394	0.51866	0.87724	0.55926	0.84242
DOLK	5	-0.13786	-1.227	0.48667	0.86013	0.21981	0.67268
DOLPP1	5	-0.18584	-1.4341	0.35888	0.79143	0.15154	0.63054
DONSON	5	-1.4552	-3.7098	0	0	0.0002074	0.0072723
DOPEY1	5	0.1058	1.079	0.32295	0.76222	0.28061	0.70721
DOPEY2	5	0.15852	1.5363	0.13912	0.54904	0.12448	0.60072
DOT1L	5	-0.083214	-1.0747	0.68327	0.93299	0.28249	0.70853
DPAGT1	5	-1.0819	-3.704	0.00016661	0.0049505	0.0002122	0.007419
DPCD	5	-0.30478	-1.8606	0.15689	0.577	0.062799	0.49501
DPCR1	5	0.11484	0.86829	0.28229	0.72521	0.38524	0.75718
DPEP1	5	-0.046712	-0.35226	0.84877	0.97129	0.72464	0.90834
DPEP2	5	0.042758	0.54711	0.65595	0.9272	0.5843	0.85336
DPEP3	5	-0.0071801	-0.071778	0.94207	0.99002	0.94278	0.98273
DPF1	5	-0.13177	-1.3865	0.50511	0.87072	0.1656	0.6385
DPF2	5	-0.11169	-0.79924	0.57064	0.89528	0.42415	0.7765
DPF3	5	0.14694	1.5035	0.17144	0.60054	0.1327	0.61018
DPH1	5	-0.02245	-0.27488	0.9729	0.9937	0.78341	0.92892
DPH2	5	-0.063559	-0.7685	0.76997	0.95872	0.44219	0.78547
DPH3	6	-0.61869	-2.3514	0.0069977	0.09775	0.018704	0.2302
DPH5	5	0.10514	1.0001	0.32656	0.76536	0.31725	0.72516
DPH6	6	-0.085542	-0.78712	0.65756	0.9272	0.43121	0.78005
DPH7	4	0.14712	1.3273	0.22298	0.66617	0.18441	0.65101
DPM1	4	0.047929	0.2623	0.68222	0.93289	0.79309	0.93232
DPM2	5	-0.1479	-1.0611	0.45735	0.84757	0.28864	0.71165
DPM3	8	-0.20493	-1.7114	0.22948	0.67176	0.087006	0.55405
DPP10	5	-0.000497	-0.0044998	0.9057	0.98342	0.99641	0.99897
DPP3	5	0.15725	1.3676	0.1419	0.55404	0.17142	0.64504
DPP4	5	0.11576	0.47664	0.27796	0.72087	0.63362	0.87419
DPP7	5	-0.022573	-0.19983	0.97206	0.9937	0.84161	0.94824
DPP8	5	-0.044859	-0.29493	0.85688	0.97292	0.76805	0.92431
DPP9	5	-0.012014	-0.2151	0.97012	0.99341	0.82969	0.94512
DPPA2	5	0.11201	0.93525	0.29562	0.73931	0.34966	0.74075
DPPA3	5	-0.018213	-0.13529	0.99683	0.99967	0.89238	0.96692
DPPA4	5	0.082953	0.52359	0.43402	0.83529	0.60056	0.86131
DPPA5	5	0.038002	0.39827	0.68116	0.9327	0.69043	0.89703
DPRX	5	0.0082683	0.1028	0.85738	0.97292	0.91812	0.97522
DPT	5	0.13564	0.97124	0.20754	0.64478	0.33143	0.7317
DPY19L1	5	-0.0076188	-0.038902	0.94452	0.99035	0.96897	0.9914
DPY19L2	4	-0.15229	-0.79977	0.46301	0.8491	0.42384	0.7765
DPY19L3	5	0.0059431	0.042091	0.86877	0.97604	0.96643	0.99079
DPY19L4	5	-0.18624	-0.90695	0.35744	0.79076	0.36443	0.7472
DPY30	4	-0.6534	-2.64	0.019216	0.18572	0.0082917	0.12462
DPYD	5	-0.022461	-0.16289	0.97279	0.9937	0.87061	0.96026
DPYS	5	0.31353	1.7749	0.0024992	0.045685	0.075919	0.53253
DPYSL2	5	0.22625	1.6642	0.029379	0.2385	0.096073	0.57017
DPYSL3	4	0.040447	0.39599	0.72443	0.94549	0.69211	0.89772
DPYSL4	5	0.097429	1.1006	0.36277	0.79445	0.27106	0.70066
DPYSL5	5	-0.086179	-1.0097	0.67044	0.93071	0.31265	0.72295
DQX1	5	-0.13675	-1.3799	0.49023	0.86201	0.16763	0.63981
DR1	5	-0.76166	-2.7794	0.0033322	0.054745	0.0054456	0.091128
DRAM1	5	0.062871	0.24238	0.54354	0.88909	0.80849	0.93805
DRAM2	5	-0.031914	-0.205	0.92403	0.98736	0.83757	0.94743
DRAP1	5	-0.36764	-2.6174	0.097801	0.4616	0.0088591	0.13141
DRAXIN	5	0.13064	1.0245	0.22404	0.66678	0.30559	0.71836
DRC1	5	0.011227	0.067246	0.841	0.97069	0.94639	0.98396
DRD1	5	0.2188	1.6456	0.036599	0.26972	0.099846	0.57469
DRD2	5	0.17339	1.1045	0.10269	0.47063	0.26936	0.69978
DRD3	5	0.13238	0.78291	0.21832	0.66012	0.43368	0.78104
DRD4	5	0.09788	1.0671	0.3601	0.79218	0.28594	0.70999
DRD5	5	-0.38038	-1.5841	0.088248	0.43847	0.11317	0.58889
DRG1	5	-0.13898	-0.92728	0.48389	0.85927	0.35378	0.74219
DRG2	5	0.024304	0.23765	0.76391	0.9568	0.81215	0.94001
DRGX	5	0.061007	0.59092	0.55282	0.89122	0.55458	0.83991
DROSHA	5	-0.2156	-1.5395	0.29446	0.73889	0.12368	0.60072
DRP2	5	0.11605	1.2836	0.27691	0.7201	0.19929	0.65915
DSC1	5	0.10357	0.75473	0.33317	0.76871	0.45041	0.79053
DSC2	5	0.19103	1.3246	0.070532	0.39453	0.18531	0.65101
DSC3	5	0.17559	0.87163	0.097967	0.46178	0.38341	0.75602
DSCAM	5	0.18444	1.4225	0.080917	0.42159	0.15489	0.63181
DSCAML1	5	0.037782	0.44374	0.68249	0.93289	0.65723	0.88352
DSCC1	5	0.055011	0.41783	0.58547	0.90303	0.67607	0.89064
DSCR3	5	0.13892	0.92162	0.19671	0.63286	0.35673	0.743
DSCR4	5	-0.33449	-2.0393	0.12618	0.52338	0.041416	0.41043
DSE	5	0.20623	1.1197	0.049539	0.32191	0.26286	0.69447
DSEL	5	0.0521	0.43531	0.60269	0.90792	0.66334	0.88562
DSG1	5	-0.0213	-0.23226	0.9794	0.99593	0.81634	0.94138
DSG2	5	0.038081	0.24978	0.68088	0.9326	0.80276	0.93674
DSG3	5	0.098842	1.0825	0.35521	0.78927	0.27905	0.7069
DSG4	5	0.11134	0.74608	0.29868	0.74262	0.45562	0.79358
DSN1	5	-0.49366	-1.6067	0.033822	0.25827	0.10813	0.58466
DSP	5	0.11561	1.2573	0.27902	0.72167	0.20863	0.66425
DSPP	5	0.090435	0.69727	0.39731	0.81357	0.48563	0.8066
DST	5	0.08285	0.63958	0.43452	0.83547	0.52245	0.82574
DSTN	4	-0.19905	-0.83224	0.35871	0.79135	0.40528	0.76831
DSTYK	5	-0.012501	-0.09793	0.97295	0.9937	0.92199	0.9765
DTD1	5	0.056597	0.52979	0.57703	0.89964	0.59626	0.85888
DTD2	5	-0.047335	-0.22379	0.84572	0.97125	0.82292	0.94272
DTHD1	5	0.15391	0.98232	0.15139	0.56789	0.32594	0.72833
DTL	5	-2.0505	-5.5082	0	0	3.6252e-08	9.4602e-06
DTNA	15	0.1746	2.2671	0.003721	0.059187	0.023387	0.27309
DTNB	5	0.014142	0.085105	0.82456	0.96846	0.93218	0.98002
DTNBP1	5	-0.30233	-2.3183	0.15972	0.58183	0.020431	0.24624
DTWD1	5	0.043541	0.30593	0.65128	0.92543	0.75966	0.92194
DTWD2	5	0.084098	0.88815	0.42919	0.83292	0.37446	0.75232
DTX1	5	0.1164	1.1931	0.27546	0.71796	0.23282	0.67845
DTX2	5	0.11264	1.2125	0.29279	0.73745	0.22533	0.67541
DTX3	5	0.0288	0.23834	0.73542	0.94775	0.81162	0.93987
DTX3L	5	0.050732	0.45636	0.61085	0.9102	0.64813	0.87994
DTX4	5	-0.09227	-0.96286	0.64628	0.92333	0.33562	0.73343
DTYMK	5	-1.3289	-4.0058	0	0	6.1812e-05	0.0030244
DUOX1	5	-0.028438	-0.15622	0.94257	0.99008	0.87586	0.96151
DUOX2	5	0.060169	0.6428	0.55698	0.89143	0.52036	0.82509
DUOXA1	5	-0.020579	-0.17422	0.98373	0.99634	0.86169	0.95687
DUOXA2	5	0.033542	0.32707	0.70649	0.94055	0.74361	0.91584
DUPD1	5	-0.096315	-0.98921	0.62835	0.91567	0.32256	0.72687
DUS1L	5	0.10262	0.67415	0.33794	0.77273	0.50021	0.81482
DUS2	5	-0.034608	-0.2917	0.91014	0.98474	0.77052	0.92521
DUS3L	5	0.11245	0.88635	0.29357	0.73835	0.37543	0.75261
DUS4L	5	0.030956	0.24017	0.72159	0.94454	0.8102	0.93892
DUSP1	5	-0.052594	-0.42928	0.81973	0.96811	0.66772	0.88711
DUSP10	10	0.13465	1.0608	0.074975	0.40626	0.28879	0.71165
DUSP11	5	-0.12481	-1.0141	0.52699	0.88261	0.31053	0.72138
DUSP12	5	-0.094454	-0.61745	0.63695	0.91987	0.53694	0.8319
DUSP13	13	-0.071002	-1.2633	0.70227	0.93882	0.20649	0.6634
DUSP14	5	0.089801	0.56811	0.40014	0.81523	0.56996	0.84771
DUSP15	8	0.10018	1.2651	0.22759	0.66977	0.20583	0.6634
DUSP16	5	0.11586	1.1437	0.27769	0.72061	0.25276	0.69007
DUSP18	5	0.17705	1.5344	0.094968	0.45515	0.12493	0.60072
DUSP19	5	-0.087953	-0.91107	0.66383	0.92925	0.36226	0.74607
DUSP2	4	-0.081501	-0.76824	0.68705	0.93409	0.44235	0.78547
DUSP21	5	0.15445	1.0312	0.14962	0.56487	0.30246	0.71836
DUSP22	5	-0.080547	-0.64187	0.6941	0.93681	0.52096	0.82509
DUSP23	5	0.093126	0.77288	0.38354	0.80712	0.43959	0.78437
DUSP26	5	0.093618	1.1319	0.38087	0.80654	0.25767	0.69156
DUSP27	5	0.13376	1.8391	0.21421	0.6534	0.065906	0.50498
DUSP28	5	0.051981	0.59833	0.6033	0.90792	0.54962	0.83819
DUSP3	5	0.034375	0.28969	0.70154	0.93869	0.77206	0.92581
DUSP4	5	0.23582	1.2422	0.022881	0.20549	0.21415	0.66793
DUSP5	5	0.028332	0.3076	0.73859	0.94932	0.75838	0.92194
DUSP6	5	0.1695	1.6778	0.11174	0.49025	0.093385	0.56518
DUSP7	5	0.065734	0.78391	0.52882	0.88355	0.43309	0.78072
DUSP8	4	-0.059584	-0.4252	0.77396	0.9592	0.67069	0.88833
DUSP9	5	0.1864	1.4308	0.077085	0.41077	0.15249	0.63137
DUT	7	-0.52803	-2.8637	0.0098301	0.12224	0.0041868	0.073836
DUXA	4	-0.58537	-2.41	0.032822	0.253	0.015955	0.20496
DVL1	5	-0.076498	-0.85076	0.71093	0.94201	0.3949	0.76154
DVL2	5	0.083743	1.0291	0.43052	0.83328	0.30341	0.71836
DVL3	5	0.082313	0.7153	0.43669	0.83667	0.47442	0.80077
DXO	5	-0.083362	-0.92331	0.68272	0.93291	0.35585	0.74228
DYDC1	5	-0.2223	-1.6708	0.28102	0.7242	0.094755	0.56785
DYDC2	4	-0.055591	-0.38367	0.79101	0.96279	0.70122	0.90168
DYM	5	-0.018177	-0.15271	0.99711	0.99967	0.87862	0.96269
DYNAP	5	0.057095	0.48181	0.57364	0.8981	0.62994	0.87271
DYNC1H1	5	-0.81056	-2.9347	0.0024436	0.045082	0.003339	0.061982
DYNC1I1	5	0.088076	1.0024	0.40997	0.82312	0.31615	0.72436
DYNC1I2	5	-1.2542	-4.3426	0.00011107	0.004158	1.4078e-05	0.00094234
DYNC1LI1	5	-0.016439	-0.14948	0.99445	0.99967	0.88117	0.96352
DYNC1LI2	5	0.025507	0.17185	0.7568	0.95434	0.86355	0.95759
DYNC2H1	5	0.10273	1.3659	0.33717	0.7718	0.17196	0.64504
DYNC2LI1	5	-0.16052	-0.73837	0.42225	0.83046	0.46029	0.79425
DYNLL1	4	-0.061847	-0.29111	0.76502	0.9574	0.77097	0.92546
DYNLL2	5	-0.045717	-0.21919	0.8526	0.9716	0.8265	0.94383
DYNLRB1	5	-0.82268	-2.9471	0.0020549	0.039615	0.0032078	0.059979
DYNLRB2	5	0.068732	0.55958	0.5115	0.87473	0.57577	0.85034
DYNLT1	4	0.15014	0.63719	0.2131	0.65189	0.524	0.82679
DYNLT3	5	0.18612	1.0199	0.077363	0.41116	0.3078	0.71963
DYRK1A	5	0.032275	0.29484	0.71404	0.94225	0.76812	0.92431
DYRK1B	5	-0.1289	-0.91833	0.51444	0.87635	0.35845	0.74421
DYRK2	5	-0.073952	-0.6257	0.72204	0.94458	0.53151	0.82981
DYRK3	5	0.037456	0.3944	0.68466	0.93299	0.69328	0.89827
DYRK4	5	0.09593	0.91351	0.3706	0.80029	0.36098	0.74521
DYSF	5	0.01064	0.090016	0.84339	0.97097	0.92827	0.97906
DYTN	5	0.10835	1.0384	0.3124	0.75469	0.29907	0.71795
DYX1C1	5	0.044476	0.45312	0.64673	0.92333	0.65046	0.88101
DZANK1	5	0.13882	1.3368	0.19699	0.63312	0.18129	0.65015
DZIP1	5	0.16539	1.5421	0.12185	0.51454	0.12304	0.60056
DZIP1L	5	0.028285	0.20524	0.73886	0.94934	0.83738	0.94743
DZIP3	5	0.15565	0.65414	0.14601	0.55984	0.51302	0.82152
E2F1	5	-0.013275	-0.16039	0.9779	0.99531	0.87258	0.96069
E2F2	5	0.14562	1.2036	0.17489	0.60256	0.22876	0.67736
E2F3	5	-0.40215	-2.0249	0.074753	0.40542	0.042882	0.41639
E2F4	5	-0.039919	-0.43967	0.88232	0.97884	0.66017	0.88459
E2F5	6	0.058487	0.43499	0.51811	0.87724	0.66357	0.88572
