Gene	sgRNA	MP41|beta	MP41|z	MP41|p-value	MP41|fdr	MP41|wald-p-value	MP41|wald-fdr
C1orf68	5	0.12682	1.1746	0.20332	0.63769	0.24015	0.59521
C1orf74	5	0.00763	0.08297	0.86288	0.9707	0.93388	0.97459
C1orf85	5	0.22049	1.5305	0.023881	0.23642	0.1259	0.50105
C1orf86	4	-0.098848	-0.55798	0.55593	0.87667	0.57686	0.81086
C1orf87	5	-0.061413	-0.68434	0.71415	0.93071	0.49376	0.76576
C1orf94	5	0.18742	1.5946	0.057481	0.37815	0.11081	0.48958
C1orf95	5	-0.023671	-0.30823	0.93491	0.9863	0.75791	0.90055
C1QA	5	0.095223	1.1731	0.33572	0.75574	0.24075	0.59598
C1QB	5	0.029505	0.50352	0.71837	0.93164	0.6146	0.83074
C1QBP	5	-0.15577	-1.4023	0.32922	0.75143	0.16082	0.53369
C1QC	5	0.053889	0.69671	0.56392	0.87868	0.48598	0.76105
C1QL1	5	-0.060019	-0.68274	0.72176	0.93255	0.49477	0.76656
C1QL2	5	-0.13908	-1.4215	0.38187	0.79058	0.15517	0.52826
C1QL3	5	0.14319	1.3166	0.14817	0.5605	0.18797	0.55786
C1QL4	5	-0.041198	-0.39778	0.829	0.96527	0.69079	0.87042
C1QTNF1	6	-0.025167	-0.338	0.93858	0.98698	0.73537	0.8912
C1QTNF2	5	0.087917	0.76828	0.37138	0.78302	0.44232	0.7333
C1QTNF3	5	0.12681	1.2953	0.20332	0.63769	0.19523	0.56278
C1QTNF4	5	0.046141	0.60564	0.61135	0.89668	0.54475	0.79443
C1QTNF5	5	-0.15824	-1.6834	0.32211	0.74515	0.092301	0.47064
C1QTNF6	5	-0.081352	-0.70502	0.61468	0.8975	0.4808	0.75807
C1QTNF7	4	0.31616	1.5231	0.0038876	0.076419	0.12772	0.50224
C1QTNF8	5	0.040136	0.47087	0.64951	0.91097	0.63773	0.84316
C1QTNF9	1	-0.10009	-0.59516	0.64801	0.91097	0.55174	0.79767
C1QTNF9B	4	-0.022039	-0.32878	0.93486	0.9863	0.74232	0.89387
C1RL	5	0.17517	1.5424	0.076586	0.43256	0.12298	0.49974
C1S	5	0.094244	0.91029	0.34078	0.75941	0.36267	0.6825
C2	5	-0.084184	-1.3018	0.60058	0.89365	0.19298	0.56149
C20orf112	4	0.048548	0.44064	0.63768	0.90731	0.65947	0.85364
C20orf141	5	0.1766	1.6019	0.074808	0.43049	0.10918	0.48833
C20orf144	5	0.11593	1.103	0.2457	0.68397	0.27004	0.61672
C20orf166	5	0.15836	0.99743	0.11013	0.50381	0.31856	0.64955
C20orf173	5	0.19342	1.8328	0.04865	0.34721	0.066835	0.4393
C20orf194	5	0.19877	1.627	0.042097	0.32214	0.10373	0.48366
C20orf195	5	0.062338	1.075	0.51327	0.86118	0.2824	0.62459
C20orf196	5	0.039523	0.15152	0.653	0.91176	0.87957	0.95348
C20orf197	5	-0.02533	-0.18378	0.92486	0.98335	0.85418	0.94278
C20orf201	5	0.065336	0.88691	0.495	0.85191	0.37513	0.68857
C20orf202	5	0.08605	1.3134	0.38082	0.79	0.18904	0.55828
C20orf24	5	-0.068783	-0.79531	0.67789	0.91982	0.42643	0.72205
C20orf26	5	0.12347	1.1407	0.21615	0.65035	0.254	0.60622
C20orf27	5	0.033814	0.35927	0.68988	0.9227	0.71939	0.88368
C20orf78	5	0.22604	1.9656	0.020604	0.21653	0.049347	0.40424
C20orf85	5	-0.034487	-0.1774	0.86865	0.97167	0.85919	0.94495
C20orf96	5	0.15336	0.95164	0.12246	0.525	0.34128	0.66664
C21orf140	5	0.22782	1.7189	0.019938	0.21298	0.085637	0.46634
C21orf2	5	-0.17522	-2.5972	0.27485	0.71178	0.0093999	0.16925
C21orf33	5	0.022658	0.27952	0.76363	0.94499	0.77985	0.90863
C21orf58	5	0.14846	1.5967	0.1334	0.54195	0.11034	0.48958
C21orf59	5	-0.76295	-3.3075	0.00066644	0.023762	0.00094136	0.046566
C21orf62	5	0.11429	0.82865	0.25208	0.68856	0.4073	0.70955
C21orf91	5	0.23621	1.6951	0.015828	0.1875	0.090055	0.46875
C22orf15	5	-0.17577	-1.5512	0.27374	0.7106	0.12085	0.49851
C22orf23	5	-0.14773	-1.5502	0.35483	0.77137	0.1211	0.49874
C22orf24	5	-0.0050728	-0.067672	0.94741	0.99005	0.94605	0.97873
C22orf26	5	0.043443	0.56724	0.62824	0.90301	0.57055	0.80803
C22orf29	5	0.049975	0.91907	0.58891	0.88967	0.35806	0.67922
C22orf31	5	0.047373	0.36108	0.60513	0.89536	0.71804	0.883
C22orf39	6	-0.18572	-1.8799	0.21559	0.64927	0.060117	0.43069
C22orf42	5	-0.009338	-0.073971	0.97401	0.99461	0.94103	0.97674
C22orf43	5	-0.25212	-1.8161	0.13312	0.54133	0.06935	0.44219
C22orf46	5	-0.09538	-0.57823	0.55065	0.87482	0.56311	0.80452
C2CD2	5	0.068318	1.2632	0.47862	0.84609	0.2065	0.57029
C2CD2L	5	-0.03478	-0.46452	0.86649	0.97154	0.64228	0.84513
C2CD3	5	-0.066956	-0.79674	0.68733	0.92194	0.4256	0.72201
C2CD4A	5	-0.077858	-1.0619	0.63085	0.90395	0.28829	0.62853
C2CD4B	5	0.094762	1.0073	0.33878	0.75839	0.31381	0.64554
C2CD4C	5	0.19541	1.8616	0.046318	0.33793	0.062658	0.43491
C2CD4D	5	-0.022475	-0.13011	0.94224	0.98852	0.89648	0.96118
C2CD5	5	0.055025	0.83473	0.55715	0.87677	0.40387	0.70754
C2orf15	5	-0.040341	-0.40944	0.83306	0.9654	0.68222	0.86599
C2orf16	5	0.12674	0.98875	0.20332	0.63769	0.32279	0.65278
C2orf40	5	-0.08907	-0.69206	0.57892	0.88653	0.4889	0.7631
C2orf42	5	-0.02713	-0.3069	0.91347	0.9808	0.75892	0.90109
C2orf43	7	0.16335	1.8442	0.04604	0.33793	0.06515	0.43784
C2orf44	5	0.036091	0.60763	0.67461	0.91844	0.54343	0.79366
C2orf47	5	0.027076	0.27075	0.7347	0.93716	0.78658	0.91099
C2orf48	5	0.014332	0.16916	0.8205	0.96261	0.86567	0.9479
C2orf49	5	-0.2146	-1.1864	0.19099	0.61908	0.23548	0.59175
C2orf50	5	0.20623	1.6589	0.034489	0.28856	0.097146	0.47853
C2orf53	5	-0.07081	-0.89547	0.66772	0.91583	0.37053	0.68626
C2orf54	5	0.16429	2.0438	0.09769	0.47955	0.040969	0.38282
C2orf57	5	-0.18321	-0.83333	0.25586	0.6923	0.40466	0.70806
C2orf61	5	0.096006	0.76514	0.33222	0.75239	0.44419	0.73473
C2orf62	5	0.10822	0.78112	0.27769	0.71317	0.43473	0.72846
C2orf66	5	0.099986	1.0788	0.31412	0.74048	0.2807	0.62344
C2orf68	5	-0.30746	-2.6689	0.078196	0.43808	0.0076096	0.14975
C2orf69	5	-0.055109	-0.60368	0.7477	0.94042	0.54606	0.7949
C2orf70	5	0.0019116	0.032422	0.90153	0.97861	0.97414	0.99
C2orf71	5	-0.0068576	-0.089584	0.95851	0.99235	0.92862	0.97287
C2orf72	4	0.067273	0.93921	0.53532	0.87007	0.34762	0.67152
C2orf73	5	0.10966	0.90762	0.2708	0.70726	0.36408	0.68309
C2orf76	5	0.20038	1.4458	0.040431	0.31529	0.14824	0.52236
C2orf78	5	-0.0087354	-0.061066	0.97012	0.99391	0.95131	0.98063
C2orf80	5	0.0899	0.65259	0.36116	0.77545	0.51402	0.77823
C2orf82	5	0.020645	0.29177	0.77619	0.94764	0.77046	0.90544
C2orf83	5	0.0032896	0.038601	0.89165	0.97674	0.96921	0.98855
C2orf88	5	0.054482	0.4055	0.56031	0.87755	0.68511	0.86744
C2orf91	5	0.098233	0.87296	0.32156	0.74515	0.38269	0.6921
C3	5	-0.11096	-1.0503	0.48245	0.84722	0.29357	0.63257
C3AR1	5	0.092776	0.98591	0.347	0.76503	0.32418	0.65367
C3orf14	5	-0.0085138	-0.090094	0.96879	0.99385	0.92821	0.97267
C3orf17	5	-0.28491	-1.8981	0.097468	0.47955	0.057688	0.42285
C3orf18	5	0.0031219	0.040019	0.89276	0.97674	0.96808	0.98826
C3orf20	5	0.020971	0.22169	0.77435	0.94747	0.82455	0.92879
C3orf22	5	-0.11823	-1.2247	0.45729	0.83509	0.22067	0.58117
C3orf27	5	-0.10984	-1.0182	0.48745	0.84885	0.3086	0.64278
C3orf30	5	0.10077	0.8725	0.31062	0.73823	0.38294	0.6921
C3orf33	5	0.20905	1.6132	0.032211	0.27925	0.10671	0.48535
C3orf35	6	0.18073	1.6037	0.04293	0.32602	0.10878	0.48833
C3orf36	5	-0.059843	-0.72459	0.7227	0.933	0.4687	0.74863
C3orf38	5	-0.018015	-0.1829	0.96984	0.99391	0.85488	0.94312
C3orf43	4	0.098471	1.0188	0.37504	0.78622	0.30829	0.6427
C3orf52	5	0.024555	0.25699	0.75036	0.94101	0.79719	0.91685
C3orf55	7	0.16157	1.7753	0.048373	0.34646	0.075847	0.45229
C3orf56	5	0.050707	0.65717	0.58503	0.88867	0.51107	0.77625
C3orf58	5	0.13219	1.4318	0.18216	0.60707	0.1522	0.52528
C3orf62	5	0.067027	0.94162	0.48567	0.84826	0.34639	0.67109
C3orf67	5	0.10819	0.93974	0.27791	0.71353	0.34735	0.67128
C3orf70	5	-0.0083619	-0.094273	0.96796	0.99385	0.92489	0.972
C3orf72	5	0.098654	0.93052	0.31967	0.74415	0.3521	0.67382
C3orf79	5	0.079657	0.82314	0.41492	0.80999	0.41043	0.71209
C3orf80	5	0.10373	1.1002	0.29812	0.73081	0.27122	0.61714
C3orf83	5	-0.027901	-0.36077	0.90897	0.9803	0.71827	0.88307
C3orf84	5	-0.078636	-1.0556	0.62751	0.90263	0.29115	0.63048
C4A	3	-0.067506	-0.69826	0.70821	0.92958	0.48502	0.76074
C4B	3	0.3523	1.7074	0.0053871	0.093359	0.087746	0.46676
C4BPA	5	0.14816	0.86845	0.13396	0.54341	0.38515	0.69309
C4BPB	5	0.008241	0.075819	0.85927	0.97016	0.93956	0.97655
C4orf17	5	0.14409	1.242	0.14578	0.55732	0.21424	0.57744
C4orf19	5	0.11629	1.1315	0.24353	0.68189	0.25785	0.60907
C4orf21	5	0.06234	0.75243	0.51327	0.86118	0.45179	0.73899
C4orf22	5	0.05526	0.53702	0.5557	0.87666	0.59125	0.81779
C4orf26	5	0.024846	0.21473	0.74853	0.94059	0.82997	0.93209
C4orf27	4	0.085193	0.61501	0.44207	0.82368	0.53855	0.79154
C4orf29	5	0.048947	0.44876	0.59563	0.89229	0.6536	0.85059
C4orf3	8	0.069128	0.97354	0.34461	0.762	0.33028	0.65791
C4orf32	4	0.069786	0.81993	0.52149	0.86364	0.41226	0.71306
C4orf33	5	0.11715	0.71766	0.24053	0.679	0.47297	0.75192
C4orf36	5	0.19128	1.7911	0.051594	0.35594	0.073281	0.44835
C4orf40	5	-0.14128	-1.2795	0.37443	0.78578	0.20073	0.56409
C4orf45	5	0.093422	0.86326	0.34394	0.76109	0.38799	0.69557
C4orf46	5	0.085789	0.39603	0.38221	0.79058	0.69208	0.87083
C4orf47	5	0.079401	0.95578	0.41586	0.81039	0.33918	0.66561
C4orf48	6	0.082395	1.3611	0.34661	0.76473	0.17347	0.54481
C4orf51	5	0.011566	0.1124	0.83866	0.96702	0.91051	0.96739
C4orf6	4	0.095717	0.80637	0.38904	0.79557	0.42003	0.71851
C5	5	0.20223	1.8227	0.038321	0.30639	0.068343	0.44084
C5AR1	5	0.10447	1.2123	0.29451	0.72903	0.22541	0.58453
C5AR2	5	-0.090307	-1.714	0.57336	0.88345	0.086535	0.46634
C5orf15	5	-0.22799	-1.137	0.16706	0.58567	0.25554	0.60722
C5orf20	5	0.1625	1.4563	0.10124	0.48731	0.1453	0.51949
C5orf22	5	0.15683	1.3115	0.11363	0.51022	0.1897	0.55876
C5orf24	5	0.14695	1.2801	0.13745	0.54539	0.20051	0.56409
C5orf28	5	0.079324	0.77657	0.41642	0.81077	0.43741	0.73014
C5orf30	5	-0.022946	-0.23631	0.93919	0.98739	0.81319	0.92476
C5orf34	5	0.082215	1.0532	0.40209	0.80346	0.29225	0.63142
C5orf38	5	0.14934	1.0923	0.13101	0.53804	0.2747	0.61931
C5orf42	5	0.13999	1.3107	0.15678	0.57157	0.18998	0.55876
C5orf45	5	0.058049	0.50824	0.5391	0.87007	0.61128	0.8286
C5orf46	4	0.21746	1.6367	0.045207	0.33539	0.10169	0.48145
C5orf47	5	0.078892	1.0217	0.41864	0.81141	0.30695	0.64164
C5orf48	5	-0.13438	-0.91787	0.39776	0.80051	0.35869	0.67973
C5orf49	4	0.12066	1.2023	0.27396	0.7106	0.22924	0.58799
C5orf51	5	0.014312	0.10548	0.82073	0.96261	0.91599	0.96822
C5orf52	5	-0.042257	-0.43973	0.82239	0.96337	0.66013	0.85364
C5orf54	5	0.16896	1.4859	0.087804	0.45699	0.1373	0.51208
C5orf55	5	0.11313	1.2976	0.25636	0.69247	0.19444	0.56211
C5orf58	5	0.23179	1.2577	0.018161	0.2026	0.20852	0.57199
C5orf60	5	-0.0057293	-0.057123	0.95113	0.99012	0.95445	0.98149
C5orf63	5	0.03059	0.35275	0.71149	0.93002	0.72427	0.88655
C5orf64	5	0.0079747	0.070189	0.86121	0.97066	0.94404	0.97811
C5orf66	5	0.15729	1.3431	0.11241	0.50714	0.17925	0.54956
C6	5	-0.0037308	-0.026308	0.93769	0.98691	0.97901	0.9914
C6orf1	5	-0.084831	-1.1716	0.59752	0.89229	0.24135	0.59628
C6orf10	5	0.11752	0.77779	0.2387	0.67728	0.4367	0.7293
C6orf106	5	-0.27555	-1.6562	0.1068	0.49819	0.097689	0.47853
C6orf118	5	0.17992	1.6638	0.068866	0.41284	0.096149	0.4772
C6orf120	5	0.02603	0.32084	0.74125	0.93849	0.74833	0.89668
C6orf132	5	0.13179	1.6397	0.18372	0.60954	0.10107	0.48109
C6orf136	12	-0.16755	-2.1573	0.13229	0.53951	0.030981	0.33891
C6orf141	5	0.096448	1.3317	0.33028	0.75239	0.18295	0.55254
C6orf15	5	-0.049969	-0.51936	0.77669	0.94764	0.60351	0.82399
C6orf163	5	0.19419	0.93563	0.04804	0.34545	0.34946	0.67213
C6orf165	5	-0.082658	-0.65739	0.60758	0.89555	0.51093	0.77611
C6orf195	5	0.092496	1.0686	0.34822	0.76604	0.28524	0.62658
C6orf201	5	0.17214	1.3181	0.081806	0.44394	0.18748	0.55753
C6orf203	5	-0.014433	-0.12444	0.99367	0.99872	0.90097	0.96318
C6orf211	4	0.10959	0.67212	0.32339	0.74606	0.50151	0.77061
C6orf222	5	-0.029882	-0.33587	0.89703	0.97808	0.73697	0.892
C6orf223	7	0.17815	1.5951	0.029324	0.26546	0.11069	0.48958
C6orf226	5	-0.00086635	-0.0084204	0.91936	0.98221	0.99328	0.9971
C6orf25	5	-0.075813	-1.0955	0.64184	0.90946	0.2733	0.61813
C6orf47	5	-0.054985	-0.54723	0.74836	0.94059	0.58422	0.81389
C6orf48	4	-0.11972	-0.77205	0.47517	0.84466	0.44009	0.73131
C6orf52	5	0.011297	0.13044	0.84016	0.96707	0.89622	0.96111
C6orf57	5	0.14555	1.2898	0.14151	0.5514	0.19714	0.5635
C6orf58	5	-0.012612	-0.10095	0.99528	0.99911	0.91959	0.96968
C6orf62	5	-0.078263	-0.57253	0.62896	0.90349	0.56696	0.80625
C6orf89	5	-0.0849	-0.71654	0.59702	0.89229	0.47366	0.75268
C6orf99	5	0.046045	0.80393	0.61191	0.89668	0.42144	0.71927
C7	5	-0.065055	-1.0802	0.69632	0.92505	0.28004	0.62325
C7orf10	5	0.01737	0.20703	0.79873	0.9546	0.83599	0.93439
C7orf25	5	0.18598	1.46	0.059202	0.38235	0.14428	0.51891
C7orf26	5	-0.62628	-2.8163	0.0021104	0.050938	0.0048584	0.11435
C7orf31	5	0.12504	1.1917	0.21026	0.6456	0.23337	0.59072
C7orf33	5	0.035208	0.30653	0.68111	0.92044	0.7592	0.90116
C7orf34	5	-0.20126	-2.0065	0.21548	0.64916	0.044801	0.3944
C7orf43	5	-0.15891	-1.4281	0.31984	0.74444	0.15326	0.52592
C7orf49	7	-0.022256	-0.34354	0.96401	0.99313	0.73119	0.88952
C7orf50	5	0.27169	1.7568	0.0053871	0.093359	0.078954	0.45687
C7orf55	5	0.0094257	0.19853	0.85183	0.96906	0.84263	0.93761
C7orf55-LUC7L2	2	-0.14946	-0.60809	0.45868	0.83591	0.54313	0.79349
C7orf57	5	0.19738	1.5145	0.04443	0.33278	0.1299	0.50426
C7orf60	5	0.11132	0.80087	0.26397	0.70093	0.4232	0.72045
C7orf61	5	-0.066818	-0.88054	0.68799	0.92194	0.37857	0.69032
C7orf62	5	0.13979	1.094	0.157	0.57157	0.27397	0.61887
C7orf63	5	-0.034978	-0.34243	0.86538	0.97114	0.73202	0.88976
C7orf65	4	0.2969	1.8426	0.0067755	0.10873	0.065394	0.43784
C7orf66	5	0.099291	0.98919	0.31745	0.74272	0.32257	0.65276
C7orf69	5	0.10566	1.0465	0.2894	0.72566	0.29534	0.63443
C7orf71	5	0.023434	0.36514	0.75841	0.9444	0.71501	0.88151
C7orf72	5	0.062031	0.65693	0.51483	0.86192	0.51123	0.77635
C8A	5	0.12549	0.83714	0.20832	0.64318	0.40252	0.70647
C8B	5	0.033501	0.34861	0.69144	0.92299	0.72739	0.88821
C8G	5	0.13753	1.7008	0.16361	0.58135	0.088987	0.46737
C8orf22	4	0.23551	1.4742	0.029768	0.2672	0.14042	0.51538
C8orf31	5	-0.060197	-0.87405	0.72048	0.93224	0.38209	0.69184
C8orf33	5	-0.13373	-1.6117	0.40037	0.80243	0.10702	0.48613
C8orf34	5	-0.13508	-1.394	0.39531	0.79924	0.16333	0.53614
C8orf37	5	-0.012063	-0.1357	0.99134	0.9976	0.89206	0.95946
C8orf4	5	0.056378	0.54132	0.54893	0.87448	0.58829	0.81613
C8orf44	1	-0.19246	-0.76101	0.44169	0.82363	0.44665	0.73622
C8orf46	5	0.049974	0.61208	0.58891	0.88967	0.54049	0.7923
C8orf47	7	-0.2181	-1.9102	0.1254	0.53046	0.056104	0.42146
C8orf48	5	0.086326	0.9365	0.37893	0.78833	0.34901	0.67198
C8orf58	5	0.1343	1.3956	0.17533	0.59848	0.16283	0.53541
C8orf59	3	0.060605	0.18312	0.6384	0.9074	0.8547	0.94306
C8orf74	5	0.087976	1.0136	0.37115	0.78294	0.31078	0.644
C8orf76	5	0.14396	1.1933	0.14606	0.55768	0.23276	0.59039
C8orf82	5	-0.054681	-0.50295	0.75008	0.941	0.615	0.8308
C8orf86	5	0.092569	1.3237	0.348	0.76598	0.1856	0.55514
C8orf87	5	-0.018897	-0.24606	0.96457	0.99314	0.80564	0.92051
C8orf88	5	0.15137	0.9283	0.12668	0.5317	0.35325	0.67514
C9	5	-0.022085	-0.22992	0.94457	0.98919	0.81815	0.92626
C9orf114	5	-0.80173	-3.6886	0.0004443	0.018141	0.00022547	0.020714
C9orf116	5	0.028177	0.32063	0.72737	0.93404	0.74849	0.8967
C9orf117	5	0.14819	1.6136	0.13396	0.54341	0.10662	0.48535
C9orf129	5	-0.26187	-2.045	0.12107	0.52302	0.040854	0.38224
C9orf131	5	0.10459	1.1665	0.29401	0.72847	0.24342	0.59821
C9orf135	5	0.041431	0.34571	0.64212	0.90946	0.72956	0.8889
C9orf139	5	0.20829	2.0382	0.032989	0.28245	0.041532	0.38441
C9orf142	5	0.06171	0.83322	0.51722	0.86243	0.40472	0.70806
C9orf152	5	0.041244	0.44749	0.64301	0.90965	0.65452	0.85107
C9orf153	4	0.12183	0.66807	0.26908	0.70545	0.50409	0.77213
C9orf156	5	0.13518	0.86325	0.17167	0.59303	0.388	0.69557
C9orf16	5	-0.055967	-0.61404	0.74309	0.93908	0.53919	0.79163
C9orf163	5	0.17818	1.5353	0.071532	0.42147	0.12472	0.50086
C9orf170	5	-0.022039	-0.19462	0.94485	0.98919	0.84569	0.93935
C9orf171	5	-0.097809	-1.1109	0.54038	0.87007	0.2666	0.61489
C9orf172	5	-0.16033	-1.637	0.31528	0.74132	0.10162	0.48145
C9orf173	5	0.22826	1.7083	0.019771	0.21292	0.087574	0.4667
C9orf24	13	0.014995	0.28417	0.63645	0.90686	0.77628	0.90729
C9orf3	5	0.10434	1.0964	0.29546	0.72941	0.27291	0.61801
C9orf37	5	0.065236	0.70874	0.49561	0.85191	0.47849	0.75669
C9orf40	5	0.008333	0.10119	0.85866	0.97013	0.9194	0.96968
C9orf41	5	0.089577	0.89677	0.36321	0.77774	0.36984	0.68589
C9orf43	5	0.065642	0.49846	0.49372	0.85191	0.61816	0.83282
C9orf47	5	0.032971	0.34943	0.69588	0.92505	0.72677	0.8881
C9orf50	5	0.15423	1.6908	0.12057	0.52225	0.090879	0.46981
C9orf57	5	0.12573	0.89396	0.20726	0.64256	0.37134	0.68658
C9orf62	5	0.040619	0.5866	0.64706	0.91073	0.55747	0.80034
C9orf64	5	0.010108	0.10576	0.847	0.96715	0.91577	0.96814
C9orf66	5	0.029548	0.37491	0.71832	0.93164	0.70772	0.87789
C9orf69	5	-0.079291	-0.69625	0.62424	0.90122	0.48627	0.76117
C9orf72	5	0.23552	1.6828	0.016495	0.19152	0.092406	0.47082
C9orf78	5	-0.025854	-0.33771	0.92119	0.98235	0.73558	0.8912
C9orf84	5	0.11094	1.0764	0.26586	0.70294	0.28173	0.62426
C9orf85	5	-0.012653	-0.072296	0.99556	0.99928	0.94237	0.97721
C9orf89	5	0.049449	0.56639	0.59241	0.89171	0.57113	0.8082
C9orf9	5	-0.038989	-0.48743	0.84016	0.96707	0.62596	0.83699
C9orf91	5	0.1961	1.6462	0.045596	0.33634	0.099716	0.47982
C9orf92	5	0.24645	1.9347	0.011274	0.15004	0.053028	0.41453
C9orf96	5	-0.033037	-0.37649	0.87621	0.97305	0.70655	0.87721
CA1	5	-0.061955	-0.49256	0.71126	0.93002	0.62233	0.83456
CA10	5	-0.078395	-0.89451	0.62824	0.90301	0.37105	0.68655
CA11	5	-0.16952	-2.0424	0.2899	0.72571	0.04111	0.3833
CA12	5	0.090637	0.71702	0.35744	0.77244	0.47336	0.75228
CA13	5	0.075932	0.96934	0.4348	0.82053	0.33237	0.65977
CA14	5	-0.048138	-0.65166	0.78635	0.95052	0.51462	0.77849
CA2	5	0.16168	1.0551	0.10302	0.49113	0.29136	0.63063
CA3	5	-0.074324	-1.0534	0.64917	0.91097	0.29215	0.63129
CA4	4	-0.091796	-1.0923	0.58336	0.88821	0.27472	0.61931
CA5A	5	-0.37108	-2.1286	0.039376	0.31028	0.033287	0.34847
CA5B	5	0.15439	1.5557	0.11996	0.52098	0.11979	0.4979
CA6	5	0.087994	1.0942	0.3711	0.78294	0.27388	0.61883
CA7	5	0.080726	0.86747	0.4097	0.80694	0.38568	0.69344
CA8	5	0.16966	1.5255	0.086471	0.45288	0.12713	0.50218
CA9	5	0.045994	0.7987	0.61235	0.89668	0.42446	0.72123
CAAP1	5	0.13495	0.58181	0.17222	0.59361	0.5607	0.80279
CAB39	5	0.43857	1.8408	0	0	0.065656	0.43784
CAB39L	4	-0.0926	-0.79951	0.58003	0.88681	0.424	0.72118
CABIN1	5	-0.12157	-1.1865	0.44474	0.82569	0.23541	0.59175
CABLES1	5	0.13739	1.7638	0.164	0.58135	0.077761	0.45563
CABLES2	5	0.062416	0.57223	0.51283	0.86118	0.56716	0.80639
CABP1	9	0.073315	1.1239	0.28718	0.72436	0.26107	0.61167
CABP2	5	-0.28293	-2.5333	0.099689	0.48357	0.011299	0.18867
CABP4	4	-0.2321	-1.7477	0.19488	0.62582	0.080511	0.45916
CABP5	5	-0.0024477	-0.026063	0.92891	0.98487	0.97921	0.99149
CABP7	5	-0.081897	-0.93133	0.61174	0.89668	0.35168	0.67338
CABS1	5	0.083612	0.68491	0.39487	0.79885	0.4934	0.76547
CABYR	7	0.17826	1.6418	0.029157	0.26529	0.10063	0.48066
CACFD1	5	0.070565	0.74762	0.46668	0.84106	0.45469	0.74034
CACHD1	5	-0.059023	-0.68853	0.72737	0.93404	0.49112	0.76468
CACNA1A	5	0.11129	1.5935	0.26413	0.70106	0.11104	0.48958
CACNA1B	5	-0.0092877	-0.15705	0.97368	0.99461	0.8752	0.95192
CACNA1C	5	0.11846	1.3784	0.23525	0.67206	0.16809	0.54114
CACNA1D	5	0.038898	0.47902	0.6565	0.9131	0.63192	0.84004
CACNA1E	5	0.16614	1.6306	0.093858	0.4718	0.10298	0.48308
CACNA1F	4	-0.15378	-1.383	0.3666	0.7801	0.16667	0.53999
CACNA1G	5	-0.19287	-1.3756	0.23359	0.66985	0.16894	0.54192
CACNA1H	5	-0.028407	-0.34523	0.90525	0.97969	0.72992	0.88893
CACNA1I	5	-0.028505	-0.37376	0.90448	0.97937	0.70858	0.87822
CACNA1S	5	-0.010851	-0.11893	0.98445	0.9968	0.90533	0.96515
CACNA2D1	5	0.010407	0.11714	0.84477	0.96707	0.90675	0.96574
CACNA2D2	5	-0.12532	-1.4826	0.43102	0.81882	0.13818	0.51265
CACNA2D3	5	0.010909	0.11697	0.84183	0.96707	0.90688	0.96583
CACNA2D4	5	0.17255	1.525	0.081306	0.4435	0.12726	0.50218
CACNB1	5	-0.12856	-0.99574	0.41808	0.81121	0.31938	0.65002
CACNB2	5	0.16024	1.7064	0.10596	0.49739	0.087932	0.46678
CACNB3	5	-0.21511	-2.1406	0.18983	0.61769	0.032304	0.34378
CACNB4	5	0.11185	1.2748	0.26119	0.69674	0.20236	0.56563
CACNG1	5	0.089925	1.0417	0.36105	0.77545	0.29755	0.63583
CACNG2	5	0.032074	0.36973	0.70182	0.92737	0.71159	0.87931
CACNG3	5	0.10296	0.90957	0.30157	0.7325	0.36305	0.68294
CACNG4	5	0.069531	0.61402	0.47323	0.84416	0.5392	0.79163
CACNG5	5	-0.064134	-0.72034	0.70104	0.92728	0.47132	0.75062
CACNG6	5	0.073813	0.53929	0.44541	0.82587	0.58968	0.8172
CACNG7	5	0.20629	1.7196	0.034489	0.28856	0.085498	0.46634
CACNG8	5	0.061946	0.94687	0.51544	0.86232	0.3437	0.66819
CACTIN	5	-0.4476	-2.2385	0.016495	0.19152	0.025187	0.29975
CACUL1	5	0.14626	1.7602	0.1394	0.54906	0.078373	0.45679
CACYBP	6	-0.079998	-1.0021	0.59436	0.89222	0.3163	0.6474
CAD	5	-0.015734	-0.21799	0.98506	0.99696	0.82744	0.93048
CADM1	5	0.011401	0.21341	0.83939	0.96707	0.83101	0.93243
CADM2	5	-0.023209	-0.20092	0.93747	0.98691	0.84076	0.93647
CADM3	4	0.092141	0.75939	0.40686	0.80415	0.44762	0.73645
CADM4	5	-0.20804	-1.9586	0.20277	0.63717	0.050165	0.40725
CADPS	5	0.049411	0.59787	0.59275	0.89171	0.54993	0.79662
CADPS2	5	-0.030766	-0.43316	0.89154	0.97674	0.6649	0.85631
CAGE1	5	0.23143	1.372	0.018383	0.20431	0.17008	0.54249
CALB1	5	0.0067649	0.066147	0.86877	0.97168	0.94726	0.97902
CALB2	5	0.081226	0.78933	0.40681	0.80415	0.42992	0.72478
CALCA	7	-0.069596	-1.0179	0.64762	0.91074	0.30873	0.64278
CALCB	5	-0.057318	-0.69502	0.73648	0.93758	0.48705	0.76186
CALCOCO1	5	-0.015311	-0.22122	0.98806	0.99714	0.82492	0.92898
CALCOCO2	5	-0.017947	-0.14758	0.97012	0.99391	0.88268	0.95514
CALCR	5	0.008564	0.09372	0.85733	0.96972	0.92533	0.97208
CALCRL	5	0.13591	0.88886	0.169	0.58939	0.37408	0.6878
CALD1	5	-0.027749	-0.32103	0.90992	0.98032	0.74819	0.89663
