Gene	sgRNA	Mel202|beta	Mel202|z	Mel202|p-value	Mel202|fdr	Mel202|wald-p-value	Mel202|wald-fdr
ARHGAP9	5	0.17466	1.1004	0.17005	0.55768	0.27115	0.65544
ARHGDIA	5	-0.16133	-0.84616	0.50972	0.83436	0.39746	0.72634
ARHGDIB	5	0.036051	0.15605	0.70821	0.91903	0.87599	0.95345
ARHGDIG	5	-0.13854	-1.1743	0.57509	0.86465	0.24027	0.63497
ARHGEF1	5	0.15621	1.0879	0.21932	0.62395	0.27665	0.65929
ARHGEF10	5	-0.16179	-0.93308	0.50861	0.83436	0.35078	0.69912
ARHGEF10L	5	0.010363	0.071006	0.82883	0.95993	0.94339	0.97946
ARHGEF11	5	-0.12192	-0.8673	0.62907	0.88763	0.38578	0.71943
ARHGEF12	5	0.15728	1.162	0.21593	0.61881	0.24523	0.63893
ARHGEF15	5	0.16066	0.80118	0.20615	0.60466	0.42303	0.74103
ARHGEF16	5	-0.053501	-0.60003	0.88071	0.97354	0.54848	0.80326
ARHGEF17	5	0.013706	0.12458	0.81245	0.95309	0.90085	0.96317
ARHGEF18	5	0.28086	1.7288	0.02277	0.18842	0.083854	0.46891
ARHGEF19	5	0.10757	0.57018	0.38832	0.76013	0.56856	0.81424
ARHGEF2	5	-0.032977	-0.19887	0.96879	0.99424	0.84237	0.93912
ARHGEF25	5	0.17746	0.95638	0.16328	0.54738	0.33888	0.69556
ARHGEF26	5	0.11867	0.98577	0.34538	0.7289	0.32424	0.68608
ARHGEF28	5	0.13241	0.84383	0.29873	0.69903	0.39876	0.72735
ARHGEF3	5	0.033259	0.35997	0.72132	0.92389	0.71887	0.88955
ARHGEF33	5	0.038077	0.17682	0.69766	0.913	0.85965	0.94554
ARHGEF35	5	-0.82328	-2.6737	0.0028879	0.043369	0.007501	0.098874
ARHGEF37	5	0.25065	1.6975	0.04604	0.28685	0.0896	0.47564
ARHGEF38	5	-0.10362	-0.34103	0.69083	0.91061	0.73308	0.89524
ARHGEF39	5	0.29132	1.6847	0.01805	0.1634	0.092053	0.48048
ARHGEF4	5	0.22172	1.2931	0.079807	0.38869	0.19599	0.59895
ARHGEF40	5	-0.10448	-0.93732	0.68799	0.90972	0.34859	0.6985
ARHGEF5	5	-0.64404	-2.4602	0.01755	0.16065	0.013886	0.15579
ARHGEF6	5	0.29876	1.3821	0.015495	0.14762	0.16694	0.57311
ARHGEF7	5	0.21131	1.5065	0.094691	0.42109	0.13195	0.54099
ARHGEF9	5	0.24515	1.0234	0.051039	0.30451	0.3061	0.6742
ARID1A	5	-0.35844	-2.1907	0.14995	0.52508	0.028472	0.25957
ARID1B	5	0.22708	1.2395	0.071698	0.36707	0.21518	0.614
ARID2	5	-0.038067	-0.2242	0.94641	0.98755	0.8226	0.93285
ARID3A	5	0.061208	0.33924	0.58936	0.87165	0.73443	0.89581
ARID3B	5	-0.095084	-0.67004	0.72298	0.92411	0.50283	0.78189
ARID3C	5	0.082432	0.75458	0.49561	0.82993	0.4505	0.75874
ARID4A	5	0.1082	0.7895	0.38643	0.75977	0.42982	0.74539
ARID4B	5	-0.012228	-0.055403	0.93541	0.98607	0.95582	0.98424
ARID5A	5	0.077357	0.61128	0.51588	0.83649	0.54101	0.79858
ARID5B	5	0.14889	0.77241	0.24197	0.64744	0.43987	0.75231
ARIH1	5	-1.8078	-4.5884	0	0	4.4664e-06	0.00048349
ARIH2	5	0.083543	0.46631	0.49106	0.82851	0.64099	0.8565
ARIH2OS	5	0.13797	1.0102	0.27907	0.68293	0.31239	0.67979
ARL1	5	-0.35702	-1.1689	0.15117	0.5266	0.24243	0.63669
ARL10	5	-0.20004	-1.2298	0.40642	0.7722	0.21878	0.61716
ARL11	5	-0.056128	-0.49367	0.87088	0.97117	0.62154	0.84476
ARL13A	5	0.047554	0.35983	0.65151	0.8968	0.71898	0.88955
ARL13B	5	0.12191	0.67209	0.334	0.72093	0.50153	0.78159
ARL14	5	0.037214	0.15039	0.70282	0.91603	0.88046	0.9545
ARL14EP	5	0.0099743	0.024162	0.83089	0.96064	0.98072	0.99254
ARL14EPL	5	0.30002	0.69529	0.015217	0.14629	0.48687	0.77397
ARL15	5	0.053548	0.37571	0.62379	0.88569	0.70713	0.88593
ARL16	5	-0.35759	-1.7544	0.15089	0.52622	0.079356	0.4624
ARL2	5	-1.1668	-4.0938	0.00016661	0.0050847	4.244e-05	0.0024106
ARL2BP	4	-0.12326	-0.73179	0.63368	0.88986	0.4643	0.76509
ARL3	5	-0.075138	-0.39843	0.79468	0.94712	0.69031	0.87825
ARL4A	4	0.10136	0.36797	0.47473	0.81893	0.7129	0.88793
ARL4C	5	0.084854	0.57467	0.48539	0.82587	0.56552	0.81247
ARL4D	5	0.048168	0.4399	0.64784	0.89476	0.66001	0.86603
ARL5A	6	-0.045509	-0.20902	0.92958	0.98494	0.83444	0.93654
ARL5B	5	0.12474	0.61807	0.32528	0.71786	0.53653	0.79702
ARL5C	5	0.0030882	0.019206	0.86343	0.97031	0.98468	0.99417
ARL6	4	0.29857	0.96786	0.029657	0.22241	0.33311	0.69181
ARL6IP1	5	-0.07988	-0.48543	0.77696	0.94361	0.62737	0.84827
ARL6IP4	5	-0.073406	-0.4787	0.80107	0.94938	0.63215	0.85118
ARL6IP5	5	-0.058015	-0.29598	0.86388	0.97031	0.76725	0.90865
ARL6IP6	5	-0.14616	-0.95356	0.55282	0.8537	0.34031	0.69601
ARL8A	5	-0.082936	-0.62401	0.7658	0.93841	0.53262	0.79477
ARL8B	5	-0.3891	-1.4762	0.12085	0.47719	0.13989	0.55031
ARL9	5	0.035003	0.21726	0.71332	0.92091	0.82801	0.93377
ARMC1	6	-0.42301	-2.0165	0.068588	0.35932	0.043749	0.34596
ARMC10	4	-0.58599	-2.1543	0.044818	0.28426	0.031217	0.27827
ARMC12	5	0.003851	0.029431	0.8596	0.96931	0.97652	0.99133
ARMC2	5	0.35041	1.0572	0.0038321	0.053822	0.29043	0.66522
ARMC3	5	0.19624	1.4051	0.12135	0.47843	0.15999	0.56786
ARMC4	5	0.13152	0.83763	0.30218	0.70138	0.40224	0.72914
ARMC5	5	-0.23524	-1.6389	0.32967	0.71941	0.10124	0.49994
ARMC6	5	-0.20749	-1.4961	0.38893	0.76022	0.13461	0.54378
ARMC7	5	-1.2819	-3.9988	5.5537e-05	0.0021142	6.3668e-05	0.0031332
ARMC8	5	0.083121	0.45738	0.49284	0.82919	0.6474	0.86113
ARMC9	5	-0.026631	-0.11695	0.99772	0.99928	0.9069	0.96562
ARMCX1	5	0.29034	1.3997	0.018383	0.16484	0.16159	0.56848
ARMCX2	5	0.11213	0.99412	0.37182	0.75171	0.32016	0.68432
ARMCX3	5	-0.022572	-0.1731	0.98273	0.99612	0.86258	0.9471
ARMCX4	5	0.30225	1.0196	0.014495	0.14146	0.30791	0.67628
ARMCX5	5	0.067018	0.44345	0.5632	0.85933	0.65744	0.8648
ARMCX6	5	0.11646	0.50433	0.35433	0.73581	0.61403	0.83943
ARMS2	5	0.23119	1.4242	0.0667	0.3547	0.15438	0.56374
ARNT	5	-0.29478	-1.7406	0.23003	0.63635	0.081756	0.46508
ARNT2	5	0.10943	1.2153	0.38198	0.75743	0.22425	0.62111
ARNTL	4	0.14191	0.86478	0.32178	0.71557	0.38716	0.71994
ARNTL2	5	0.19622	1.2669	0.12146	0.47856	0.20518	0.60839
ARPC1A	5	-0.068602	-0.2764	0.82234	0.95671	0.78224	0.91565
ARPC1B	5	-0.057015	-0.4388	0.86727	0.97057	0.6608	0.86628
ARPC2	5	-0.13096	-0.77264	0.60008	0.87633	0.43973	0.75222
ARPC3	5	-0.47461	-1.7749	0.064034	0.34656	0.07591	0.45516
ARPC4	9	-0.42085	-2.7895	0.029324	0.22101	0.0052785	0.075853
ARPC4-TTLL3	4	0.033327	0.2469	0.77169	0.94082	0.80499	0.92512
ARPC5	5	-0.16632	-0.90816	0.49456	0.82973	0.36379	0.70717
ARPC5L	5	0.074691	0.40993	0.52738	0.84075	0.68186	0.87439
ARPP19	5	-0.50157	-1.8682	0.052149	0.30852	0.061732	0.41977
ARPP21	8	0.11748	1.2565	0.22726	0.63344	0.20895	0.61064
ARR3	5	0.14167	1.1324	0.26591	0.6712	0.25746	0.64638
ARRB1	4	0.057892	0.30824	0.66317	0.90115	0.7579	0.90388
ARRB2	5	0.1135	0.61669	0.36654	0.74771	0.53744	0.79733
ARRDC1	5	-0.022501	-0.15187	0.98256	0.99612	0.87929	0.95445
ARRDC2	5	-0.008985	-0.066062	0.9213	0.98334	0.94733	0.98138
ARRDC3	5	0.22966	1.5991	0.068366	0.35879	0.10979	0.51308
ARRDC4	5	0.27165	1.3275	0.029046	0.21993	0.18436	0.5893
ARRDC5	5	0.25144	1.438	0.04554	0.28631	0.15043	0.55998
ARSA	5	0.079258	0.65254	0.50828	0.83432	0.51405	0.78822
ARSB	5	0.35437	1.9391	0.0036099	0.051546	0.052494	0.38627
ARSD	5	0.18836	1.0448	0.13712	0.50688	0.29609	0.66782
ARSE	5	-0.04787	-0.47482	0.90475	0.97879	0.63491	0.85285
ARSF	5	0.29185	1.1343	0.017883	0.16271	0.25668	0.64537
ARSG	5	-0.21864	-1.6143	0.36421	0.74523	0.10645	0.50843
ARSH	5	0.051462	0.50872	0.63307	0.8893	0.61095	0.8377
ARSI	5	0.21807	1.457	0.083972	0.39873	0.14513	0.55516
ARSJ	5	0.15192	0.81167	0.23292	0.63795	0.41698	0.73653
ARSK	5	-0.07253	-0.37371	0.80512	0.95137	0.70862	0.88668
ART1	5	0.15383	1.0694	0.22698	0.63315	0.28489	0.66228
ART3	5	0.16122	0.77331	0.20488	0.60294	0.43934	0.752
ART4	5	0.27622	1.2682	0.02538	0.20239	0.20472	0.60839
ART5	5	0.13459	1.0643	0.29118	0.69224	0.28718	0.66287
ARTN	5	-0.24467	-1.9286	0.31084	0.70656	0.053785	0.39149
ARV1	5	-0.11194	-0.55811	0.66161	0.90079	0.57677	0.81864
ARVCF	5	0.23416	1.8269	0.062479	0.34101	0.067712	0.4365
ARX	5	0.19092	1.1075	0.13168	0.4952	0.26808	0.65328
AS3MT	5	0.1857	0.95026	0.14267	0.51524	0.34198	0.69644
ASAH1	5	-0.12607	-0.39857	0.61524	0.88271	0.69021	0.87824
ASAH2	5	0.06748	0.39623	0.56076	0.85822	0.69193	0.87908
ASAH2B	5	-0.022035	-0.11752	0.98095	0.99612	0.90645	0.96561
ASAP1	5	-0.10971	-0.96352	0.66911	0.90173	0.33529	0.69337
ASAP2	5	0.26812	1.3982	0.031767	0.2329	0.16205	0.56907
ASAP3	5	-0.17073	-1.0613	0.48245	0.8239	0.28854	0.66396
ASB1	5	0.20856	1.4274	0.098856	0.43026	0.15345	0.56239
ASB10	5	0.0060115	0.052765	0.84888	0.96527	0.95792	0.98485
ASB11	5	0.31807	1.6826	0.0094413	0.10366	0.092452	0.48129
ASB12	5	0.15957	1.0463	0.20921	0.60866	0.29541	0.66782
ASB13	5	0.18126	1.1648	0.154	0.53194	0.24409	0.63741
ASB14	5	0.13401	0.95309	0.29301	0.69348	0.34054	0.69602
ASB15	5	0.19648	1.1468	0.12096	0.47742	0.25146	0.64309
ASB16	5	0.013881	0.16101	0.8114	0.95255	0.87209	0.95178
ASB17	5	0.067797	0.38708	0.55904	0.85722	0.6987	0.88226
ASB18	5	0.078933	0.6206	0.50955	0.83436	0.53486	0.79627
ASB2	5	0.12553	0.97793	0.3225	0.71557	0.32811	0.68905
ASB3	5	0.27079	1.5706	0.029657	0.22241	0.11627	0.5243
ASB4	5	-0.0040435	-0.020723	0.89765	0.9778	0.98347	0.99381
ASB5	4	0.16218	0.87868	0.25575	0.6623	0.37958	0.71566
ASB6	5	-0.091523	-1.2533	0.73503	0.9293	0.21009	0.61064
ASB7	5	0.17103	0.77873	0.17894	0.57077	0.43614	0.74992
ASB8	5	-0.0087997	-0.05997	0.9198	0.98273	0.95218	0.98382
ASB9	5	0.39926	1.8112	0.001444	0.02686	0.070111	0.44134
ASCC1	5	-0.077941	-0.4369	0.78446	0.9451	0.66219	0.86677
ASCC2	5	0.14072	0.8857	0.27002	0.67387	0.37578	0.71351
ASCC3	7	-0.74828	-2.9351	0.0016106	0.029352	0.003334	0.05423
ASCL1	5	0.088289	0.67224	0.46912	0.81425	0.50143	0.78154
ASCL2	5	0.085487	0.60861	0.48217	0.8239	0.54278	0.79926
ASCL3	5	0.081164	0.67587	0.50056	0.83176	0.49912	0.78073
ASCL4	5	0.027361	0.29639	0.74808	0.93121	0.76694	0.90858
ASCL5	5	-0.075825	-0.41018	0.79246	0.94679	0.68168	0.87436
ASF1A	5	0.3284	1.3898	0.0068311	0.082109	0.16458	0.57153
ASF1B	5	0.19061	1.1957	0.13218	0.49625	0.23182	0.62762
ASGR1	5	0.038179	0.28228	0.69732	0.9129	0.77773	0.91408
ASGR2	5	0.16727	1.147	0.18799	0.58012	0.25139	0.64309
ASH1L	5	0.067714	0.41416	0.55937	0.85726	0.67876	0.87301
ASH2L	5	-0.4223	-1.6192	0.093247	0.41944	0.1054	0.5076
ASIC1	4	-0.083293	-0.35517	0.76425	0.93772	0.72246	0.89052
ASIC2	5	0.052731	0.38241	0.62729	0.88723	0.70216	0.88405
ASIC3	5	0.017874	0.13201	0.79235	0.94678	0.89498	0.96083
ASIC4	5	0.01561	0.14963	0.80384	0.95099	0.88106	0.9546
ASIC5	5	0.33024	1.6943	0.0066089	0.08046	0.090199	0.47671
ASIP	5	0.163	0.80775	0.20038	0.59676	0.41923	0.73821
ASL	5	-0.02609	-0.2254	1	1	0.82167	0.93244
ASMT	5	-0.0077135	-0.066451	0.91458	0.98217	0.94702	0.98119
ASMTL	5	0.1548	1.077	0.2237	0.6291	0.28147	0.66126
ASNA1	5	-0.36288	-2.4283	0.14523	0.51906	0.01517	0.16625
ASNS	5	-0.26658	-1.1219	0.27346	0.67738	0.26189	0.64916
ASNSD1	5	-0.047857	-0.31306	0.90475	0.97879	0.75423	0.90291
ASPA	5	-0.044792	-0.42165	0.91819	0.98271	0.67328	0.87141
ASPDH	5	0.10605	0.91799	0.3947	0.76419	0.35862	0.70397
ASPG	5	-0.050268	-0.34568	0.8937	0.97658	0.72958	0.89401
ASPH	10	-0.16654	-1.0947	0.37943	0.75575	0.27367	0.65756
ASPHD1	5	0.18621	1.0934	0.14179	0.51437	0.27421	0.6578
ASPHD2	5	-0.010824	-0.078405	0.92936	0.98494	0.93751	0.97708
ASPM	5	0.097311	0.61552	0.43069	0.78903	0.53821	0.79758
ASPRV1	5	0.11123	0.85802	0.37471	0.7527	0.39088	0.72186
ASPSCR1	5	-0.23509	-1.607	0.33033	0.7196	0.10806	0.51074
ASRGL1	5	-0.0039623	-0.025202	0.89715	0.97779	0.97989	0.99252
ASS1	5	-0.13539	-0.39999	0.5863	0.87069	0.68917	0.87803
ASTE1	5	0.22724	1.1497	0.071587	0.36707	0.25027	0.64198
ASTL	5	0.0093358	0.074214	0.83367	0.96083	0.94084	0.97844
ASTN1	5	-0.0080961	-0.059335	0.91681	0.98268	0.95269	0.98402
ASTN2	14	0.15128	1.3846	0.03932	0.26369	0.16619	0.57193
ASUN	5	-0.22678	-1.0521	0.34666	0.73006	0.29277	0.66587
ASXL1	5	0.097265	0.73783	0.43075	0.78903	0.46062	0.76362
ASXL3	5	0.047549	0.26244	0.65151	0.8968	0.79298	0.92078
ASZ1	5	0.059363	0.36732	0.59841	0.87601	0.71338	0.88809
ATAD1	4	-0.14844	-0.6739	0.5627	0.85924	0.50037	0.78135
ATAD2	5	-0.72318	-2.507	0.0076086	0.088903	0.012177	0.14136
ATAD2B	5	0.079079	0.75236	0.50911	0.83436	0.45183	0.75953
ATAD3A	6	-0.24897	-1.8472	0.26669	0.67196	0.064714	0.42824
ATAD3B	4	-0.075164	-0.94021	0.79268	0.94692	0.34711	0.69771
ATAD3C	5	-0.11058	-0.5331	0.66628	0.90152	0.59397	0.82887
ATAD5	5	-0.22324	-1.8126	0.35466	0.73581	0.069896	0.44111
ATAT1	5	-0.061812	-0.29788	0.84844	0.96513	0.76579	0.90817
ATCAY	5	0.19547	1.4315	0.12285	0.48066	0.15229	0.56155
ATE1	5	0.20256	1.1208	0.1098	0.45511	0.26239	0.64953
ATF1	5	0.0050916	0.025915	0.85299	0.96666	0.97932	0.99215
ATF2	5	-0.19937	-1.0554	0.4072	0.7722	0.29125	0.6655
ATF3	11	0.017756	0.19479	0.63545	0.88986	0.84556	0.94
ATF4	4	-0.24195	-1.2127	0.34966	0.73264	0.22523	0.622
ATF5	5	-0.19891	-1.1712	0.40814	0.7726	0.24151	0.63545
ATF6	5	-0.57716	-2.7207	0.029046	0.21993	0.0065147	0.089069
ATF6B	5	-0.33389	-1.6612	0.17583	0.56526	0.096682	0.48877
ATF7	8	-0.13096	-1.2813	0.54337	0.84881	0.2001	0.60331
ATF7IP	5	0.05822	0.44594	0.60213	0.87667	0.65564	0.864
ATF7IP2	5	0.01109	0.081604	0.82584	0.9585	0.93496	0.97572
ATG10	5	0.12537	0.57941	0.32289	0.71592	0.56231	0.8112
ATG12	6	-0.41338	-2.6703	0.074253	0.37504	0.0075782	0.099601
ATG13	5	0.25597	1.4913	0.041264	0.26908	0.13588	0.54467
ATG14	5	0.15641	0.87341	0.21882	0.62324	0.38244	0.71753
ATG16L1	5	-0.329	-1.7942	0.18188	0.57454	0.072777	0.44924
ATG16L2	5	0.054388	0.41095	0.62052	0.8851	0.68111	0.87416
ATG2A	5	0.1997	1.2021	0.11513	0.46647	0.22931	0.62517
ATG2B	5	0.11371	0.80043	0.36532	0.74665	0.42346	0.74121
ATG3	4	-0.36718	-1.6779	0.1745	0.56318	0.093364	0.4836
ATG4A	5	0.27101	1.484	0.029546	0.22236	0.13781	0.54718
ATG4B	5	0.15511	1.1952	0.22276	0.6279	0.23201	0.62779
ATG4C	5	0.031331	0.16623	0.73137	0.92797	0.86798	0.94933
ATG4D	5	0.15114	0.84246	0.23459	0.63952	0.39953	0.72784
ATG5	5	-0.56386	-2.4158	0.031934	0.23374	0.015703	0.16971
ATG7	5	-0.17117	-1.2543	0.48101	0.82284	0.20972	0.61064
ATG9A	5	-0.38766	-2.3876	0.12207	0.47939	0.016958	0.1798
ATHL1	5	-0.1591	-0.90814	0.51494	0.83578	0.36381	0.70717
ATIC	5	-0.13795	-0.90604	0.57725	0.86584	0.36491	0.7074
ATL1	5	0.22711	1.0679	0.071698	0.36707	0.28555	0.6624
ATL2	4	-0.22665	-1.0333	0.37749	0.75385	0.30147	0.67089
ATL3	5	0.20912	1.3931	0.098078	0.42864	0.16359	0.57114
ATM	5	0.48625	1.6937	0.00011107	0.0036298	0.090329	0.47671
ATMIN	5	0.005604	0.09438	0.85038	0.96563	0.92481	0.97273
ATN1	5	-0.09342	-0.64952	0.72892	0.92698	0.516	0.78961
ATOH1	5	0.080857	0.61879	0.5015	0.83203	0.53606	0.79665
ATOH7	5	-0.055158	-0.53673	0.87443	0.9718	0.59146	0.82774
ATOH8	5	-0.07496	-0.70741	0.79568	0.94736	0.47931	0.7708
ATOX1	3	-0.086212	-0.29184	0.75492	0.93392	0.77041	0.91032
ATP10A	5	-0.017679	-0.14174	0.95951	0.99134	0.88728	0.95782
ATP10B	5	0.13358	1.1648	0.2944	0.69549	0.24409	0.63741
ATP10D	5	0.20919	1.2012	0.098023	0.42861	0.22968	0.62517
ATP11A	5	-0.0051567	-0.038062	0.9022	0.97844	0.96964	0.98864
ATP11B	5	-0.16164	-0.81948	0.50894	0.83436	0.41251	0.73438
ATP11C	5	-0.054325	-0.23804	0.87832	0.97277	0.81185	0.92796
ATP12A	5	0.051698	0.24479	0.63168	0.88811	0.80662	0.92574
ATP13A1	5	-0.30868	-1.8301	0.20943	0.60881	0.067236	0.4352
ATP13A2	5	0.13136	0.61985	0.30262	0.70138	0.53536	0.79627
ATP13A3	5	0.2051	0.94317	0.10508	0.44486	0.34559	0.6973
ATP13A4	5	0.27132	1.9336	0.029157	0.22031	0.053165	0.3893
ATP13A5	5	0.16231	1.0411	0.20193	0.59783	0.29782	0.66877
ATP1A1	5	-0.55823	-2.1306	0.032989	0.23836	0.033121	0.29001
ATP1A2	4	-0.10884	-0.91048	0.67805	0.90585	0.36257	0.70654
ATP1A3	5	-0.064886	-0.60816	0.8365	0.96088	0.54308	0.79944
ATP1A4	10	-0.21786	-1.7264	0.23226	0.63795	0.084274	0.46891
ATP1B1	4	0.15196	0.8327	0.28851	0.69073	0.40502	0.73029
ATP1B2	5	0.15738	1.2056	0.21559	0.61841	0.22798	0.62476
ATP1B3	5	0.40445	1.0921	0.0011107	0.022321	0.2748	0.65841
ATP1B4	5	0.16012	1.7084	0.20776	0.60688	0.087555	0.47346
ATP2A1	5	0.10299	0.58625	0.4072	0.7722	0.55771	0.80822
ATP2A2	5	-1.5395	-3.7906	0	0	0.00015027	0.0058927
ATP2A3	5	0.17224	1.0787	0.1755	0.56459	0.28071	0.66126
ATP2B1	5	-0.071764	-0.32432	0.80729	0.95138	0.74569	0.89934
ATP2B2	5	0.073048	0.62751	0.53466	0.84484	0.53033	0.79412
ATP2B3	5	0.21675	1.4174	0.086193	0.40343	0.15636	0.56571
ATP2B4	5	-0.085989	-0.737	0.75475	0.93392	0.46112	0.76362
ATP2C1	5	0.071985	0.33866	0.53949	0.84701	0.73487	0.89581
ATP2C2	5	0.097959	0.70101	0.42858	0.78827	0.48329	0.77244
ATP4A	5	0.097668	0.72619	0.42936	0.78834	0.46772	0.76639
ATP4B	4	0.059381	0.26291	0.65656	0.89853	0.79262	0.92077
ATP5A1	5	-1.79	-4.5697	0	0	4.885e-06	0.00052047
ATP5B	5	-1.4405	-4.5494	0	0	5.3808e-06	0.0005517
ATP5C1	5	-1.0604	-3.3475	0.00033322	0.0082759	0.00081546	0.019689
ATP5D	5	-1.3294	-4.2701	5.5537e-05	0.0021142	1.9538e-05	0.0014072
ATP5F1	5	-1.1972	-3.3053	0.00011107	0.0036298	0.00094868	0.022013
ATP5G1	5	-0.34549	-1.9236	0.16306	0.54738	0.054401	0.39339
ATP5G2	5	-0.36368	-1.7935	0.14462	0.518	0.072889	0.44955
ATP5G3	5	0.27176	1.0832	0.02899	0.21993	0.27872	0.66042
ATP5H	4	-0.50373	-1.95	0.078141	0.38537	0.05118	0.38064
ATP5I	2	-0.45149	-1.5123	0.22476	0.63028	0.13047	0.54004
ATP5J	6	-1.0364	-3.3941	0.00027769	0.0075075	0.00068847	0.017362
ATP5J2	7	-1.3476	-4.492	0	0	7.0562e-06	0.0006687
ATP5J2-PTCD1	5	-0.44904	-2.2607	0.077196	0.38313	0.023777	0.23067
ATP5L	4	-0.91664	-2.4425	0.0057759	0.073343	0.014588	0.16145
ATP5L2	4	-0.44052	-1.578	0.11418	0.46484	0.11457	0.52205
ATP5O	5	-0.50869	-1.8793	0.049317	0.29859	0.060209	0.41426
ATP5S	5	0.055676	0.61424	0.61357	0.88161	0.53905	0.79794
ATP5SL	5	-0.88017	-3.2667	0.0021659	0.035846	0.001088	0.024166
ATP6AP1	5	-0.70787	-2.8578	0.0092191	0.10234	0.0042657	0.064328
ATP6AP1L	5	-0.25746	-1.3568	0.28824	0.69053	0.17486	0.58187
ATP6AP2	5	-0.23399	-1.1352	0.3325	0.72023	0.2563	0.64522
ATP6V0A1	5	0.010799	0.065093	0.82695	0.95885	0.9481	0.98178
ATP6V0A2	5	-0.178	-1.4142	0.46201	0.81003	0.15731	0.56601
ATP6V0A4	5	0.13093	1.0689	0.30484	0.70364	0.28513	0.66228
ATP6V0B	5	-0.88227	-2.6797	0.0021659	0.035846	0.0073698	0.097789
ATP6V0C	5	-2.7596	-6.1673	0	0	6.9471e-10	1.5636e-06
ATP6V0D1	5	-1.9826	-5.2178	0	0	1.8104e-07	6.3917e-05
ATP6V0D2	5	-0.33699	-1.8605	0.17183	0.55959	0.062808	0.42246
ATP6V0E1	5	0.13496	0.70168	0.28951	0.69123	0.48288	0.77244
ATP6V0E2	5	-0.11156	-0.66669	0.66311	0.90115	0.50497	0.78337
ATP6V1A	5	-2.3178	-5.1929	0	0	2.0708e-07	6.6122e-05
ATP6V1B1	5	-0.024093	-0.25109	0.98967	0.99815	0.80175	0.92383
ATP6V1B2	5	-1.2294	-3.529	0.00011107	0.0036298	0.00041718	0.012096
ATP6V1C1	5	-1.3592	-3.5063	5.5537e-05	0.0021142	0.00045433	0.012762
ATP6V1C2	5	-0.15758	-0.96998	0.52033	0.83771	0.33205	0.69073
ATP6V1D	4	-0.7382	-1.3738	0.017161	0.15814	0.16952	0.57547
ATP6V1E1	5	-1.5097	-3.5611	0	0	0.00036925	0.011097
ATP6V1E2	5	0.12015	0.97113	0.33994	0.7244	0.33149	0.69051
ATP6V1F	4	-0.60753	-2.0862	0.039265	0.26369	0.036958	0.31096
ATP6V1G1	5	-0.80322	-2.5279	0.0035544	0.050955	0.011474	0.1346
ATP6V1G2	7	-0.12949	-0.82698	0.57231	0.86361	0.40825	0.73167
ATP6V1G3	6	0.055026	0.31924	0.5757	0.86535	0.74954	0.90101
ATP6V1H	4	-1.5093	-3.4389	0.00022215	0.0061538	0.00058401	0.015329
ATP7A	5	0.22832	1.4833	0.069977	0.36343	0.13799	0.54742
ATP7B	5	0.19489	1.1783	0.12385	0.48185	0.23866	0.63345
ATP8A1	5	0.19909	1.0662	0.11641	0.46974	0.28633	0.66252
ATP8A2	5	0.24396	0.94178	0.05226	0.30852	0.34631	0.69751
ATP8B1	5	0.1654	0.89651	0.1936	0.58776	0.36998	0.71147
ATP8B2	5	-0.081731	-0.53318	0.77063	0.94049	0.59391	0.82886
ATP8B3	5	0.096244	0.55407	0.43535	0.7935	0.57953	0.81998
ATP8B4	5	0.071403	0.57891	0.54221	0.84837	0.56265	0.81139
ATP9A	5	0.23899	1.7523	0.057148	0.3244	0.07973	0.46264
ATP9B	5	-0.012174	-0.065664	0.93535	0.98607	0.94765	0.98144
ATPAF1	13	0.022043	0.18604	0.56681	0.86141	0.85241	0.94315
ATPAF2	5	0.23205	1.0762	0.065645	0.35156	0.28184	0.66126
ATPIF1	5	-0.33695	-1.5091	0.17183	0.55959	0.13128	0.5405
ATR	5	-1.2426	-3.7077	0.00011107	0.0036298	0.00020913	0.0074027
ATRAID	5	0.031074	0.27641	0.73298	0.92866	0.78223	0.91565
ATRIP	5	-0.38154	-1.6007	0.12751	0.48882	0.10945	0.51279
ATRN	5	0.061392	0.34726	0.58858	0.87165	0.72839	0.89373
ATRNL1	5	0.34581	1.8149	0.004554	0.061608	0.069539	0.44073
ATRX	5	-0.10729	-0.83787	0.67733	0.90557	0.40211	0.72914
ATXN1	5	0.19455	1.449	0.12451	0.48319	0.14733	0.55717
ATXN10	5	-0.55229	-2.3525	0.034044	0.24229	0.018646	0.1924
ATXN1L	4	-0.01016	-0.04526	0.95407	0.99049	0.9639	0.9871
ATXN2	5	-0.17917	-1.4209	0.45912	0.80898	0.15536	0.56473
ATXN2L	5	-0.11518	-0.67083	0.64895	0.89562	0.50233	0.78189
ATXN3	5	0.10257	0.7074	0.40892	0.77313	0.47932	0.7708
ATXN3L	5	0.44774	1.564	0.0004443	0.010638	0.11783	0.52592
ATXN7	5	0.34039	1.7492	0.0051649	0.067883	0.080259	0.46312
ATXN7L1	11	0.13047	1.3918	0.11268	0.46136	0.16398	0.57133
ATXN7L2	5	0.00036205	0.0017826	0.8756	0.97201	0.99858	0.99958
ATXN7L3	5	0.041951	0.20808	0.67972	0.90644	0.83517	0.93683
ATXN7L3B	5	-0.071707	-0.47321	0.8074	0.95138	0.63606	0.8533
AUH	5	-0.0066781	-0.043212	0.90953	0.98007	0.96553	0.98745
AUNIP	5	0.14043	0.8138	0.27108	0.67473	0.41576	0.73561
