Gene	sgRNA	Mel285|beta	Mel285|z	Mel285|p-value	Mel285|fdr	Mel285|wald-p-value	Mel285|wald-fdr
FAM184B	5	0.36414	1.5033	0.0091636	0.15464	0.13277	0.80175
FAM185A	5	-0.13385	-0.63708	0.30873	0.75667	0.52407	0.86867
FAM186A	5	-0.21393	-1.5255	0.13707	0.57636	0.12713	0.80175
FAM186B	5	0.096734	0.63327	0.59663	0.90359	0.52656	0.86917
FAM187B	5	0.2646	1.5706	0.06881	0.43781	0.11627	0.80175
FAM188A	5	0.32231	1.0993	0.022381	0.25685	0.27166	0.80978
FAM188B	5	0.042563	0.38794	0.89381	0.97991	0.69806	0.91887
FAM189A1	5	0.066634	0.4685	0.75797	0.94431	0.63943	0.90274
FAM189A2	5	-0.14514	-0.841	0.27813	0.73302	0.40035	0.83589
FAM189B	5	0.10179	1.0352	0.57153	0.89458	0.30056	0.81603
FAM192A	5	-0.016629	-0.082118	0.79013	0.95426	0.93455	0.98385
FAM193A	5	0.18303	1.0101	0.2367	0.69995	0.31245	0.81775
FAM193B	5	-0.21256	-1.7605	0.13962	0.58073	0.078325	0.80175
FAM194A	5	-0.033865	-0.28194	0.7006	0.92952	0.77799	0.94281
FAM194B	5	0.20919	1.3256	0.16556	0.61936	0.18499	0.80175
FAM195A	5	-0.035052	-0.34419	0.69477	0.92757	0.73071	0.93108
FAM195B	5	0.17865	1.0193	0.24986	0.71198	0.30805	0.81712
FAM196A	5	-0.095777	-0.61124	0.4323	0.82766	0.54104	0.87161
FAM196B	5	0.23413	1.1773	0.11418	0.5347	0.23908	0.80175
FAM198A	5	0.32094	1.2605	0.023048	0.26084	0.2075	0.80175
FAM198B	5	0.079902	0.58862	0.68483	0.92547	0.55612	0.87429
FAM199X	5	0.1651	0.91296	0.29585	0.74842	0.36126	0.82589
FAM19A1	5	0.30861	1.9414	0.02999	0.29364	0.052213	0.76894
FAM19A2	5	0.070538	0.45242	0.73598	0.93813	0.65097	0.90589
FAM19A3	5	0.08933	0.92374	0.63634	0.91496	0.35562	0.82419
FAM19A4	5	-0.0043637	-0.02751	0.85638	0.97061	0.97805	0.9936
FAM19A5	5	0.36668	1.7776	0.0087749	0.15134	0.075472	0.80175
FAM200A	4	0.043514	0.20755	0.90337	0.98231	0.83558	0.95837
FAM200B	5	0.36418	0.81711	0.0091636	0.15464	0.41386	0.83808
FAM203A	5	0.1733	1.2677	0.26802	0.72562	0.20489	0.80175
FAM204A	5	0.093692	0.44177	0.61152	0.90685	0.65866	0.90783
FAM205A	5	0.10104	0.55279	0.57575	0.89687	0.58041	0.88179
FAM206A	5	0.035278	0.16266	0.93552	0.9887	0.87079	0.96564
FAM207A	3	0.2393	1.1314	0.2056	0.66703	0.25789	0.80539
FAM208A	5	0.17735	0.84071	0.25442	0.71708	0.40051	0.83589
FAM208B	5	-0.036953	-0.23242	0.68477	0.92547	0.81621	0.95402
FAM209A	5	-0.016113	-0.15015	0.79262	0.95542	0.88065	0.96807
FAM209B	5	-0.22605	-1.1602	0.11913	0.54449	0.24597	0.80175
FAM20A	5	0.16075	0.96375	0.31195	0.75998	0.33517	0.82078
FAM20B	5	0.049659	0.41944	0.85288	0.97053	0.6749	0.90999
FAM20C	5	-0.069105	-0.61202	0.5341	0.87843	0.54052	0.87151
FAM210A	5	-0.10969	-0.76234	0.38315	0.79806	0.44586	0.84482
FAM210B	5	0.099008	0.60822	0.58575	0.89985	0.54304	0.87161
FAM211A	5	0.37097	1.6634	0.0080529	0.14174	0.09623	0.80175
FAM211B	5	-0.0012594	-0.011074	0.87238	0.97505	0.99116	0.99753
FAM212A	5	0.13454	0.74238	0.41403	0.81529	0.45786	0.84991
FAM212B	5	0.15854	0.95695	0.32045	0.76653	0.33859	0.821
FAM213A	5	-0.24183	-1.224	0.10047	0.51392	0.22095	0.80175
FAM213B	5	0.11697	0.9126	0.49645	0.86234	0.36145	0.82599
FAM214A	5	0.1065	0.632	0.54787	0.88352	0.52739	0.86917
FAM214B	5	-0.15396	-0.94668	0.25597	0.71881	0.3438	0.82385
FAM216A	5	0.10606	0.37397	0.54959	0.88353	0.70842	0.92273
FAM216B	5	0.25153	0.69734	0.084805	0.47601	0.48559	0.85924
FAM217A	5	0.32442	1.4958	0.021548	0.2513	0.13471	0.80175
FAM217B	5	0.058511	0.35352	0.80312	0.95973	0.7237	0.92859
FAM218A	5	0.059727	0.42957	0.7959	0.95749	0.66751	0.90872
FAM219A	5	0.089538	0.63407	0.63501	0.91468	0.52604	0.86917
FAM219B	5	0.10083	0.75373	0.57664	0.89687	0.45101	0.84646
FAM21B	1	0.35027	0.91749	0.26158	0.7226	0.35888	0.82426
FAM21C	3	0.10431	0.60721	0.65789	0.92051	0.54371	0.8717
FAM220A	5	-0.26188	-1.6203	0.080695	0.46856	0.10518	0.80175
FAM221A	5	0.043029	0.21979	0.89087	0.97895	0.82603	0.95613
FAM221B	5	0.099671	0.54854	0.58297	0.89923	0.58332	0.88225
FAM222A	5	-0.0073539	-0.093628	0.84128	0.96911	0.92541	0.98215
FAM222B	5	0.057127	0.32235	0.81095	0.96199	0.74719	0.93431
FAM227B	5	0.056499	0.25992	0.81412	0.96213	0.79493	0.94732
FAM228A	5	0.015722	0.11748	0.96057	0.99298	0.90648	0.97628
FAM229A	5	-0.047453	-0.36514	0.63807	0.91557	0.71501	0.92522
FAM229B	4	0.16273	0.93359	0.36205	0.78722	0.35052	0.82419
FAM24A	5	0.31941	1.4596	0.023714	0.26423	0.1444	0.80175
FAM24B	5	0.35409	1.4691	0.010885	0.17058	0.1418	0.80175
FAM25A	3	-0.12394	-0.73752	0.44108	0.83223	0.46081	0.85017
FAM26D	6	0.15742	1.008	0.2808	0.73542	0.31346	0.81775
FAM26E	5	0.20766	1.2729	0.16939	0.62495	0.20304	0.80175
FAM26F	9	0.23497	1.361	0.033433	0.31289	0.1735	0.80175
FAM32A	5	-0.29434	-1.5064	0.056092	0.40277	0.13198	0.80175
FAM35A	3	0.081317	0.46186	0.75608	0.94397	0.64418	0.90383
FAM3A	5	0.22311	1.2945	0.13551	0.57344	0.19549	0.80175
FAM3B	5	-0.051252	-0.25712	0.61979	0.90948	0.79709	0.94816
FAM3C	5	0.2298	1.5495	0.12218	0.54808	0.12126	0.80175
FAM3D	5	0.2382	1.179	0.10691	0.52416	0.23838	0.80175
FAM43A	5	-0.11749	-0.83514	0.35844	0.78528	0.40364	0.83589
FAM43B	5	0.18375	1.3212	0.2347	0.69845	0.18644	0.80175
FAM45A	5	-0.13258	-0.89968	0.31328	0.76137	0.36829	0.82994
FAM46A	5	0.12515	0.94264	0.45713	0.84223	0.34587	0.82419
FAM46B	5	0.29045	1.6016	0.043208	0.35541	0.10925	0.80175
FAM46C	5	0.058189	0.41721	0.80457	0.95973	0.67652	0.91074
FAM46D	5	0.11636	0.65847	0.49939	0.86406	0.51024	0.86608
FAM47A	5	0.06689	0.40967	0.75675	0.94419	0.68204	0.91257
FAM47B	5	0.060954	0.32018	0.78901	0.95375	0.74884	0.93442
FAM47C	4	0.13374	0.92298	0.47773	0.85346	0.35602	0.82419
FAM47E	5	0.090327	1.0112	0.63035	0.91371	0.31191	0.81775
FAM47E-STBD1	4	0.097765	0.50649	0.63551	0.91468	0.61251	0.89235
FAM49A	5	0.20081	1.1775	0.18572	0.64432	0.23899	0.80175
FAM49B	5	0.56346	1.7977	5.5537e-05	0.0032258	0.07223	0.80175
FAM50A	5	-0.021588	-0.17802	0.76275	0.94559	0.85871	0.9627
FAM50B	5	0.18132	1.233	0.24164	0.70576	0.21757	0.80175
FAM53A	5	0.25961	1.5886	0.073587	0.44824	0.11215	0.80175
FAM53B	5	0.04571	0.37305	0.87604	0.97563	0.70911	0.92309
FAM53C	5	-0.023093	-0.24864	0.75447	0.94368	0.80364	0.9501
FAM57A	5	-0.10807	-0.99539	0.38759	0.79993	0.31954	0.81874
FAM57B	5	0.012188	0.09945	0.94185	0.98939	0.92078	0.9809
FAM60A	5	-0.22489	-1.0064	0.12007	0.54486	0.31421	0.81782
FAM63A	5	0.15604	0.73512	0.32878	0.77063	0.46226	0.85017
FAM63B	5	0.02639	0.18778	0.98206	0.99568	0.85105	0.96154
FAM64A	5	0.11356	0.80618	0.51394	0.87106	0.42014	0.83932
FAM65A	5	0.17138	0.76291	0.2748	0.73171	0.44552	0.8448
FAM65B	5	0.19314	1.3573	0.20632	0.66829	0.17468	0.80175
FAM65C	5	0.1047	0.74158	0.55643	0.88695	0.45834	0.85012
FAM69A	5	0.11086	0.54339	0.5266	0.87488	0.58686	0.88316
FAM69B	5	-0.065172	-0.45254	0.55193	0.88479	0.65088	0.90589
FAM69C	5	0.26254	1.8022	0.071087	0.44367	0.071511	0.80175
FAM71A	5	-0.025037	-0.15579	0.74392	0.94146	0.8762	0.96758
FAM71B	4	-0.2031	-1.1271	0.19755	0.65908	0.25968	0.8058
FAM71C	5	0.10429	0.79954	0.55848	0.8881	0.42398	0.83968
FAM71D	5	0.16965	0.98336	0.28024	0.73503	0.32543	0.81874
FAM71E1	5	0.15395	0.98501	0.33667	0.77512	0.32462	0.81874
FAM71F1	5	0.1858	1.1254	0.22876	0.69425	0.2604	0.8058
FAM71F2	5	0.1689	0.82417	0.28291	0.7373	0.40984	0.83792
FAM72D	5	-0.63063	-2.3355	0.00022215	0.0093023	0.019519	0.47049
FAM73A	5	0.15977	1.1152	0.31573	0.7624	0.26477	0.80777
FAM73B	5	0.053315	0.40877	0.83189	0.96732	0.68271	0.91257
FAM76A	5	0.05244	0.2611	0.83678	0.9685	0.79402	0.94708
FAM76B	4	0.040329	0.20678	0.91869	0.98612	0.83618	0.95845
FAM78A	5	0.10536	0.72474	0.55326	0.88567	0.46861	0.85235
FAM78B	5	0.050639	0.35329	0.84716	0.96949	0.72387	0.92861
FAM81A	5	0.13572	1.0186	0.40942	0.81216	0.30838	0.81712
FAM81B	5	0.17566	0.93599	0.26086	0.7226	0.34928	0.82419
FAM83A	4	-0.086226	-0.64112	0.50394	0.86559	0.52145	0.86755
FAM83B	5	0.36297	1.4073	0.0093858	0.15736	0.15935	0.80175
FAM83C	5	-0.13353	-0.83093	0.31006	0.75804	0.40601	0.83589
FAM83D	5	-0.085095	-0.48941	0.47201	0.85	0.62455	0.89707
FAM83E	5	0.0081875	0.079035	0.92214	0.98686	0.93701	0.98452
FAM83F	5	0.2105	1.5334	0.16278	0.61694	0.12519	0.80175
FAM83G	5	0.090131	1.1642	0.63129	0.91382	0.24436	0.80175
FAM83H	5	0.037895	0.27962	0.92036	0.98643	0.77977	0.94297
FAM84A	4	0.13638	0.93877	0.46623	0.84593	0.34785	0.82419
FAM84B	5	-0.017402	-0.12519	0.78479	0.95216	0.90037	0.97409
FAM86A	4	-0.46016	-1.9125	0.015106	0.20811	0.055807	0.78388
FAM86B1	1	-0.84803	-1.5766	0.046096	0.3668	0.11488	0.80175
FAM86B2	1	-0.23608	-0.61663	0.41303	0.81487	0.53748	0.87151
FAM86C1	2	-0.38022	-1.6099	0.12096	0.54639	0.10742	0.80175
FAM89A	5	0.068744	0.54424	0.74575	0.94245	0.58627	0.88316
FAM89B	5	-0.18629	-1.3255	0.18427	0.64197	0.185	0.80175
FAM8A1	5	0.24842	1.4156	0.089581	0.48614	0.15689	0.80175
FAM90A1	3	0.2296	1.0727	0.23009	0.69513	0.28339	0.81188
FAM91A1	5	-0.21769	-1.1916	0.13112	0.56474	0.23343	0.80175
FAM92A1	5	-0.047094	-0.29175	0.6394	0.91557	0.77048	0.94062
FAM92B	5	0.04512	0.31488	0.87954	0.97668	0.75285	0.93496
FAM96A	7	-0.16998	-0.78074	0.15384	0.6048	0.43496	0.8418
FAM96B	5	-0.24787	-1.6386	0.093469	0.49588	0.10129	0.80175
FAM98A	5	-0.047904	-0.42172	0.63534	0.91468	0.67323	0.90961
FAM98B	5	-0.34094	-1.5187	0.033655	0.31464	0.12884	0.80175
FAM98C	5	0.047127	0.29448	0.86727	0.97357	0.76839	0.93999
FAM9A	5	0.17841	0.57535	0.25058	0.71226	0.56506	0.87626
FAM9B	4	0.088095	0.34931	0.6795	0.92413	0.72686	0.92934
FAM9C	5	-0.083545	-0.60372	0.47806	0.85354	0.54603	0.8723
FAN1	5	0.073914	0.35371	0.71721	0.93257	0.72356	0.92849
FANCA	5	-0.17414	-1.431	0.20937	0.6717	0.15242	0.80175
FANCB	5	-0.10848	-0.86269	0.38593	0.79892	0.38831	0.83362
FANCC	5	0.012099	0.098726	0.94113	0.9892	0.92136	0.98113
FANCD2	5	-0.13703	-0.79446	0.29929	0.75153	0.42693	0.84006
FANCD2OS	5	0.24349	0.82924	0.098356	0.50832	0.40697	0.83641
FANCE	5	-0.063104	-0.70565	0.56159	0.88985	0.4804	0.85759
FANCF	5	-0.02498	-0.17532	0.74436	0.94175	0.86083	0.96341
FANCG	5	0.1918	1.3254	0.20987	0.6717	0.18504	0.80175
FANCI	5	-0.066897	-0.39106	0.54487	0.88322	0.69575	0.91812
FANCL	5	-0.13687	-0.60969	0.29979	0.75163	0.54207	0.87161
FANCM	4	-0.1214	-0.7028	0.39215	0.80172	0.48218	0.85798
FANK1	5	0.2487	1.4153	0.089026	0.48517	0.15698	0.80175
FAP	5	-0.13518	-1.3612	0.30484	0.75326	0.17344	0.80175
FAR1	5	-0.032386	-0.193	0.70821	0.93203	0.84696	0.96104
FAR2	5	-0.18411	-0.77777	0.18899	0.64893	0.4367	0.84236
FARP1	9	0.18147	1.8384	0.11729	0.54043	0.066003	0.80175
FARP2	5	0.12288	0.9306	0.46779	0.84738	0.35206	0.82419
FARS2	5	0.22456	1.5821	0.13218	0.56701	0.11362	0.80175
FARSA	5	-0.29107	-1.7399	0.058314	0.40854	0.081874	0.80175
FARSB	5	-0.65478	-2.3753	0.00022215	0.0093023	0.017537	0.4427
FAS	5	0.024149	0.15041	0.99217	0.99732	0.88044	0.96807
FASLG	5	0.33414	1.8395	0.017439	0.22388	0.065846	0.80175
FASN	5	-0.078069	-0.7344	0.49767	0.86357	0.46271	0.8502
FASTK	5	0.29195	1.5027	0.042208	0.35234	0.13292	0.80175
FASTKD1	5	-0.0032286	-0.018088	0.86221	0.97183	0.98557	0.99685
FASTKD2	5	-0.101	-0.80187	0.41281	0.81458	0.42263	0.83954
FASTKD3	5	0.14883	0.76546	0.35521	0.78494	0.444	0.8443
FASTKD5	5	-0.089146	-0.66213	0.4569	0.84223	0.50789	0.86577
FAT1	5	0.10726	0.81073	0.54371	0.88246	0.41752	0.83932
FAT2	5	0.020491	0.12805	0.9865	0.9958	0.89811	0.97367
FAT4	5	0.096751	0.90808	0.59663	0.90359	0.36383	0.82766
FATE1	5	-0.053595	-0.5386	0.60769	0.90675	0.59016	0.88403
FAU	5	-1.0474	-3.416	0	0	0.00063553	0.091547
FAXC	5	0.11721	1.0425	0.49522	0.86149	0.29717	0.81494
FAXDC2	5	0.065685	0.40711	0.76297	0.94559	0.68392	0.91274
FBF1	5	0.18561	1.3939	0.22942	0.69453	0.16336	0.80175
FBL	5	-0.24872	-1.3839	0.092691	0.49335	0.16638	0.80175
FBLIM1	4	-0.069758	-0.63264	0.56776	0.89313	0.52697	0.86917
FBLN1	5	0.34521	1.4421	0.013662	0.19355	0.14927	0.80175
FBLN2	5	0.1081	0.94051	0.53971	0.88009	0.34695	0.82419
FBLN5	5	-0.013684	-0.14806	0.80634	0.96015	0.88229	0.96866
FBLN7	5	-0.18292	-1.3982	0.1916	0.65249	0.16207	0.80175
FBN1	5	0.18642	0.95242	0.22648	0.69072	0.34088	0.82178
FBN2	5	-0.047298	-0.32392	0.63845	0.91557	0.746	0.93431
FBN3	5	0.064977	0.53234	0.76663	0.94697	0.59449	0.88515
FBP1	5	-0.13655	-1.6476	0.30046	0.75173	0.099434	0.80175
FBP2	5	-0.17704	-0.85156	0.20349	0.66618	0.39446	0.83543
FBRSL1	5	0.0321	0.38297	0.95357	0.99203	0.70174	0.91971
FBXL12	5	0.15882	1.0693	0.31956	0.76608	0.28492	0.81188
FBXL13	5	0.31961	1.4684	0.023603	0.26381	0.142	0.80175
FBXL14	5	0.19684	1.5862	0.19643	0.65823	0.11269	0.80175
FBXL15	5	-0.055452	-0.45962	0.59841	0.90402	0.64579	0.90413
FBXL16	5	0.15954	0.65415	0.31667	0.76342	0.51301	0.86608
FBXL17	5	-0.046013	-0.33066	0.64467	0.91705	0.7409	0.93287
FBXL18	4	0.28938	1.4406	0.073031	0.44667	0.14971	0.80175
FBXL19	5	-0.051318	-0.61197	0.61913	0.90915	0.54056	0.87151
FBXL2	5	0.10188	0.46217	0.5712	0.89458	0.64396	0.90383
FBXL20	5	0.075015	0.58778	0.71137	0.93231	0.55668	0.87429
FBXL22	5	-0.040144	-0.33592	0.67133	0.92335	0.73693	0.93262
FBXL3	5	0.07579	0.54371	0.70604	0.93062	0.58664	0.88316
FBXL4	5	0.13768	0.93201	0.4007	0.80704	0.35133	0.82419
FBXL5	5	0.047121	0.25875	0.86727	0.97357	0.79583	0.94755
FBXL6	5	-0.35051	-2.1959	0.030101	0.29409	0.028101	0.56283
FBXL7	5	0.1977	1.459	0.19427	0.65604	0.14456	0.80175
FBXL8	5	0.17006	1.2502	0.27857	0.7332	0.21123	0.80175
FBXO10	5	0.090959	0.58257	0.62662	0.91227	0.56019	0.87471
FBXO11	5	0.019271	0.087559	0.98017	0.99568	0.93023	0.98247
FBXO15	5	0.10248	0.59207	0.56809	0.89313	0.5538	0.87429
FBXO16	5	0.19888	1.2127	0.1911	0.65249	0.22524	0.80175
FBXO17	5	0.0064583	0.036197	0.9142	0.98516	0.97113	0.9924
FBXO18	5	0.046168	0.30019	0.87343	0.97527	0.76403	0.93902
FBXO2	5	0.23224	1.5076	0.11785	0.54229	0.13166	0.80175
FBXO21	5	0.15727	1.0849	0.32445	0.76889	0.27795	0.81043
FBXO22	5	0.19842	1.0679	0.19177	0.65249	0.28556	0.81188
FBXO24	5	0.49098	1.7431	0.00033322	0.013544	0.081317	0.80175
FBXO25	5	-0.029696	-0.21452	0.72087	0.93388	0.83014	0.95725
FBXO27	5	0.090029	0.89793	0.63207	0.91414	0.36922	0.82994
FBXO28	5	-0.10495	-0.79968	0.39703	0.80398	0.4239	0.83968
FBXO3	5	0.048799	0.35617	0.8576	0.97103	0.72171	0.92791
FBXO30	5	0.22675	1.1057	0.12779	0.55931	0.26887	0.80895
FBXO31	5	0.095618	0.79404	0.60185	0.90505	0.42717	0.84006
FBXO32	5	0.17859	0.99569	0.25008	0.71209	0.3194	0.81874
FBXO33	5	0.055206	0.37481	0.82095	0.964	0.7078	0.92264
FBXO34	5	0.066452	0.53912	0.75908	0.94459	0.5898	0.8839
FBXO36	5	0.021631	0.091269	0.99317	0.99755	0.92728	0.98219
FBXO38	5	0.10073	0.43978	0.57731	0.89713	0.6601	0.90783
FBXO39	5	0.041649	0.23184	0.89887	0.9811	0.81666	0.95409
FBXO4	5	-0.027572	-0.15163	0.73087	0.93579	0.87948	0.96802
FBXO40	5	0.20252	1.1959	0.18249	0.64063	0.23175	0.80175
FBXO41	4	-0.26924	-1.622	0.10724	0.52416	0.10481	0.80175
FBXO42	5	0.29894	1.356	0.037154	0.33218	0.17509	0.80175
FBXO43	5	0.074465	0.53796	0.71437	0.93231	0.5906	0.88406
FBXO44	5	0.15368	1.0338	0.33772	0.77623	0.30123	0.81646
FBXO45	5	-0.043783	-0.44123	0.65445	0.91913	0.65905	0.90783
FBXO46	5	0.064043	0.65344	0.77174	0.94853	0.51347	0.86608
FBXO47	5	0.40427	1.52	0.0036099	0.083763	0.12851	0.80175
FBXO48	5	0.0022475	0.014221	0.89093	0.97895	0.98865	0.99685
FBXO5	5	-0.91125	-3.3075	0	0	0.00094131	0.10669
FBXO6	5	0.10361	0.81506	0.5617	0.88985	0.41504	0.83836
FBXO7	5	0.061908	0.40157	0.78368	0.95165	0.688	0.91477
FBXO8	5	0.24788	1.2782	0.090414	0.48699	0.20118	0.80175
FBXO9	5	0.073745	0.44443	0.71809	0.93287	0.65673	0.90737
FBXW10	7	-0.024408	-0.25287	0.71421	0.93231	0.80037	0.94885
FBXW11	5	-0.51099	-2.3813	0.0034433	0.081794	0.017253	0.44127
FBXW12	5	0.14762	0.65602	0.35899	0.7859	0.51181	0.86608
FBXW2	5	0.10127	0.57894	0.57459	0.89678	0.56263	0.87556
FBXW4	5	0.044665	0.36593	0.8816	0.97668	0.71442	0.92522
FBXW5	5	-0.052449	-0.54098	0.61302	0.90716	0.58852	0.8839
FBXW7	11	0.13635	1.5227	0.2116	0.67386	0.12783	0.80175
FBXW8	5	0.032465	0.21453	0.95174	0.99167	0.83013	0.95725
FBXW9	5	0.057956	0.4535	0.80562	0.96004	0.65019	0.90579
FCAMR	5	0.11403	0.97681	0.51133	0.87006	0.32866	0.82011
FCAR	12	0.067102	0.72009	0.60769	0.90675	0.47147	0.85266
FCER1A	4	0.067787	0.13012	0.78035	0.95126	0.89647	0.97347
FCER1G	5	-0.072711	-0.58399	0.51872	0.87176	0.55923	0.87462
FCER2	5	0.27599	1.2467	0.056259	0.40277	0.2125	0.80175
FCF1	5	-0.44177	-1.6476	0.0092747	0.15622	0.099427	0.80175
FCGBP	5	0.016245	0.098187	0.96357	0.99298	0.92178	0.98125
FCGR1A	4	-0.45599	-1.8049	0.015828	0.21364	0.071093	0.80175
FCGR1B	5	-0.87035	-3.005	0	0	0.0026555	0.17175
FCGR2A	4	-0.10841	-0.66236	0.43258	0.82766	0.50774	0.86577
FCGR2B	4	-0.026268	-0.16908	0.75503	0.94375	0.86573	0.96496
FCGR3A	2	0.44066	0.91361	0.041097	0.34906	0.36092	0.82574
FCGR3B	2	-0.021381	-0.10673	0.8149	0.96228	0.91501	0.97942
FCGRT	5	0.16387	0.91875	0.2999	0.75163	0.35823	0.82419
FCHO1	5	-0.025885	-0.19464	0.73936	0.93979	0.84568	0.96099
FCHO2	5	0.1945	1.4048	0.20282	0.66569	0.16008	0.80175
FCHSD1	5	0.099273	0.77835	0.58469	0.89965	0.43636	0.84236
FCHSD2	5	-0.0068918	-0.052326	0.84411	0.96914	0.95827	0.99082
FCN1	5	0.08257	0.52173	0.67	0.92289	0.60186	0.88898
FCN2	5	0.14623	1.0685	0.36471	0.78921	0.28528	0.81188
FCN3	5	0.064783	0.29558	0.76736	0.94715	0.76755	0.93979
FCRL1	5	0.12431	0.64061	0.46062	0.84331	0.52178	0.86768
FCRL2	5	0.34478	1.2607	0.013829	0.19545	0.20743	0.80175
FCRL3	5	0.12176	0.64432	0.47295	0.85041	0.51937	0.8667
FCRL4	5	-0.11154	-0.89639	0.37737	0.79548	0.37005	0.83016
FCRL5	5	0.17252	0.9205	0.27074	0.72772	0.35731	0.82419
FCRL6	5	-0.1172	-0.87993	0.35921	0.78603	0.3789	0.83095
FCRLA	13	0.060849	0.60732	0.64051	0.91575	0.54364	0.8717
FCRLB	5	0.08743	0.74049	0.64595	0.91705	0.459	0.85012
FDCSP	4	0.18938	1.0409	0.27296	0.72996	0.29794	0.81503
FDFT1	5	-0.016955	-0.1139	0.78774	0.95284	0.90932	0.97689
FDPS	5	-0.32979	-1.9122	0.03882	0.3385	0.055855	0.78388
FDX1	5	-0.22538	-1.0145	0.11952	0.54449	0.31035	0.81749
FDX1L	5	-0.27942	-1.8727	0.0657	0.42878	0.061112	0.80175
FDXACB1	5	-0.13424	-1.2241	0.30768	0.75607	0.2209	0.80175
FDXR	5	-0.16063	-1.1751	0.23998	0.70398	0.23995	0.80175
FECH	5	0.025139	0.15201	0.98778	0.99619	0.87918	0.96802
FEM1A	3	0.095629	0.56097	0.69449	0.92757	0.57482	0.87892
FEM1B	5	0.046488	0.33471	0.87143	0.97505	0.73784	0.93262
FEM1C	5	-0.14492	-1.3586	0.27902	0.73364	0.17428	0.80175
FEN1	5	-0.29402	-1.6536	0.05637	0.40277	0.098213	0.80175
FER	5	-0.16918	-0.66686	0.21998	0.68387	0.50486	0.86503
FER1L6	5	0.068068	0.40755	0.74942	0.94269	0.6836	0.91261
FERD3L	5	0.022862	0.17119	0.9995	0.99967	0.86407	0.96454
FERMT1	5	0.1306	0.84353	0.43163	0.82716	0.39893	0.83589
FERMT2	5	-1.0253	-3.4843	0	0	0.00049334	0.08331
FERMT3	5	-0.33332	-1.924	0.037376	0.33235	0.05436	0.77558
FES	5	-0.10814	-1.0033	0.38743	0.79993	0.31571	0.81813
FETUB	5	-0.13243	-0.76122	0.31401	0.76233	0.44653	0.84493
FEV	5	0.14928	1.3846	0.35349	0.78494	0.16617	0.80175
FEZ1	6	0.042623	0.24848	0.87771	0.97658	0.80376	0.9501
FEZ2	5	0.10906	0.79249	0.53527	0.87858	0.42808	0.84007
FEZF1	5	0.12211	0.89377	0.4714	0.84948	0.37145	0.83075
FEZF2	5	0.12738	1.0243	0.44546	0.835	0.30569	0.81705
FFAR1	5	0.087268	0.94877	0.64667	0.91743	0.34274	0.82328
FFAR2	5	0.077325	0.78449	0.69805	0.92897	0.43275	0.84063
FFAR3	5	0.13025	0.82747	0.43313	0.82766	0.40797	0.83724
FFAR4	4	-0.15079	-1.1134	0.30768	0.75607	0.26555	0.80832
FGA	5	0.24318	1.1872	0.0988	0.50945	0.23513	0.80175
FGB	5	0.26202	1.5201	0.071698	0.4446	0.12849	0.80175
FGD1	5	-0.029603	-0.24628	0.7212	0.93398	0.80546	0.95065
FGD2	5	0.14862	1.1022	0.35594	0.78494	0.27037	0.80909
FGD3	5	-0.020377	-0.1812	0.76863	0.94756	0.85621	0.96201
FGD4	5	-0.030563	-0.24117	0.71704	0.93257	0.80942	0.95204
FGD5	5	0.2737	1.5615	0.058592	0.40923	0.1184	0.80175
FGD6	5	0.038176	0.2493	0.91903	0.98612	0.80313	0.94995
FGF1	5	-0.03096	-0.22705	0.71498	0.93238	0.82039	0.955
FGF10	5	0.13059	0.65984	0.43163	0.82716	0.50935	0.866
FGF11	5	0.24659	1.9478	0.092691	0.49335	0.051433	0.76619
FGF12	5	0.05527	0.53655	0.82045	0.96367	0.59158	0.8844
FGF13	5	0.1789	1.1521	0.24936	0.71182	0.24927	0.80221
FGF14	5	0.16565	1.3431	0.29396	0.74658	0.17925	0.80175
FGF17	5	0.23575	1.282	0.11157	0.5305	0.19986	0.80175
FGF18	5	-0.084713	-0.6062	0.47334	0.85043	0.54438	0.8717
FGF19	5	-0.20523	-2.0517	0.15156	0.6011	0.040195	0.68692
FGF2	5	0.1246	0.94	0.45929	0.84276	0.34722	0.82419
FGF20	5	0.2168	1.2811	0.14928	0.59862	0.20015	0.80175
FGF21	5	-0.075699	-0.3548	0.50661	0.86744	0.72274	0.92815
FGF22	5	0.26205	1.8731	0.071587	0.4446	0.061061	0.80175
FGF23	5	0.24956	1.3581	0.087804	0.48334	0.17442	0.80175
FGF3	5	-0.0040824	-0.033278	0.85777	0.97103	0.97345	0.9928
FGF4	5	0.02575	0.20873	0.98523	0.99568	0.83466	0.95813
FGF5	5	-0.12612	-0.93412	0.3325	0.77327	0.35024	0.82419
FGF6	5	0.1964	1.4428	0.19777	0.65908	0.14909	0.80175
FGF7	5	0.12174	0.57271	0.47306	0.85043	0.56684	0.87697
FGF8	5	-0.050603	-0.53374	0.62251	0.91026	0.59352	0.88505
FGF9	5	0.16681	1.1381	0.28985	0.74317	0.25508	0.80441
FGFBP1	5	0.33845	1.5633	0.016161	0.21524	0.11798	0.80175
FGFBP2	5	0.22622	1.4003	0.12885	0.56039	0.16143	0.80175
FGFBP3	5	-0.18405	-1.4029	0.18933	0.6497	0.16063	0.80175
FGFR1	5	-0.65919	-2.8004	0.00022215	0.0093023	0.0051034	0.22401
FGFR1OP	5	0.15966	1.1767	0.31617	0.76283	0.23932	0.80175
