Gene	sgRNA	MP46|beta	MP46|z	MP46|p-value	MP46|fdr	MP46|wald-p-value	MP46|wald-fdr
ATF7IP2	5	0.02191	0.24295	0.82311	0.97236	0.80805	0.99593
ATG10	5	0.04565	0.39668	0.60158	0.93725	0.6916	0.99593
ATG12	6	0.013375	0.16827	0.89176	0.98286	0.86637	0.99593
ATG13	5	0.029558	0.19138	0.75025	0.96226	0.84823	0.99593
ATG14	5	0.00087924	0.0078812	0.97018	0.99575	0.99371	0.99973
ATG16L1	5	0.085917	0.77942	0.29612	0.83947	0.43573	0.99593
ATG16L2	5	0.11217	1.0413	0.16022	0.73804	0.29773	0.99593
ATG2A	5	-0.080103	-0.71801	0.32578	0.84953	0.47275	0.99593
ATG2B	5	-0.040005	-0.37742	0.60058	0.93725	0.70586	0.99593
ATG3	4	-0.056238	-0.48301	0.51277	0.91321	0.62909	0.99593
ATG4A	5	0.10793	0.78748	0.17927	0.75856	0.431	0.99593
ATG4B	5	0.18401	1.7646	0.018772	0.35919	0.077637	0.99593
ATG4C	5	-0.071276	-0.55348	0.37504	0.87657	0.57993	0.99593
ATG4D	5	0.22194	1.4454	0.004554	0.16078	0.14834	0.99593
ATG5	5	0.039132	0.32735	0.66017	0.95058	0.7434	0.99593
ATG7	5	0.094693	0.81003	0.24514	0.80792	0.41792	0.99593
ATG9A	5	0.063171	0.60078	0.45057	0.89759	0.54799	0.99593
ATHL1	5	0.06596	0.26274	0.42775	0.88977	0.79275	0.99593
ATIC	5	0.10585	0.89069	0.18844	0.76459	0.37309	0.99593
ATL1	5	0.049089	0.44794	0.5692	0.93138	0.6542	0.99593
ATL2	4	-0.16428	-1.2882	0.096746	0.64907	0.19766	0.99593
ATL3	5	0.006168	0.060265	0.97617	0.99575	0.95194	0.99925
ATM	5	0.26256	1.8641	0.0012218	0.079137	0.062302	0.99593
ATMIN	5	0.19478	1.6529	0.012385	0.29513	0.098357	0.99593
ATN1	5	0.027641	0.37966	0.76941	0.9657	0.7042	0.99593
ATOH1	5	0.070967	0.93519	0.39159	0.87778	0.34969	0.99593
ATOH7	5	-0.063081	-1.2082	0.42819	0.88977	0.22695	0.99593
ATOH8	5	-0.065015	-0.80262	0.41575	0.88646	0.4222	0.99593
ATOX1	3	0.014219	0.10658	0.93602	0.9901	0.91512	0.99857
ATP10A	5	-0.084587	-0.60592	0.30451	0.84425	0.54457	0.99593
ATP10B	5	0.080518	0.69114	0.32895	0.85126	0.48948	0.99593
ATP10D	5	0.14952	1.191	0.058925	0.56257	0.23364	0.99593
ATP11A	5	0.036041	0.49673	0.68894	0.95313	0.61938	0.99593
ATP11B	5	-0.10595	-0.78357	0.21137	0.78554	0.43329	0.99593
ATP11C	5	-0.15471	-0.83568	0.081806	0.61891	0.40334	0.99593
ATP12A	5	-0.11983	-1.0506	0.16067	0.73805	0.29343	0.99593
ATP13A1	5	-0.13867	-1.5974	0.11146	0.67326	0.11017	0.99593
ATP13A2	5	-0.018409	-0.1832	0.78352	0.96812	0.85464	0.99593
ATP13A3	5	-0.063296	-0.65312	0.42675	0.88977	0.51368	0.99593
ATP13A4	5	0.016621	0.15102	0.87104	0.98007	0.87996	0.99593
ATP13A5	5	-0.058854	-0.58127	0.45574	0.89929	0.56106	0.99593
ATP1A1	5	-0.17542	-1.1682	0.052427	0.54191	0.24273	0.99593
ATP1A2	4	-0.028436	-0.24027	0.71398	0.95933	0.81012	0.99593
ATP1A3	5	0.21227	1.7362	0.0063868	0.19558	0.082536	0.99593
ATP1A4	10	-0.0012661	-0.018987	0.9418	0.99054	0.98485	0.99954
ATP1B1	4	0.15739	1.0175	0.07192	0.59853	0.30893	0.99593
ATP1B2	5	0.15903	1.4627	0.043097	0.5039	0.14354	0.99593
ATP1B3	5	0.014905	0.065109	0.88748	0.9826	0.94809	0.99925
ATP1B4	5	0.028339	0.27611	0.76241	0.96427	0.78246	0.99593
ATP2A1	5	-0.065991	-0.64925	0.40947	0.88523	0.51617	0.99593
ATP2A2	5	-0.33699	-2.2252	0.0016661	0.09434	0.026068	0.99593
ATP2A3	5	0.087899	0.73576	0.28446	0.83455	0.46188	0.99593
ATP2B1	5	0.013263	0.16629	0.90409	0.98398	0.86793	0.99593
ATP2B2	5	0.00672	0.080872	0.9694	0.99575	0.93554	0.99925
ATP2B3	5	0.032721	0.53855	0.71887	0.96007	0.59019	0.99593
ATP2B4	5	0.14465	1.0902	0.067366	0.59067	0.27561	0.99593
ATP2C1	5	0.001009	0.0083078	0.97157	0.99575	0.99337	0.99973
ATP2C2	5	-0.07348	-0.98966	0.36127	0.86911	0.32234	0.99593
ATP4A	5	-0.091576	-0.80623	0.27019	0.82471	0.42011	0.99593
ATP4B	4	-0.03264	-0.27254	0.67905	0.9517	0.78521	0.99593
ATP5A1	5	-0.13187	-1.0665	0.12785	0.70441	0.2862	0.99593
ATP5B	5	-0.08721	-1.0607	0.29185	0.83734	0.28884	0.99593
ATP5C1	5	-0.02287	-0.20526	0.74397	0.96226	0.83737	0.99593
ATP5D	5	-0.072315	-0.6701	0.36827	0.87275	0.50279	0.99593
ATP5F1	5	-0.11791	-0.7803	0.16633	0.74412	0.43521	0.99593
ATP5G1	5	-0.15013	-1.6597	0.089692	0.63309	0.096969	0.99593
ATP5G2	5	-0.058156	-0.5359	0.46085	0.90118	0.59203	0.99593
ATP5G3	5	0.1846	1.5305	0.018549	0.3576	0.12588	0.99593
ATP5H	4	-0.032904	-0.284	0.67716	0.9517	0.77641	0.99593
ATP5I	2	0.18527	1.2588	0.12324	0.69658	0.20812	0.99593
ATP5J	6	-0.055989	-0.3989	0.44102	0.89466	0.68997	0.99593
ATP5J2	7	-0.16067	-1.3534	0.036654	0.48073	0.17594	0.99593
ATP5J2-PTCD1	5	-0.089551	-0.74001	0.27996	0.83094	0.4593	0.99593
ATP5L	4	-0.094975	-0.77399	0.2994	0.84165	0.43894	0.99593
ATP5L2	4	-0.1654	-1.2096	0.095635	0.64721	0.22644	0.99593
ATP5O	5	0.030318	0.23389	0.74386	0.96226	0.81507	0.99593
ATP5S	5	0.038053	0.36767	0.66911	0.95078	0.71312	0.99593
ATP5SL	5	0.0074343	0.054598	0.96173	0.99426	0.95646	0.99925
ATP6AP1	5	0.0611	0.54395	0.46773	0.9027	0.58647	0.99593
ATP6AP1L	5	-0.10374	-1.1	0.21932	0.7899	0.27135	0.99593
ATP6AP2	5	0.11881	1.2511	0.13418	0.71059	0.2109	0.99593
ATP6V0A1	5	-0.007612	-0.056389	0.88643	0.9826	0.95503	0.99925
ATP6V0A2	5	0.030778	0.33512	0.73925	0.96226	0.73753	0.99593
ATP6V0A4	5	0.060916	0.67804	0.46923	0.9027	0.49775	0.99593
ATP6V0B	5	-0.093281	-1.0139	0.26308	0.82182	0.31061	0.99593
ATP6V0C	5	-0.17283	-1.6681	0.056092	0.55403	0.095295	0.99593
ATP6V0D1	5	-0.16052	-1.2958	0.072087	0.59853	0.19506	0.99593
ATP6V0D2	5	-0.13285	-1.0531	0.1249	0.69721	0.29231	0.99593
ATP6V0E1	5	-0.013903	-0.090117	0.82528	0.97251	0.92819	0.99925
ATP6V0E2	5	0.065941	0.41453	0.4278	0.88977	0.67848	0.99593
ATP6V1A	5	-0.45889	-2.6707	5.5537e-05	0.0063694	0.0075691	0.99593
ATP6V1B1	5	0.14902	1.5254	0.060091	0.56858	0.12717	0.99593
ATP6V1B2	5	-0.53367	-2.3077	0	0	0.021017	0.99593
ATP6V1C1	5	-0.089012	-0.72325	0.28279	0.83333	0.46952	0.99593
ATP6V1C2	5	0.093777	0.65767	0.25008	0.81076	0.51075	0.99593
ATP6V1D	4	-0.2348	-1.402	0.027047	0.42274	0.16093	0.99593
ATP6V1E1	5	-0.2213	-1.6234	0.019382	0.36166	0.10451	0.99593
ATP6V1E2	5	-0.063112	-0.63333	0.42814	0.88977	0.52652	0.99593
ATP6V1F	4	0.081848	0.57133	0.37438	0.87657	0.56778	0.99593
ATP6V1G1	5	-0.18608	-1.8089	0.041653	0.5	0.070467	0.99593
ATP6V1G2	7	0.013556	0.20163	0.88476	0.982	0.84021	0.99593
ATP6V1G3	6	-0.035528	-0.2279	0.61085	0.93952	0.81972	0.99593
ATP6V1H	4	-0.076222	-0.52267	0.39309	0.87936	0.6012	0.99593
ATP7A	5	-0.06215	-0.52661	0.43474	0.89342	0.59846	0.99593
ATP7B	5	0.11897	0.96333	0.13368	0.7102	0.33538	0.99593
ATP8A1	5	-0.0021073	-0.016486	0.94019	0.99029	0.98685	0.99954
ATP8A2	5	0.16265	1.0289	0.038487	0.48975	0.30353	0.99593
ATP8B1	5	0.052005	0.63476	0.54465	0.92227	0.52558	0.99593
ATP8B2	5	-0.085663	-0.76464	0.30029	0.84202	0.44448	0.99593
ATP8B3	5	0.11762	1.1615	0.13829	0.7149	0.24542	0.99593
ATP8B4	5	0.073609	0.69294	0.37388	0.87622	0.48834	0.99593
ATP9A	5	-0.046459	-0.42728	0.54882	0.92227	0.66917	0.99593
ATP9B	5	-0.0011151	-0.010831	0.95063	0.99241	0.99136	0.99954
ATPAF1	13	-0.031034	-0.40581	0.52249	0.91624	0.68488	0.99593
ATPAF2	5	0.11479	0.88037	0.14845	0.72486	0.37866	0.99593
ATPIF1	5	-0.080299	-0.96447	0.32484	0.84953	0.33481	0.99593
ATR	5	-0.22515	-1.7491	0.017716	0.35094	0.080277	0.99593
ATRAID	5	-0.063694	-0.59671	0.42453	0.88977	0.5507	0.99593
ATRIP	5	-0.23207	-1.6221	0.015217	0.3216	0.10479	0.99593
ATRN	5	0.032378	0.28672	0.7227	0.96007	0.77433	0.99593
ATRNL1	5	0.079218	0.66076	0.33705	0.85457	0.50877	0.99593
ATRX	5	-0.011094	-0.13365	0.85233	0.97756	0.89368	0.99593
ATXN1	5	0.064118	1.1435	0.44291	0.89526	0.25284	0.99593
ATXN10	5	0.08722	0.54999	0.28802	0.83516	0.58233	0.99593
ATXN1L	4	-0.090315	-0.92343	0.32145	0.84805	0.35578	0.99593
ATXN2	5	0.058235	0.84884	0.49061	0.90879	0.39597	0.99593
ATXN2L	5	0.11221	1.1974	0.16	0.73791	0.23116	0.99593
ATXN3	5	0.084433	0.82306	0.30556	0.84425	0.41047	0.99593
ATXN3L	5	0.07462	0.49514	0.36688	0.87208	0.6205	0.99593
ATXN7	5	0.083538	0.98335	0.31067	0.84527	0.32543	0.99593
ATXN7L1	11	0.071114	0.88816	0.1966	0.77368	0.37446	0.99593
ATXN7L2	5	0.0057604	0.069728	0.98123	0.99701	0.94441	0.99925
ATXN7L3	5	-0.10562	-1.2508	0.21237	0.78554	0.21101	0.99593
ATXN7L3B	5	0.093962	0.89687	0.24903	0.8107	0.36979	0.99593
AUH	5	-0.10598	-1.3522	0.21115	0.78554	0.1763	0.99593
AUNIP	5	0.17177	1.3849	0.028657	0.43325	0.16609	0.99593
AUP1	5	-0.10678	-0.98619	0.20788	0.78256	0.32404	0.99593
AURKA	5	-0.17819	-1.4638	0.049428	0.53071	0.14325	0.99593
AURKAIP1	5	-0.0041914	-0.06449	0.9198	0.98742	0.94858	0.99925
AURKB	5	-0.27748	-2.1849	0.005276	0.17647	0.028893	0.99593
AURKC	5	-0.089389	-0.62085	0.28074	0.83155	0.5347	0.99593
AUTS2	5	0.076922	0.47443	0.35177	0.86338	0.63519	0.99593
AVEN	5	0.10684	0.73162	0.18372	0.76121	0.4644	0.99593
AVIL	5	-0.04566	-0.36223	0.55526	0.92548	0.71718	0.99593
AVL9	5	0.071691	0.59954	0.38687	0.87725	0.54881	0.99593
AVP	5	0.1177	0.99873	0.13795	0.71429	0.31793	0.99593
AVPI1	5	-0.006566	-0.099012	0.89659	0.98365	0.92113	0.99879
AVPR1A	5	-0.24251	-2.0281	0.012496	0.29566	0.042555	0.99593
AVPR1B	5	0.11647	1.2054	0.14217	0.71789	0.22803	0.99593
AVPR2	5	0.036202	0.3262	0.68722	0.95275	0.74427	0.99593
AWAT1	5	0.11722	0.91157	0.13968	0.71764	0.36199	0.99593
AWAT2	5	0.067462	0.81429	0.41681	0.88733	0.41548	0.99593
AXDND1	5	0.040601	0.45166	0.64578	0.94785	0.65152	0.99593
AXIN1	5	0.053228	0.63716	0.53288	0.91818	0.52402	0.99593
AXIN2	5	0.066926	0.56214	0.42042	0.88869	0.57402	0.99593
AXL	5	0.13205	1.1931	0.094246	0.64367	0.23284	0.99593
AZGP1	5	0.016609	0.11382	0.87115	0.98007	0.90938	0.99766
AZI1	5	0.057306	0.55484	0.49822	0.91104	0.57901	0.99593
AZI2	5	0.024617	0.14306	0.79801	0.96984	0.88624	0.99593
AZIN1	5	-0.081793	-0.63042	0.31801	0.84767	0.52842	0.99593
AZU1	5	0.22039	1.8625	0.0049983	0.17078	0.062539	0.99593
B2M	5	0.063829	0.38232	0.44574	0.89574	0.70223	0.99593
B3GALNT1	5	0.05923	0.43122	0.48123	0.90648	0.66631	0.99593
B3GALNT2	4	-0.12164	-1.1146	0.19532	0.77254	0.26504	0.99593
B3GALT1	5	-0.014164	-0.10694	0.82334	0.97236	0.91484	0.99857
B3GALT2	5	-0.010239	-0.10664	0.86082	0.97849	0.91507	0.99857
B3GALT4	5	-0.17729	-1.6583	0.050594	0.5358	0.09726	0.99593
B3GALT5	5	0.087128	0.64953	0.28901	0.83639	0.51599	0.99593
B3GALT6	5	0.027513	0.39135	0.77069	0.96596	0.69554	0.99593
B3GALTL	5	-0.15521	-1.1616	0.081029	0.61792	0.24539	0.99593
B3GAT1	5	-0.083468	-0.57089	0.30995	0.84527	0.56807	0.99593
B3GAT2	5	0.10151	1.3549	0.20921	0.78539	0.17543	0.99593
B3GAT3	5	-0.15762	-1.3424	0.076419	0.60893	0.17946	0.99593
B3GNT1	5	-0.057398	-0.67307	0.46634	0.90256	0.5009	0.99593
B3GNT2	5	-0.12699	-1.2436	0.14023	0.71764	0.21366	0.99593
B3GNT3	5	-0.0086481	-0.086195	0.87704	0.98059	0.93131	0.99925
B3GNT4	5	-0.029574	-0.29322	0.68516	0.95252	0.76936	0.99593
B3GNT5	5	-0.01389	-0.16671	0.82534	0.97251	0.8676	0.99593
B3GNT6	5	-0.056744	-0.62733	0.47018	0.9027	0.53044	0.99593
B3GNT7	5	0.042818	0.40299	0.62618	0.9451	0.68696	0.99593
B3GNT8	5	0.10028	0.77411	0.21559	0.78625	0.43887	0.99593
B3GNT9	5	-0.064594	-0.56857	0.41869	0.88794	0.56965	0.99593
B3GNTL1	5	0.0049166	0.050727	0.99117	0.99844	0.95954	0.99925
B4GALNT1	5	0.055876	0.76627	0.50966	0.91321	0.44352	0.99593
B4GALNT2	5	-0.064891	-0.62163	0.41686	0.88734	0.53419	0.99593
B4GALNT3	5	-0.03062	-0.25285	0.67583	0.95145	0.80038	0.99593
B4GALNT4	5	-0.1591	-1.3858	0.074253	0.60297	0.1658	0.99593
B4GALT1	5	-0.056969	-0.49446	0.46879	0.9027	0.62098	0.99593
B4GALT2	5	-0.1691	-0.92124	0.060758	0.57068	0.35693	0.99593
B4GALT3	5	-0.03574	-0.43645	0.63551	0.94557	0.66251	0.99593
B4GALT4	4	-0.05809	-0.31065	0.50106	0.91116	0.75607	0.99593
B4GALT5	5	0.10635	1.2234	0.18622	0.76267	0.22119	0.99593
B4GALT6	5	-0.0049378	-0.067735	0.91203	0.98627	0.946	0.99925
B4GALT7	5	0.077116	0.87616	0.35066	0.86322	0.38094	0.99593
B9D1	5	0.013678	0.15523	0.89948	0.98372	0.87664	0.99593
B9D2	5	-0.0046835	-0.04877	0.91486	0.98653	0.9611	0.99925
BAALC	7	0.023314	0.26798	0.7673	0.96481	0.78871	0.99593
BAAT	5	0.015972	0.1164	0.87771	0.98059	0.90734	0.99739
BABAM1	5	0.072014	0.85641	0.38548	0.87667	0.39177	0.99593
BACE1	5	0.02252	0.27716	0.81795	0.9721	0.78166	0.99593
BACE2	5	0.0005242	0.0087225	0.96546	0.99445	0.99304	0.99973
BACH1	5	0.10677	0.945	0.18433	0.76205	0.34466	0.99593
BACH2	5	0.072227	0.84837	0.38382	0.87667	0.39623	0.99593
BAD	5	-0.11372	-0.94341	0.18022	0.75885	0.34547	0.99593
BAG1	5	-0.063451	-0.50282	0.42591	0.88977	0.61509	0.99593
BAG2	5	0.10823	0.91318	0.1775	0.75573	0.36115	0.99593
BAG3	5	0.019974	0.25671	0.841	0.97544	0.7974	0.99593
BAG4	5	-0.08049	-0.59101	0.32406	0.84922	0.55451	0.99593
BAG5	5	0.059393	0.65507	0.48006	0.90595	0.51242	0.99593
BAG6	5	0.093565	1.0647	0.25192	0.8115	0.28701	0.99593
BAHD1	5	0.06643	0.67419	0.42397	0.88977	0.50019	0.99593
BAI1	5	0.084052	0.745	0.3079	0.84475	0.45627	0.99593
BAI2	4	-0.015954	-0.1428	0.81823	0.9721	0.88645	0.99593
BAI3	5	-0.076345	-1.05	0.34622	0.8619	0.29371	0.99593
BAIAP2	5	-0.062194	-0.75827	0.43436	0.89332	0.44829	0.99593
BAIAP2L1	5	0.098106	0.81877	0.22648	0.79369	0.41292	0.99593
BAIAP2L2	5	-0.080692	-1.1393	0.323	0.84868	0.25457	0.99593
BAIAP3	5	0.00095051	0.008524	0.9709	0.99575	0.9932	0.99973
BAK1	5	-0.040883	-0.36073	0.59386	0.93673	0.7183	0.99593
BAMBI	5	-0.11245	-0.66245	0.18538	0.76267	0.50768	0.99593
BANF1	4	-0.32207	-2.3731	0.005998	0.18914	0.017641	0.99593
BANF2	6	0.14008	1.1869	0.053427	0.54438	0.23526	0.99593
BANK1	5	-0.0049864	-0.035301	0.91159	0.98627	0.97184	0.9994
BANP	5	-0.012943	-0.14019	0.83461	0.97483	0.88851	0.99593
BAP1	5	-0.044528	-0.39812	0.5652	0.93028	0.69054	0.99593
BARD1	5	-0.062909	-0.44697	0.42941	0.89041	0.6549	0.99593
BARHL1	5	0.082519	0.8501	0.31662	0.84597	0.39527	0.99593
BARHL2	5	-0.036411	-0.32629	0.6304	0.94557	0.74421	0.99593
BARX1	5	0.025433	0.23969	0.79024	0.96812	0.81057	0.99593
BARX2	5	-0.081336	-1.0709	0.32012	0.84805	0.28421	0.99593
BASP1	5	0.097051	0.81611	0.23226	0.79837	0.41444	0.99593
BATF	5	0.046421	0.44267	0.59425	0.93673	0.658	0.99593
BATF2	4	0.079385	0.46398	0.38943	0.87725	0.64266	0.99593
BATF3	5	0.12074	1.1801	0.1274	0.70303	0.23798	0.99593
BAX	5	0.076291	0.78923	0.35577	0.86553	0.42998	0.99593
BAZ1A	5	-0.056592	-0.57861	0.47129	0.9027	0.56285	0.99593
BAZ1B	5	-0.27774	-1.667	0.0052205	0.1757	0.095515	0.99593
BAZ2A	5	-0.076076	-0.58809	0.34766	0.86237	0.55647	0.99593
BAZ2B	5	-0.0010307	-0.0068904	0.95157	0.99259	0.9945	0.99973
BBC3	18	0.17284	2.5237	0.00011107	0.011628	0.011613	0.99593
BBIP1	9	0.075116	0.75878	0.21404	0.78625	0.44798	0.99593
BBOX1	5	0.18862	1.2271	0.015939	0.32989	0.21979	0.99593
BBS1	5	0.05387	0.54567	0.52766	0.91748	0.58529	0.99593
BBS10	4	0.010017	0.073914	0.95479	0.99324	0.94108	0.99925
BBS12	5	0.0093873	0.070334	0.94252	0.99066	0.94393	0.99925
BBS2	5	0.037125	0.47932	0.67766	0.9517	0.63171	0.99593
BBS4	5	0.0036115	0.040052	0.9955	0.99905	0.96805	0.9994
BBS5	4	-0.066579	-0.38253	0.44691	0.89581	0.70207	0.99593
BBS7	5	-0.083439	-0.79811	0.31006	0.84527	0.42481	0.99593
BBS9	5	0.18237	1.13	0.019827	0.36766	0.25847	0.99593
BBX	5	0.071288	0.99082	0.38954	0.87725	0.32177	0.99593
BCAM	5	0.15489	1.5133	0.04915	0.53071	0.13021	0.99593
BCAN	5	-0.0046479	-0.054713	0.91531	0.98671	0.95637	0.99925
BCAP29	5	-0.25657	-1.9329	0.0085527	0.23476	0.053254	0.99593
BCAP31	5	-0.0011494	-0.0094481	0.95029	0.99241	0.99246	0.99962
BCAR1	5	0.11513	1.0568	0.14695	0.72283	0.29062	0.99593
BCAR3	5	-0.037078	-0.61564	0.62524	0.94501	0.53813	0.99593
BCAS1	5	-0.004528	-0.050993	0.91625	0.98673	0.95933	0.99925
BCAS2	5	-0.16431	-2.1873	0.067422	0.59067	0.028719	0.99593
BCAS3	5	-0.041771	-0.5287	0.58736	0.9358	0.59702	0.99593
BCAS4	5	0.14354	1.6688	0.069532	0.59534	0.095161	0.99593
BCAT1	5	0.027118	0.35467	0.77463	0.96633	0.72283	0.99593
BCAT2	5	-0.053311	-1.0949	0.49561	0.90916	0.27356	0.99593
BCCIP	5	-0.16591	-0.77671	0.065534	0.58445	0.43733	0.99593
BCDIN3D	5	-0.0084366	-0.075743	0.87904	0.98062	0.93962	0.99925
BCHE	5	0.042298	0.54884	0.63112	0.94557	0.58311	0.99593
BCKDHA	5	-0.14898	-1.4026	0.09147	0.63766	0.16073	0.99593
BCKDHB	5	-0.021219	-0.22362	0.75747	0.96396	0.82305	0.99593
BCKDK	5	-0.02735	-0.30363	0.70593	0.95904	0.76141	0.99593
BCL10	5	-0.22336	-2.0239	0.018494	0.3576	0.042979	0.99593
BCL11A	5	0.0058892	0.062508	0.97978	0.99661	0.95016	0.99925
BCL11B	5	0.1464	1.3744	0.063979	0.58035	0.16932	0.99593
BCL2	5	-0.10155	-1.2594	0.22792	0.79473	0.20788	0.99593
BCL2A1	4	0.05362	0.38315	0.5712	0.93138	0.70161	0.99593
BCL2L1	5	-0.25104	-2.2367	0.0099411	0.25605	0.025306	0.99593
BCL2L10	5	-0.0073727	-0.085659	0.88809	0.98279	0.93174	0.99925
BCL2L11	17	0.071031	1.3734	0.10919	0.66972	0.16964	0.99593
BCL2L12	5	0.0074262	0.089605	0.96179	0.99426	0.9286	0.99925
BCL2L13	13	0.043835	0.66401	0.40148	0.88284	0.50669	0.99593
BCL2L14	5	0.091445	0.87712	0.26397	0.82182	0.38042	0.99593
BCL2L15	5	-0.02875	-0.33857	0.69221	0.95444	0.73493	0.99593
BCL2L2	5	0.061341	0.88417	0.46534	0.90203	0.37661	0.99593
BCL2L2-PABPN1	1	-0.39233	-0.97529	0.077252	0.61009	0.32942	0.99593
BCL3	5	0.16046	1.5306	0.040875	0.49831	0.12586	0.99593
BCL6	5	0.16385	1.7068	0.037821	0.48852	0.087862	0.99593
BCL6B	5	0.086078	0.61431	0.29518	0.83899	0.53901	0.99593
BCL7A	5	0.13142	0.99319	0.096079	0.64721	0.32062	0.99593
BCL7B	5	0.11392	0.99286	0.15189	0.72994	0.32078	0.99593
BCL7C	5	-0.096956	-1.273	0.24736	0.81026	0.20302	0.99593
BCL9	5	-0.03407	-0.34042	0.64834	0.94855	0.73354	0.99593
BCL9L	5	-0.015367	-0.12564	0.81273	0.97174	0.90002	0.99664
BCLAF1	5	0.024415	0.24321	0.80001	0.96984	0.80785	0.99593
BCMO1	5	-0.10157	-0.5093	0.22792	0.79473	0.61054	0.99593
BCO2	5	0.065397	0.5469	0.43241	0.89178	0.58445	0.99593
BCOR	5	-0.062817	-0.5681	0.43019	0.89096	0.56997	0.99593
BCORL1	5	0.012046	0.16622	0.91747	0.98686	0.86799	0.99593
BCR	5	0.14699	1.219	0.062812	0.57382	0.22286	0.99593
BCS1L	5	0.023898	0.18547	0.80445	0.97052	0.85286	0.99593
BDH1	5	0.17227	1.8772	0.028046	0.4276	0.060489	0.99593
BDH2	5	-0.01568	-0.20443	0.81029	0.97157	0.83802	0.99593
BDKRB1	5	0.027855	0.34772	0.76691	0.96481	0.72805	0.99593
BDKRB2	5	0.042631	0.4037	0.6279	0.94557	0.68643	0.99593
BDNF	5	-0.050346	-0.39509	0.51611	0.91485	0.69278	0.99593
BDP1	5	-0.15543	-1.1366	0.080584	0.61792	0.25571	0.99593
BEAN1	13	-0.018716	-0.32831	0.68666	0.95275	0.74268	0.99593
BECN1	5	-0.091104	-0.69664	0.2718	0.82477	0.48603	0.99593
BEGAIN	5	0.011363	0.19779	0.92403	0.98766	0.84321	0.99593
BEND2	5	0.071268	0.51218	0.38959	0.87725	0.60853	0.99593
BEND3	5	0.043644	0.56507	0.61852	0.9427	0.57203	0.99593
BEND4	5	0.0098687	0.077696	0.93769	0.9901	0.93807	0.99925
BEND5	5	0.017833	0.16592	0.86032	0.97849	0.86822	0.99593
BEND6	5	0.10477	0.89997	0.19388	0.77251	0.36814	0.99593
BEND7	5	0.095056	1.0278	0.24309	0.80667	0.30406	0.99593
BEST1	5	-0.040007	-0.39714	0.60058	0.93725	0.69126	0.99593
BEST2	5	-0.025742	-0.27055	0.72015	0.96007	0.78674	0.99593
BEST3	7	-0.010909	-0.092482	0.83739	0.97492	0.92632	0.99925
BEST4	5	-0.059742	-0.52466	0.44991	0.89715	0.59982	0.99593
BET1	4	0.19752	0.7756	0.022548	0.39172	0.43798	0.99593
BET1L	5	0.18098	1.3264	0.021215	0.38392	0.18469	0.99593
BEX1	5	0.088322	0.85415	0.28157	0.83251	0.39302	0.99593
BEX2	5	0.034703	0.33812	0.70116	0.95745	0.73527	0.99593
BEX4	5	0.03243	0.21542	0.72204	0.96007	0.82944	0.99593
BEX5	4	0.17318	1.1374	0.046373	0.51797	0.25537	0.99593
BFAR	5	-0.085423	-0.73816	0.3014	0.8428	0.46042	0.99593
BFSP1	5	-0.10061	-1.1331	0.23148	0.79837	0.25715	0.99593
BFSP2	5	0.112	0.72732	0.16084	0.73805	0.46703	0.99593
BGLAP	5	0.0088561	0.079148	0.94763	0.99175	0.93692	0.99925
BGN	5	0.088785	0.79663	0.27896	0.83075	0.42566	0.99593
BHLHA15	5	0.12599	1.3662	0.11069	0.67216	0.17188	0.99593
BHLHA9	5	-0.063936	-0.87265	0.42291	0.88924	0.38285	0.99593
BHLHB9	5	0.0067238	0.060129	0.9694	0.99575	0.95205	0.99925
BHLHE22	5	-0.13156	-0.97974	0.12885	0.70667	0.32721	0.99593
BHLHE40	5	0.082245	0.66326	0.3185	0.84778	0.50716	0.99593
BHLHE41	5	-0.0085446	-0.085588	0.87799	0.98059	0.93179	0.99925
BHMT	5	-0.11013	-1.0695	0.1941	0.77251	0.28485	0.99593
BHMT2	5	0.077906	0.5064	0.34627	0.8619	0.61258	0.99593
BICC1	5	-0.026016	-0.27176	0.71754	0.96007	0.78581	0.99593
BICD1	5	0.00066195	0.0077579	0.96723	0.99503	0.99381	0.99973
BICD2	5	-0.10884	-0.7895	0.19927	0.77746	0.42982	0.99593
BID	11	-0.013741	-0.2016	0.77008	0.96595	0.84023	0.99593
BIK	5	0.029574	0.31342	0.75008	0.96226	0.75396	0.99593
BIN1	5	-0.088023	-1.0745	0.28752	0.83513	0.28258	0.99593
BIN2	5	-0.17091	-1.573	0.058814	0.56257	0.11573	0.99593
BIN3	4	-0.03051	-0.36425	0.69671	0.95562	0.71567	0.99593
BIRC2	4	0.023032	0.19002	0.8345	0.97483	0.84929	0.99593
BIRC3	5	0.11066	0.70378	0.16667	0.74412	0.48157	0.99593
BIRC5	5	-0.23595	-1.8323	0.014217	0.31425	0.0669	0.99593
BIRC6	5	-0.063937	-0.60174	0.42291	0.88924	0.54734	0.99593
BIRC7	5	0.098998	0.988	0.22226	0.7917	0.32315	0.99593
BIRC8	5	0.020866	0.17744	0.833	0.97454	0.85917	0.99593
BIVM	5	-0.085831	-0.49594	0.29946	0.84165	0.61994	0.99593
BLCAP	5	-0.020759	-0.263	0.76169	0.96427	0.79255	0.99593
BLID	5	-0.032863	-0.33484	0.65761	0.95025	0.73774	0.99593
BLK	5	0.17835	1.0746	0.023603	0.40056	0.28255	0.99593
BLM	5	-0.11942	-1.2366	0.16139	0.73805	0.21625	0.99593
