Gene	921	Mel202	Mel270	Mel285	MP38	MP41	MP46	OMM1	OMM23	OMM25
CCNB1	0.051672	0.56419	0.0097629	0.12431	0.60251999999999994	0.019651	0.80194	0.0032573	0.053022	0.0081037
CCNB1IP1	0.47304	0.88053	0.54394	0.65261	0.83875	0.83753	0.73501	0.60549	0.61662	0.34543
CCNB2	0.94369	0.37369	0.77206	0.92212	0.65068	0.75848	0.95062	0.96577	0.98377	0.86346
CCNB3	0.94011	0.19658	0.87778	0.9266	0.80872	0.36713	0.50549	0.0018149	0.40536	0.11857
CCNC	0.67064	0.91358	0.72351	0	0.97911	0.83288	0.87786	0.23255	0.57788	0.26294
CCND1	0.014286	0	0	0	0	0	0.0056497	0.0032573	0.57252	0
CCND2	0.84591	0.81061	0.52491	0.72487	0.9225	0.48223	0.92791	0.30542	0.44415	0.10846
CCND3	0.94085	0.70726	0.78022	0.66282	0.99905	0.51512	0.91063	0.80631	0.45335	0.972
CCNDBP1	0.93107	0.96345	0.95176	0.60829	0.99013	0.83591	0.95057	0.92117	0.85548	0.85768
CCNE1	0.9778	0.62998	0.81183	0.83249	0.9327	0.95039	0.85441	0.95351	0.87652	0.7883
CCNE2	0.50922	0.3395	0.8698	0.98626	0.20731	0.66097	0.76031	0.90147	0.97019	0.61148
CCNF	0.988	0.9306	0.91474	0.93077	0.87084	0.70726	0.83107	0.99933	0.93418	0.81742
CCNG1	0.99552	0.6225	0.72077	0.57308	0.97918	0.99911	0.6766	0.98872	0.6835	0.73738
CCNG2	0.94659	0.64412	0.6237	0.97919	0.60393	0.25626	0.96533	0.83501	0.79104	0.91599
CCNH	0.023109	0.11018	0.041794	0.046154	0.12451	0.031773	0.39579	0.066548	0.05923	0.035165
CCNI	0.92917	0.42528	0.8417	0.59406	0.84233	0.90122	0.94095	0.97498	0.98913	0.87659
CCNI2	0.84818	0.56528	0.88649	0.74141	0.8099	0.86055	0.95668	0.77277	0.66346	0.86656
CCNJ	0.94011	0.90855	0.71616	0.90107	0.99548	0.90753	0.95629	0.82075	0.99594	0.9114
CCNJL	0.7206	0.24972	0.75202	0.98903	0.9568	0.34945	0.93714	0.70968	0.29223	0.85729
CCNK	0.080982	0	0	0.14059	0.026104	0.015464	0.081081	0	0	0
CCNL1	0.97815	0.69424	0.44152	0.1167	0.92679	0.3418	0.77427	0.27072	0.60791	0.35327
CCNL2	0.83005	0.95859	0.82197	0.79023	0.92927	0.78542	0.98635	0.81153	0.98812	0.82438
CCNO	0.84339	0.92232	0.9341	0.90945	0.81178	0.99005	0.97091	0.94254	0.98851	0.49065
CCNT1	0.5416	0.63898	0.74088	0.20499	0.89311	0.72941	0.52876	0.92636	0.66346	0.92258
CCNT2	0.58067	0.99944	0.9389	0.44074	0.76129	0.99461	0.67304	0.9573	0.53479	0.98983
CCNY	0.83216	0.98776	0.81024	0.84788	0.83962	0.89956	0.98686	0.79674	0.78181	0.72507
CCNYL1	0.96557	0.8528	0.54315	0.91352	0.28471	0.40021	0.97603	0.84748	0.97399	0.83254
CCP110	0.99083	0.96918	0.73278	0.63752	0.80044	0.83357	0.82471	0.88898	0.98852	0.89891
CCPG1	0.79391	0.092287	0.61214	0.60546	0.69721	0.7694	0.92695	0.94877	0.84969	0.49518
CCR1	0.87517	0.47645	0.90231	0.91347	0.91803	0.45911	0.81564	0.84156	0.7231	0.95703
CCR10	0.85388	0.23043	0.74912	0.68884	0.23713	0.96212	0.70847	0.32273	0.61252	0.60673
CCR2	0.80778	0.27543	0.097561	0.025974	0.040584	0.080169	0.72908	0.28438	0.088465	0.0054945
CCR3	0.98366	0.87039	0.99613	0.92206	0.92499	0.97674	0.73456	0.9132	0.81708	0.91314
CCR4	0.72755	0.89705	0.56747	0.9166	0.99349	0.80998	0.771	0.96262	0.94397	0.91314
CCR5	0.9946	0.57268	0.29858	0.67261	0.49966	0.81481	0.83113	0.89349	0.97204	0.22717
CCR6	0.8062	0.5205	0.35427	0.76131	0.84574	0.81882	0.96838	0.59969	0.61743	0.22766
CCR7	0.96993	0.7567	0.62713	0.79778	0.97566	0.99939	0.96329	0.62177	0.81019	0.74187
CCR8	0.21871	0.41861	0.80466	0.53342	0.71636	0.74048	0.98879	0.88182	0.87121	0.76025
CCR9	0.87053	0.55757	0.78797	0.51138	0.81178	0.92823	0.90876	0.30433	0.48725	0.3493
CCRL2	0.46969	0.5205	0.20551	0.74733	0.19797	0.22913	0.9258	0.13359	0.38264	0.11724
CCRN4L	0.83733	0.90753	0.91483	0.89395	0.90761	0.96703	0.6296	0.94302	0.99955	0.97572
CCS	0.95338	0.82483	0.90891	0.93912	0.9575	0.50218	0.97911	0.8874	0.87533	0.94049
CCSAP	0.71135	0.90511	0.49832	0.62485	0.92499	0.057841	0.41503	0.18807	0.19126	0.29674
CCSER1	0.99423	0.63784	0.89137	0.59978	0.90627	0.80415	0.83053	0.96577	0.98955	0.94301
CCSER2	0.99939	0.82985	0.80405	0.91259	0.92704	0.85405	0.99911	0.84079	0.98913	0.9503
CCT2	0.012723	0.0023148	0.0018762	0.025974	0.13467	0.010811	0.089337	0	0	0
CCT3	0.0070175	0	0	0	0.011905	0.006192	0.14799	0	0	0
CCT4	0	0	0	0	0.0034965	0	0	0	0	0
CCT5	0.014286	0.0058997	0	0.025974	0.16448	0.030357	0.083333	0.0032573	0.017341	0.0081037
CCT6A	0	0.0058997	0	0.0033898	0.11134	0.0090361	0.0056497	0.0018149	0.0019011	0.001996
CCT6B	0.99083	0.68848	0.93751	0.99484	0.58215	0.87768	0.90399	0.98856	0.81698	0.98951
CCT7	0.036972	0	0	0.024691	0.076823	0.006192	0.081433	0	0	0
CCT8	0	0	0	0	0.011905	0	0.021277	0	0	0
CCT8L2	0.69822	0.97684	0.29605	0.99782	0.78696	0.71999	0.51451	0.95922	0.98906	0.7892
CCZ1	0.63902	0.3526	0.93992	0.57298	0.38415	0.97416	0.9161	0.36203	0.87627	0.78105
CCZ1B	0.84381	0.12146	0.9749	0.32288	0.67996	0.77954	0.82026	0.75657	0.96357	0.64835
CD101	0.96405	0.74891	0.98132	0.92206	0.73107	0.59477	0.76933	0.96853	0.92817	0.86215
CD109	0.74686	0.99242	0.88183	0.70008	0.99131	0.89536	0.85953	0.81292	0.98804	0.9297
CD14	0.09186	0.55019	0.93751	0.96501	0.91176	0.64621	0.90525	0.70438	0.98428	0.95682
CD151	0.88902	0.97604	0.75914	0.98199	0.79623	0.84262	0.96996	0.99933	0.90631	0.95553
CD160	0.99689	0.77361	0.83153	0.89357	0.80631	0.89956	0.869	0.97835	0.99461	0.94486
CD163	0.88325	0.95136	0.99362	0.79083	0.80631	0.77331	0.78503	0.83652	0.97637	0.97453
CD163L1	0.91341	0.34609	0.89439	0.22851	0.62547	0.79523	0.94571	0.62734	0.94638	0.7731
CD164	0.60839	0.92263	0.92551	0.97558	0.46392	0.50752	0.83034	0.93512	0.88298	0.91314
CD164L2	0.80199	0.20431	0.66974	0.20536	0.8099	0.375	0.89998	0.25926	0.63775	0.7153
CD177	0.81045	0.82754	0.91067	0.80357	0.91723	0.74515	0.98387	0.72766	0.88287	0.65193
CD180	0.88543	0.26301	0.93384	0.81733	0.39491	0.52389	0.91349	0.71886	0.95924	0.40961
CD19	0.46746	0.97327	0.90366	0.99411	0.84581	0.89836	0.97532	0.94703	0.98804	0.79376
CD1A	0.88203	0.84173	0.62861	0.67538	0.6577	0.51323	0.92667	0.61434	0.51363	0.58583
CD1B	0.91288	0.86125	0.73165	0.84385	0.86665	0.40602	0.5452	0.59684	0.95688	0.7143
CD1C	0.95032	0.30961	0.96291	0.88365	0.93722	0.59497	0.87786	0.99933	0.97204	0.9474
CD1D	0.95824	0.90207	0.84682	0.95983	0.67915	0.53467	0.74834	0.50866	0.60415	0.48762
CD1E	0.13725	0.16935	0.50291	0.75523	0.74226	0.97976	0.9962	0.89392	0.8644	0.66905
CD2	0.77753	0.87227	0.7833	0.98335	0.99349	0.91074	0.54602	0.91995	0.83603	0.75566
CD200	0.14444	0.93017	0.49676	0.65647	0.88104	0.84136	0.85684	0.94205	0.83603	0.8456
CD200R1	0.93953	0.74891	0.96528	0.58142	0.87405	0.87448	0.95325	0.88127	0.87652	0.91665
CD200R1L	0.84665	0.8944	0.9531	0.80892	0.90255	0.84107	0.99033	0.85181	0.91678	0.8131
CD209	0.6915	0.77172	0.34187	0.99451	0.98918	0.97549	0.9965	0.58253	0.45026	0.69601
CD22	0.99593	0.53437	0.82259	0.99608	0.79932	0.99061	0.82496	0.96648	0.97638	0.82355
CD226	0.2497	0.53665	0.021845	0.95609	0.81107	0.23363	0.34852	0.099078	0.16453	0.21581
CD244	0.79657	0.93259	0.9834	0.58399	0.85669	0.96707	0.88487	0.90147	0.78623	0.75095
CD247	0.86383	0.925	0.96362	0.99475	0.42164	0.94491	0.90015	0.96778	0.5177	0.78346
CD248	0.89003	0.89832	0.82259	0.97546	0.93317	0.91288	0.94816	0.64491	0.88854	0.53049
CD27	0.76703	0.85406	0.63553	0.98809	0.99933	0.98715	0.88446	0.80607	0.31418	0.5924
CD274	0.36634	0.26473	0.24376	0.44512	0.028355000000000002	0.021739	0.14286	0.046059	0.03753	0.022416
CD276	0.9909	0.68844	0.68982	0.80892	0.97918	0.95153	0.94816	0.38291	0.72386	0.60705
CD28	0.94519	0.83627	0.97145	0.69271	0.77942	0.90422	0.9447	0.95455	0.98328	0.78982
CD2AP	0.87347	0.98453	0.4714	0.97819	0.4932	0.63367	0.84358	0.90444	0.96736	0.3917
CD2BP2	0.97517	0.8479	0.98478	0.97075	0.99989	0.88705	0.83034	0.8667	0.93686	0.71592
CD300A	0.6739	0.92923	0.60658	0.36268	0.3522	0.60277	0.76933	0.39808	0.79212	0.6804
CD300C	0.71762	0.29394	0.55409	0.90954	0.88119	0.44036	0.89534	0.94617	0.85881	0.67396
CD300LD	0.91261	0.9525	0.78947	0.88176	0.71488	0.92159	0.90876	0.81049	0.85139	0.89762
CD300LF	0.81045	0.79007	0.85966	0.98239	0.95985	0.99714	0.96064	0.94877	0.53479	0.92908
CD300LG	0.74832	0.69658	0.96673	0.98092	0.92241	0.93053	0.98877	0.81572	0.95549	0.72507
CD302	0.99939	0.46584	0.56747	0.9785	0.56008	0.78655	0.72908	0.27107	0.90615	0.69035
CD320	0.94502	0.81452	0.72351	0.85801	0.94839	0.97246	0.90649	0.99336	0.88768	0.95025
CD33	0.72602	0.98372	0.85502	0.7275	0.91613	0.96261	0.71445	0.80971	0.9538	0.99425
CD34	0.50329	0.48096	0.54238	0.77243	0.34892	0.49805	0.78098	0.057728	0.39681	0.38792
CD36	0.96455	0.9588	0.97504	0.55719	0.99202	0.84136	0.9445	0.80607	0.99634	0.97984
CD37	0.8948	0.92658	0.97257	0.84417	0.94201	0.97658	0.24345	0.97835	0.98377	0.89578
CD38	0.43332	0.64361	0.61885	0.5684	0.87721	0.52335	0.93898	0.85264	0.85113	0.45924
CD3D	0.99939	0.95931	0.83611	0.19496	0.72431	0.74259	0.67238	0.70475	0.96549	0.82385
CD3E	0.98204	0.081748	0.64696	0.80665	0.3882	0.96906	0.73456	0.44336	0.72329	0.43704
CD3EAP	0.91864	0.65912	0.30938	0.79711	0.98506	0.31993	0.93318	0.23119	0.78633	0.10076
CD3G	0.77268	0.79112	0.93751	0.92849	0.58661	0.96073	0.96533	0.38428	0.7671	0.82385
CD4	0.91099	0.90865	0.86418	0.71165	0.81303	0.79166	0.87573	0.83541	0.97413	0.99013
CD40	0.66513	0.88329	0.99894	0.7275	0.90989	0.99737	0.83113	0.95463	0.9034	0.83449
CD40LG	0.41262	0.072754	0.27725	0.67261	0.82115	0.66252	0.65422	0.33099	0.96963	0.22186
CD44	0.96634	0.96681	0.59724	0.046154	0.97164	0.26812	0.97644	0.53925	0.64123	0.83449
CD46	0.76063	0.88437	0.84682	0.86632	0.37447	0.66479	0.96726	0.66451	0.87438	0.75394
CD47	0.51439	0.16699	0.55997	0.25774	0.51816	0.84399	0.99911	0.55263	0.86734	0.19743
CD48	0.80565	0.70567	0.88327	0.53692	0.64171	0.78769	0.97714	0.92587	0.89314	0.91617
CD5	0.9986	0.96846	0.86494	0.95196	0.94203	0.95625	0.96533	0.92587	0.77248000000000006	0.96762
CD52	0.86266	0.61352	0.9052	0.98458	0.92679	0.81073	0.99831	0.99217	0.98913	0.90859
CD53	0.8561	0.61002	0.99454	0.99715	0.97033	0.96304	0.93331	0.96578	0.97672	0.96762
CD55	0.43812	0.6688	0.9713	0.89962	0.75154	0.74709	0.90144	0.89134	0.99961	0.85499
CD58	0.90828	0.93025	0.78044	0.81217	0.56648	0.49685	0.71764	0.87267	0.9837	0.69019
CD59	0.90831	0.80918	0.69218	0.90404	0.60808	0.92894	0.98142	0.98195	0.97638	0.73956
CD5L	0.80912	0.9575	0.97443	0.99782	0.77272	0.94766	0.99795	0.90756	0.81329	0.78559
CD6	0.6044	0.88998	0.99054	0.85468	0.93317	0.90698	0.77724	0.94254	0.87523	0.99275
CD63	0.4205	0.88379	0.83811	0.94625	0.91801	0.65133	0.97197	0.95019	0.96963	0.89578
CD68	0.67839	0.94091	0.31212	0.28194	0.68688	0.54356	0.96533	0.84875	0.36792	0.68891
CD69	0.16564	0.28361	0.65279	0.19474	0.84581	0.66366	0.9965	0.6341	0.94522	0.51408
CD7	0.8662	0.40439	0.83029	0.84885	0.75458	0.96972	0.80157	0.93173	0.7074	0.92675
CD70	0.88602	0.94889	0.96707	0.76979	0.91471	0.94698	0.98026	0.98642	0.97019	0.99385
CD72	0.56443	0.60121	0.78914	0.98701	0.69498	0.96906	0.98387	0.89596	0.98301	0.8036
CD74	0.99278	0.83234	0.68534	0.96757	0.97763	0.82678	0.73456	0.98642	0.9155	0.95224
CD79A	0.49934	0.39221	0.48306	0.36014	0.088443	0.56467	0.50804	0.93308	0.85245	0.65014
CD79B	0.9461	0.7439	0.86865	0.8844	0.64659	0.88898	0.96327	0.97575	0.16496	0.88038
CD80	0.10367	0.63736	0.77054	0.22411	0.60393	0.23869	0.42254	0.44546	0.96171	0.74235
CD81	0.77167	0.96315	0.25745	0.98632	0.99933	0.86116	0.91053	0.63339	0.9082	0.86582
CD82	0.60372	0.61588	0.3453	0.73075	0.9145	0.1856	0.98363	0.7594	0.14548	0.10764
CD83	0.91109	0.90897	0.84798	0.99177	0.93144	0.90997	0.95638	0.95188	0.98455	0.87659
CD84	0.9946	0.84692	0.90891	0.91249	0.94201	0.89627	0.88057	0.43321	0.8383	0.71938
CD86	0.40058	0.97541	0.87167	0.75789	0.68839	0.77227	0.3717	0.86886	0.98327	0.89108
CD8A	0.8154	0.77479	0.90588	0.95639	0.91471	0.83177	0.99317	0.53465	0.50246	0.64835
CD8B	0.58255	0.68261	0.031974	0.69473	0.51816	0.50604	0.74182	0.42075	0.63376999999999994	0.56846
CD9	0.9202	0.92923	0.94234	0.88721	0.94831	0.71993	0.83034	0.88127	0.93264	0.95131
CD93	0.4122	0.72386	0.71552	0.88254	0.8605	0.77954	0.96327	0.781	0.25236	0.52401
CD96	0.97593	0.86445	0.8698	0.88297	0.75675	0.99967	0.95675	0.9986	0.99594	0.92773
CD97	0.48008	0.15548	0.24733	0.53644	0.10797	0.69359	0.33649	0.41767	0.49076	0.72785
CD99	0.12524	0.42909	0.46243	0.59636	0.5663	0.54435	0.91671	0.4544	0.59647	0.11299
CD99L2	0.10367	0.12436	0.91021	0.76577	0.72431	0.54435	0.93995	0.061818	0.69145	0.31489
CDA	0.55116	0.32189	0.0089552	0.56942	0.65704	0.46601	0.45357	0.35724	0.49076	0.1229
CDADC1	0.50716	0.83164	0.87473	0.89745	0.89324	0.92726	0.71191	0.90514	0.79857	0.8036
CDAN1	0.28652	0.72557	0.3453	0.89962	0.72489	0.87482	0.91141	0.28386	0.37786	0.23915
CDC123	0.012618	0	0	0.0033898	0.0065359	0.006192	0	0	0	0
CDC14A	0.54254	0.16335	0.52115	0.67261	0.74196	0.98691	0.76031	0.35251	0.99265	0.33256
CDC14B	0.93725	0.69902	0.30297	0.77862	0.96532	0.99005	0.91977	0.94418	0.96916	0.97869
CDC16	0	0	0	0.0064935	0.0034965	0.016827	0.16699	0	0	0
CDC20	0	0.0023148	0	0	0	0	0	0	0	0
CDC20B	0.93382	0.9581	0.91584	0.82303	0.97357	0.95597	0.99065	0.97854	0.9914	0.95131
CDC23	0	0	0	0.0033898	0.017995	0	0.0056497	0	0	0
CDC25A	0.83455	0.92612	0.95915	0.6577	0.39338	0.97875	0.91568	0.31305	0.79731	0.12399
CDC25B	0.21067	0.88496	0.30907	0.19496	0.9811	0.55155	0.90296	0.85692	0.79412	0.88643
CDC25C	0.94184	0.50442	0.55029	0.62781	0.38944	0.6453	0.69397	0.64778	0.22311	0.99553
CDC26	0.15667	0.0082079	0.010855	0.13944	0.028355000000000002	0.18791	0.51031	0.021546	0.041237	0.016304
CDC27	0	0	0	0	0	0	0	0	0	0
CDC34	0.69842	0.59924	0.96533	0.92307	0.92927	0.95087	0.77427	0.83219	0.59293	0.46455
CDC37	0.46969	0.0058997	0.1413	0.70917	0.54835	0.27718	0.89998	0.033296	0.18021	0.17918
CDC37L1	0.8561	0.78369	0.19704	0.96436	0.65704	0.63837	0.98387	0.42215	0.68449	0.82227
CDC40	0.56598	0.13922	0.068935	0.64239	0.45795	0.30803	0.76031	0.071304	0.095397	0.2451
CDC42	0	0.02328	0.010855	0	0.036021	0.016827	0.089337	0	0.017341	0.0037523
CDC42BPA	0.77433	0.51939	0.8784	0.96491	0.99131	0.99628	0.82026	0.94877	0.98525	0.94624
CDC42BPB	0.95219	0.65281	0.49428	0.99358	0.98833	0.87918	0.95975	0.85741	0.82164	0.85015
CDC42BPG	0.81493	0.78766	0.86329	0.79023	0.85669	0.85721	0.98419	0.99038	0.60384	0.84351
CDC42EP1	0.72755	0.78255	0.9341	0.30729	0.43265	0.97164	0.45432	0.73363	0.79578	0.38862
CDC42EP2	0.79237	0.99849	0.90615	0.97244	0.93317	0.88237	0.89409	0.98936	0.62046	0.97316
CDC42EP3	0.81457	0.76255	0.9362	0.77077	0.93351	0.88309	0.87945	0.79388	0.84855	0.95018
CDC42EP4	0.80173	0.90097	0.93505	0.89962	0.93301	0.98698	0.99813	0.54896	0.92193	0.96687
CDC42EP5	0.5849	0.9886	0.98446	0.89153	0.9887	0.91992	0.68497	0.96971	0.95509	0.89749
CDC42SE1	0.7368	0.34762	0.50498	0.62485	0.9313	0.61025	0.95598	0.72463	0.85139	0.55827
CDC42SE2	0.75981	0.1832	0.72178	0.3495	0.62166	0.7952	0.90265	0.96426	0.81329	0.97659
CDC45	0.15013	0.0023148	0	0.0033898	0	0.006192	0	0	0	0
CDC5L	0.012618	0.0023148	0.022892	0.13395	0.026104	0	0.74833	0	0.015106	0
CDC6	0.061196	0.0040984	0	0.019231	0.0034965	0.025391	0.72161	0	0.0019011	0
CDC7	0	0	0	0	0	0	0	0	0	0
CDC73	0	0.0058997	0.0018762	0.025974	0.0065359	0.040119	0.043651	0	0.0019011	0.0081037
CDCA2	0.50066	0.56812	0.97536	0.98005	0.89823	0.99651	0.88771	0.94617	0.91848	0.81229
CDCA3	0.83701	0.68723	0.74351	0.71934	0.80908	0.97861	0.87832	0.91536	0.92717	0.77741
CDCA4	0.84766	0.76175	0.98107	0.66744	0.93494	0.60208	0.89799	0.85103	0.97645	0.80097
CDCA5	0.36538	0.050298	0.038502	0.16483	0.079503	0.43429	0.41139	0.20796	0.11858	0.036997
CDCA7	0.53452	0.80508	0.87664	0.91439	0.48077	0.58846	0.93047	0.63908	0.69594	0.44531
CDCA7L	0.97293	0.74681	0.88726	0.97418	0.98122	0.72566	0.94555	0.99605	0.92762	0.95773
CDCA8	0.26192	0.21687	0.085054	0.29343	0.19181	0.11379	0.95445	0.089968	0.20824	0.11262
CDCP1	0.59234	0.73048	0.7833	0.89962	0.93301	0.96529	0.93075	0.94568	0.46848	0.89578
CDCP2	0.97335	0.72893	0.72502	0.92889	0.85669	0.87855	0.98857	0.85942	0.70454	0.8047
CDH1	0.90721	0.36124	0.50498	0.99177	0.95267	0.98378	0.96429	0.98324	0.84033	0.96434
CDH10	0.85049	0.51422	0.59357	0.89962	0.90416	0.68874	0.95675	0.73742	0.90046	0.52855
CDH11	0.42721	0.91662	0.92905	0.38504	0.84296	0.89836	0.93645	0.95922	0.79608	0.89444
CDH12	0.76614	0.85988	0.95012	0.81118	0.77362	0.94978	0.97911	0.77067	0.89888	0.6026
CDH13	0.7822	0.86019	0.54827	0.93811	0.87959	0.35616	0.85407	0.74645	0.91667	0.97109
CDH15	0.5377	0.85538	0.91933	0.94123	0.94782	0.96906	0.75897	0.98872	0.79857	0.99593
CDH16	0.59012	0.51222	0.82105	0.91439	0.797	0.29882	0.78044	0.89134	0.99594	0.82086
CDH17	0.9778	0.7337	0.94422	0.9547	0.97918	0.86258	0.94577	0.66897	0.47478	0.8896
CDH18	0.82212	0.96273	0.64652	0.96663	0.99127	0.82947	0.74921	0.81164	0.66809	0.86403
CDH19	0.99883	0.63784	0.52443	0.97532	0.69276	0.2361	0.95975	0.19742	0.39696	0.45543
CDH2	0.99581	0.95758	0.95605	0.81091	0.88238	0.90659	0.76238	0.9399	0.85176	0.92692
CDH20	0.17292	0.16326	0.15679	0.96757	0.86416	0.18158	0.42845	0.20983	0.11778	0.14479
CDH22	0.26521	0.017523	0.78404	0.72662	0.5687	0.22807	0.91568	0.68571	0.43455	0.40491
CDH23	0.9389	0.94402	0.95968	0.80529	0.91804	0.84915	0.93301	0.96426	0.96549	0.93115
CDH24	0.98348	0.86457	0.97106	0.91408	0.94829	0.84466	0.93995	0.75082	0.83935	0.32355
CDH26	0.15554	0.66008	0.10706	0.89357	0.75028	0.40007	0.93671	0.011611	0.35752	0.27237
CDH3	0.91341	0.9801	0.98767	0.92711	0.98525	0.97644	0.67656	0.93512	0.9028	0.95139
CDH4	0.46122	0.97684	0.67934	0.79178	0.86408	0.8347	0.83287	0.90449	0.96664	0.75535
CDH5	0.72836	0.92967	0.77067	0.92849	0.92499	0.69845	0.98673	0.89645	0.98455	0.90896
CDH6	0.65411	0.94858	0.87044	0.4899	0.9225	0.86191	0.95924	0.6341	0.97582	0.9991
CDH7	0.64867	0.28951	0.85637	0.9745	0.65903	0.73048	0.73664	0.63689	0.91553	0.32676
CDH8	0.80565	0.73125	0.99379	0.87257	0.70494	0.99273	0.96941	0.99343	0.97213	0.66946
CDH9	0.81787	0.59931	0.72582	0.88365	0.87959	0.37624	0.99609	0.33087	0.59708	0.49811
CDHR1	0.95824	0.90791	0.79164	0.96662	0.87721	0.87868	0.92184	0.92826	0.95871	0.82385
CDHR2	0.88013	0.78822	0.76344	0.9716	0.66743	0.98235	0.80194	0.88376	0.85113	0.9474
CDHR3	0.95824	0.7552	0.9588	0.75591	0.32183	0.60277	0.61387	0.22332	0.83186	0.056244
CDHR4	0.84379	0.9698	0.88726	0.96064	0.97669	0.99628	0.99007	0.9665	0.94905	0.97003
CDHR5	0.97571	0.94137	0.67282	0.83222	0.77630999999999994	0.6456	0.88152	0.96785	0.83603	0.8463
CDIP1	0.72794	0.82718	0.94665	0.98013	0.91804	0.97062	0.9161	0.98856	0.64427	0.91775
CDIPT	0	0	0	0.91437	0	0	0	0	0	0
CDK1	0.014286	0.69846	0.0034305	0	0.0034965	0.071749	0.043651	0	0.17811	0
CDK10	0.74771	0.93113	0.81183	0.98554	0.99502	0.93255	0.85684	0.9538	0.74733	0.95787
CDK11A	0.046948	0.0093085	0.0018762	0.088591	0.025105	0.018141	0.21703	0.031746	0.0051458	0.096019
CDK12	0.37222	0.046127	0.0018762	0.80489	0.58721	0.025391	0.12019	0.15827	0.23057	0.081059
CDK13	0.67328	0.35031	0.76614	0.5029	0.51486	0.75574	0.76622	0.92067	0.97582	0.8988
CDK14	0.90427	0.83502	0.91086	0.95386	0.057183	0.92536	0.95975	0.98433	0.59903	0.67677
CDK15	0.94659	0.12816	0.25884	0.69075	0.59709	0.07864	0.87786	0.13406	0.65452	0.10105
CDK16	0.82843	0.44874000000000003	0.67934	0.72392	0.89052	0.79058	0.98686	0.81153	0.92717	0.82522
CDK17	0.96903	0.83598	0.94557	0.6007	0.99355	0.94574	0.98019	0.98794	0.94926	0.92712
CDK18	0.93142	0.9675	0.9287	0.82491	0.49916	0.95841	0.66871	0.81871	0.82918	0.89325
CDK19	0.94659	0.11466	0.65279	0.70285	0.94605	0.95444	0.9073	0.71245	0.79608	0.26294
CDK2	0.19833	0.26293	0.028185	0.14754	0.028355000000000002	0.38632	0.44967	0.21307	0.53804	0.18799
CDK20	0.99015	0.5133	0.98956	0.79023	0.97918	0.95782	0.95975	0.83425	0.88041	0.9629
CDK2AP1	0.78377	0.91821	0.85857000000000006	0.5788	0.82748	0.97962	0.97375	0.73983	0.98931	0.44993
CDK2AP2	0.9574	0.8973	0.97536	0.90573	0.8184	0.78769	0.89677	0.98094	0.79731	0.96454
CDK3	0.92399	0.78959	0.96973	0.81758	0.96911	0.87855	0.99515	0.96621	0.99594	0.96992
CDK4	0.69945	0.39238	0.0034305	0.037106	0	0.041429	0.037657	0.35192	0.65108	0.11989
CDK5	0.95348	0.76854	0.96307	0.99381	0.94829	0.79628	0.75753	0.69816	0.46041	0.93344
CDK5R1	0.98305	0.95683	0.92472	0.79083	0.9026	0.94059	0.95675	0.95139	0.92514	0.8047
CDK5R2	0.98159	0.82084	0.8432	0.77105	0.99292	0.97658	0.87786	0.98623	0.9468	0.8463
CDK5RAP1	0.61851	0.21893	0.99765	0.94382	0.67379	0.44973	0.73225	0.76009	0.74733	0.47733
CDK5RAP2	0.85838	0.57268	0.6301	0.91439	0.46392	0.84466	0.85684	0.98395	0.9493	0.99961
CDK5RAP3	0.47542	0.70545	0.44597	0.52386	0.64459	0.50392	0.61387	0.99343	0.97981	0.4971
CDK6	0.94774	0.52276	0.53958	0.37295	0.98506	0.84106	0.95975	0.83571	0.29025	0.9886
CDK7	0.048212	0.081445	0.026964	0.032692	0.48657	0.13761	0.78982	0.0048077	0.042506	0.024242
CDK8	0.98792	0.74891	0.93751	0.64184	0.62971	0.9578	0.95028	0.95351	0.88855	0.94478
CDK9	0.10367	0.0058997	0	0.072674	0.079503	0.040119	0.58097	0	0	0
CDKAL1	0.88602	0.88211	0.99765	0.55226	0.79981	0.96906	0.99001	0.84867	0.98557	0.98323
CDKL1	0.50563	0.30728	0.71975	0.22767	0.36146	0.67551	0.7116	0.57239	0.44103	0.22974
CDKL2	0.81866	0.82718	0.89955	0.9474	0.92499	0.90965	0.99911	0.87633	0.3468	0.74094
CDKL3	0.79463	0.7552	0.94356	0.51757	0.74497	0.99691	0.95649	0.97006	0.98525	0.93266
CDKL4	0.98548	0.66853	0.92227	0.95291	0.99502	0.98286	0.519	0.97835	0.95162	0.77442
CDKL5	0.91312	0.013514	0.24976	0.5141	0.091014	0.34569	0.91117	0.18773	0.36982	0.047094
CDKN1A	0.18781	0.0058997	0.0018762	0	0.0034965	0	0	0.68303	0.53844	0.078151
CDKN1B	0.86705	0.013514	0.15181	0.67907	0.2237	0.73171	0.98877	0.7109	0.47932	0.060942
CDKN1C	0.10543	0.69268	0.0018762	0.95241	0.6199	0.2817	0.50549	0.22954	0.5748	0.14026
CDKN2A	0.010345	0.9603	0	0.041367	0	0	0	0.13058	0.4358	0.026474
CDKN2AIP	0.99581	0.85864	0.87952	0.95704	0.52282	0.68856	0.8468	0.99146	0.77925	0.88325
CDKN2AIPNL	0.94939	0.92898	0.97639	0.90954	0.97918	0.90153	0.98686	0.99888	0.98804	0.7177
CDKN2B	0.7635	0.8647	0.69523	0.89773	0.76526	0.39494	0.95675	0.72766	0.9385	0.67338
