Gene	921	Mel202	Mel270	Mel285	MP38	MP41	MP46	OMM1	OMM23	OMM25
FADD	0.96538	0.92685	0.90744	0.79836	0.95152	0.59967	0.91321	0.9308	0.75367	0.96581
FADS1	0.85724	0.6071	0.95857	0.95765	0.802	0.41508	0.93107	0.84863	0.79909	0.65268
FADS2	0.88302	0.83191	0.98823	0.98914	0.92355	0.56588	0.98372	0.88128	0.46742	0.97976
FADS3	0.95347	0.9101	0.93301	0.97668	0.97762	0.74808	0.90879	0.9862	0.90728	0.95114
FADS6	0.99961	0.64444	0.92106	0.94851	0.84632	0.78537	0.93302	0.94549	0.99225	0.88117
FAF1	0.7765	0.7745	0.83291	0.64823	0.82938	0.75045	0.77849	0.96769	0.98622	0.97848
FAF2	0.4167	0.98642	0.69576	0.6717	0.96758	0.49617	0.99844	0.23017	0.081801	0.33459
FAH	0.81107	0.79588	0.81232	0.90119	0.97655	0.9193	0.97171	0.89486	0.92807	0.98608
FAHD1	0.91385	0.91433	0.95857	0.949	0.9663	0.99265	0.95922	0.85043	0.97045	0.69772
FAHD2A	0.97866	0.81192	0.67416	0.61568	0.88538	0.5471	0.97849	0.72505	0.65531	0.52916
FAHD2B	0.97413	0.65113	0.39661	0.56264	0.89309	0.70027	0.97236	0.46564	0.78398	0.16182
FAIM	0.78998	0.79242	0.67485	0.63991	0.80826	0.8435	0.72994	0.62195	0.82887	0.79092
FAIM2	0.62616	0.70737	0.52148	0.96555	0.94809	0.62077	0.99803	0.71796	0.605	0.38154
FAIM3	0.91545	0.84093	0.9972	0.9887	0.98839	0.86753	0.82182	0.93076	0.97383	0.95005
FAM101A	0.040336	0.96243	0.80918	0.96302	0.98824	0.88016	0.8115	0.83403	0.9177	0.87237
FAM102A	0.92459	0.9752	0.96269	0.93	0.9221	0.94009	0.97849	0.96699	0.84295	0.96717
FAM102B	0.99837	0.5995	0.613	0.89687	0.89734	0.63886	0.42274	0.86577	0.76962	0.93482
FAM103A1	0.002924	0.029115	0.13421	0.16176	0.19298	0.054521	0.78854	0.071066	0.28002	0.045943
FAM104A	0.63884	0.98632	0.91543	0.78494	0.8244	0.94205	0.93673	0.89123	0.95668	0.99843
FAM104B	0.77108	0.54906	0.68407	0.86492	0.86548	0.9588	0.87725	0.9519	0.88345	0.90054
FAM105A	0.96768	0.69365	0.90454	0.87163	0.66298	0.97899	0.49831	0.83547	0.82271	0.99343
FAM105B	0.6524	0.33006	0.26739	0.98058	0.97775	0.96488	0.70679	0.59543	0.98702	0.83578
FAM107A	0.83754	0.88379	0.96886	0.89678	0.9221	0.97081	0.97128	0.98775	0.70649	0.82544
FAM107B	0.9322	0.50424	0.68845	0.57557	0.94339	0.49949	0.93097	0.47446	0.96143	0.97695
FAM109A	0.89676	0.75826	0.75328	0.86149	0.86087	0.94469	0.91525	0.99186	0.98493	0.97564
FAM109B	0.86925	0.3307	0.69466	0.59456	0.89388	0.88709	0.99575	0.67974	0.70548	0.79155
FAM110A	0.89153	0.9098	0.49487	0.51884	0.91622	0.72755	0.96771	0.61799	0.61842	0.53871
FAM110B	0.92295	0.6593	0.99737	0.85699	0.90845	0.79708	0.97174	0.58905	0.78861	0.33482
FAM110C	0.85487	0.93854	0.52242	0.92897	0.88731	0.53689	0.89578	0.93731	0.90778	0.99843
FAM110D	0.81924	0.81229	0.87345	0.93231	0.9343	0.85871	0.98851	0.9716	0.89318	0.97343
FAM111A	0.90857	0.068503	0.7644	0.96342	0.64541	0.78878	0.12051	0.90449	0.89988	0.93969
FAM111B	0.92022	0.3002	0.97767	0.92259	0.84612	0.68412	0.94207	0.72975	0.87264	0.98223
FAM114A1	0.98594	0.90275	0.95239	0.70873	0.92425	0.81078	0.97922	0.80146	0.98406	0.80994
FAM114A2	0.89153	0.98711	0.59862	0.91311	0.94912	0.57689	0.76195	0.85966	0.9026	0.88118
FAM115A	0.61493	0.56356	0.76021	0.83997	0.73725	0.91992	0.86237	0.83225	0.98721	0.59194
FAM115C	0.58571	0.8618	0.74302	0.85403	0.91054	0.87411	0.98059	0.66744	0.33293	0.77418
FAM117A	0.90556	0.76568	0.44717	0.98612	0.99264	0.57588	0.75568	0.9308	0.82744	0.88738
FAM117B	0.83754	0.96481	0.9889	0.98597	0.91204	0.71767	0.98059	0.71602	0.98331	0.91142
FAM118A	0.52406	0.54386	0.46256	0.48649	0.5538	0.33131	0.76267	0.054745	0.59672	0.1872
FAM118B	0.38199	0.44105	0.39661	0.33235	0.54953	0.94469	0.9331	0.69299	0.11797	0.49758
FAM120A	0.96537	0.95911	0.92863	0.70307	0.87731	0.84903	0.99259	0.99295	0.93827	0.97009
FAM120AOS	0.96543	0.73569	0.70857	0.99536	0.89589	0.97538	0.98059	0.93389	0.98622	0.76884
FAM120B	0.8743	0.011589	0.31589	0.61965	0.76306	0.12033	0.92975	0.26174	0.79015	0.071307
FAM120C	0.97018	0.43177	0.7728	0.94846	0.88874	0.96539	0.84428	0.86855	0.99343	0.77903
FAM122A	0.98863	0.99161	0.87799	0.62783	0.81847	0.97398	0.9625	0.57503	0.36933	0.60569
FAM122B	0.83076	0.51239	0.55246	0.55119	0.83391	0.74852	0.66091	0.62381	0.97018	0.46978
FAM122C	0.6161	0.016845	0.49487	0.93547	0.70699	0.067929	0.79187	0.047151	0.23427	0.011984
FAM124A	0.18209	0.65905	0.29566	0.11522	0.78201	0.74274	0.96812	0.11386	0.37764	0.2898
FAM124B	0.96527	0.71653	0.82679	0.96015	0.99258	0.81665	0.98627	0.68808	0.99939	0.85159
FAM126A	0.59217	0.74774	0.9181	0.88352	0.86548	0.64487	0.80774	0.98526	0.97558	0.98843
FAM126B	0.99023	0.61553	0.34322	0.66325	0.5017	0.33519	0.91321	0.74262	0.61949	0.40962
FAM127A	0.86936	0.83592	0.88436	0.96846	0.74655	0.98503	0.93138	0.98856	0.96456	0.9343
FAM127B	0.83467	0.64986	0.98466	0.94185	0.78791	0.68727	0.82328	0.70417	0.99573	0.74426
FAM127C	0.92723	0.57909	0.97065	0.96486	0.98684	0.81249	0.79837	0.43821	0.98212	0.68468
FAM129A	0.83218	0.98642	0.71772	0.96555	0.93672	0.84607	0.92942	0.94201	0.87272	0.85219
FAM129B	0.55586	0.78555	0.40684	0.78528	0.85894	0.63674	0.85223	0.98856	0.96369	0.93368
FAM129C	0.59736	0.84201	0.753	0.78494	0.92011	0.96853	0.92599	0.98133	0.58535	0.99843
FAM131A	0.57222	0.89384	0.49487	0.99086	0.24611	0.44698	0.55064	0.43269	0.62691	0.68659
FAM131B	0.76677	0.77703	0.84398	0.34385	0.75188	0.52293	0.91748	0.74922	0.56489	0.76495
FAM131C	0.93093	0.66839	0.94922	0.94308	0.81847	0.91992	0.93714	0.97328	0.94892	0.97309
FAM132A	0.88686	0.98315	0.99042	0.96616	0.98219	0.95602	0.90395	0.99871	0.9914	0.95823
FAM133A	0.7197	0.83835	0.99579	0.84486000000000006	0.91204	0.59049	0.84529	0.98005	0.74425	0.35334
FAM133B	0.20576	0.67557	0.27496	0.77358	0.74655	0.86003	0.83075	0.75333	0.88931	0.3063
FAM134A	0.45449	0.044683	0.15885	0.41967	0.3344	0.085714	0.66598	0.18993	0.42911	0.039832
FAM134B	0.97707	0.80951	0.799	0.87048	0.99488	0.47588	0.90125	0.23298	0.45647	0.77478
FAM134C	0.83423	0.53426	0.89853	0.79426	0.91483	0.98616	0.84822	0.97959	0.93731	0.8166
FAM135A	0.86187	0.99378	0.85017	0.84865	0.76008	0.91239	0.53739	0.62237	0.86823	0.918
FAM135B	0.85931	0.6842	0.59637	0.7226	0.93888	0.99849	0.89929	0.24803	0.50948	0.092248
FAM136A	0.99145	0.50455	0.21201	0.76354	0.6626	0.45171	0.90855	0.473	0.84036	0.62084
FAM13A	0.77708	0.83339	0.96045	0.97555	0.99638	0.98362	0.83878	0.94549	0.97398	0.92365
FAM13B	0.89676	0.6402	0.9617	0.79029	0.99626	0.97081	0.91116	0.99035	0.85323	0.98135
FAM13C	0.89301	0.33006	0.65701	0.86727	0.86932	0.61094	0.84778	0.90205	0.99343	0.91498
FAM149A	0.73641	0.91433	0.88632	0.79622	0.83371	0.72449	0.92073	0.96215	0.7275	0.57168
FAM149B1	0.81821	0.69875	0.91662	0.7719	0.71537	0.72515	0.96898	0.6809	0.94652	0.68845
FAM150A	0.51683	0.4089	0.87799	0.77005	0.70164	0.94421	0.9647	0.80654	0.93652	0.71902
FAM150B	0.44368	0.81734	0.64106	0.6561	0.79104	0.57689	0.99474	0.83739	0.6598	0.96955
FAM151A	0.17201	0.56663	0.89886	0.80172	0.9221	0.94711	0.95116	0.60889	0.56489	0.97631
FAM151B	0.89233	0.68176	0.85728	0.965	0.8873	0.8257	0.95746	0.87379	0.52088	0.97698
FAM153A	0.14605	0.96814	0.86897	0.87106	0.92894	0.80746	0.82069	0.84397	0.88676	0.95748
FAM153B	0.96083	0.87132	0.74273	0.6713	0.95853	0.92954	0.85203	0.70234	0.9485	0.59463
FAM154A	0.8402	0.24652	0.5761	0.9946	0.10609	0.17531	0.7337	0.16856	0.55397	0.42651
FAM154B	0.88376	0.35405	0.83865	0.97008	0.95399	0.23911	0.77495	0.97125	0.88395	0.98856
FAM155A	0.97783	0.9037	0.87799	0.87915	0.60782	0.86003	0.37931	0.74336	0.78413	0.63778
FAM155B	0.65521	0.45416	0.69342	0.4235	0.6577	0.51899	0.97544	0.7589	0.90347	0.59202
FAM156A	0.95025	0.95555	0.92152	0.63961	0.69012	0.71514	0.87263	0.9326	0.96329	0.94403
FAM156B	0.92746	0.95123	0.85017	0.85077	0.96376	0.98502	0.92199	0.9272	0.92771	0.97411
FAM159A	0.90224	0.93787	0.99046	0.92402	0.73162	0.9817	0.94207	0.86459	0.97923	0.9343
FAM159B	0.77108	0.28357	0.81303	0.96555	0.84243	0.75045	0.87673	0.21644	0.95612	0.20712
FAM160A1	0.96666	0.56637	0.86422	0.97659	0.9164	0.91239	0.9721	0.92129	0.87272	0.80635
FAM160A2	0.26454	0.57943	0.41983	0.26394	0.68372	0.4366	0.97121	0.64069	0.72372	0.41803
FAM160B1	0.93677	0.44105	0.40909	0.87421	0.74347	0.86003	0.98365	0.62237	0.6776	0.77478
FAM160B2	0.96537	0.6682	0.81719	0.4793	0.63336	0.56302	0.79395	0.53506	0.22894	0.65268
FAM161A	0.98002	0.9037	0.76534	0.76493	0.79104	0.85748	0.89728	0.88909	0.90352	0.83874
FAM161B	0.062323	0.13277	0.40148	0.52255	0.3399	0.26219	0.77254	0.30042	0.79207	0.40655
FAM162A	0.9189	0.9037	0.84716	0.48649	0.68914	0.91992	0.87667	0.94549	0.94507	0.914
FAM162B	0.60631	0.35405	0.89674	0.64543	0.96103	0.98343	0.98989	0.98012	0.93731	0.69199
FAM163A	0.87543	0.97569	0.71801	0.98644	0.76571	0.90027	0.80986	0.85669	0.57007	0.74622
FAM163B	0.7296	0.97879	0.90352	0.81881	0.99488	0.85568	0.8428	0.9574	0.95787	0.8807
FAM166A	0.16343	0.7794	0.99528	0.34486	0.85151	0.71653	0.68979	0.80041	0.97557	0.65644
FAM166B	0.84951	0.95847	0.78945	0.82075	0.33457	0.93459	0.75885	0.8391	0.92596	0.71403
FAM167A	0.89233	0.62175	0.84922	0.94726	0.96803	0.75608	0.5039	0.83335	0.99573	0.75228
FAM167B	0.97155	0.943	0.9972	0.84083	0.88279	0.97559	0.9647	0.96251	0.91743	0.82715
FAM168A	0.11628	0.25467	0.27997	0.26825	0.42161	0.39585	0.78983	0.19702	0.13711	0.19766
FAM168B	0.91209	0.65124	0.98594	0.95376	0.52699	0.92844	0.96812	0.90248	0.92807	0.84492
FAM169A	0.89649	0.53187	0.78635	0.775	0.69359	0.7941	0.99763	0.80712	0.99291	0.96724
FAM169B	0.65726	0.7772	0.55815	0.4466	0.9521	0.78766	0.98851	0.69027	0.5905	0.99882
FAM170A	0.95746	0.63614	0.70737	0.86062	0.93672	0.98343	0.96633	0.99042	0.37694	0.77949
FAM170B	0.99237	0.94833	0.94431	0.78528	0.93494	0.80995	0.94207	0.94256	0.86838	0.99843
FAM171A1	0.64917	0.8517	0.68428	0.66691	0.65818	0.805	0.97344	0.88895	0.95082	0.48289
FAM171A2	0.50871	0.94852	0.63717	0.92335	0.99972	0.78393	0.86645	0.68821	0.93131	0.83985
FAM171B	0.47863	0.98142	0.9878	0.83095	0.76832	0.98362	0.9027	0.85669	0.97813	0.88144
FAM172A	0.82177	0.99384	0.97927	0.88717	0.87285	0.91992	0.59775	0.83046	0.97415	0.72774
FAM173A	0.89121	0.98642	0.98594	0.91691	0.95731	0.97559	0.56835	0.98767	0.99476	0.9458
FAM173B	0.46329	0.41821	0.1436	0.49854	0.98975	0.73432	0.97157	0.69259	0.68914	0.42795
FAM174A	0.39247	0.79593	0.94312	0.94875	0.88082	0.93011	0.9721	0.96846	0.96083	0.85712
FAM174B	0.58637	0.84864	0.28449	0.72562	0.85271	0.47307	0.73056	0.65554	0.53926	0.71148
FAM175A	0.25029	0.081647	0.37964	0.38663	0.79399	0.60142	0.97021	0.64275	0.66672	0.63573
FAM175B	0.83923	0.94746	0.63129	0.62175	0.8381	0.65461	0.93032	0.75717	0.95787	0.47209
FAM177A1	0.62029	0.8735	0.99956	0.54684	0.93672	0.89681	0.73065	0.97042	0.66609	0.50998
FAM177B	0.94085	0.97675	0.9457	0.84771	0.89388	0.95077	0.84922	0.96383	0.98459	0.71526
FAM178A	0.98207	0.40377	0.92152	0.27196	0.42049	0.82049	0.69073	0.85005	0.79426	0.95914
FAM178B	0.92754	0.96795	0.53016	0.9799	0.91425	0.9096	0.97045	0.94549	0.93403	0.88789
FAM179A	0.76935	0.57766	0.98466	0.84499	0.99104	0.74852	0.99001	0.93735	0.81033	0.93184
FAM179B	0.72342	0.80599	0.53314	0.67915	0.89531	0.79873	0.97399	0.98788	0.96466	0.97009
FAM180A	0.5518	0.89705	0.43724	0.36323	0.7912	0.60468	0.53569	0.33357	0.26091	0.40655
FAM181A	0.57143	0.79815	0.82679	0.91112	0.391	0.56562	0.8107	0.70516	0.99559	0.67016
FAM181B	0.98456	0.67399	0.88803	0.90815	0.95347	0.9459	0.85336	0.83893	0.91638	0.49062
FAM183A	0.9001	0.97132	0.86642	0.79806	0.96803	0.979	0.91624	0.89085	0.96209	0.95552
FAM184A	0.8916	0.33218	0.39734	0.21786	0.85044	0.62113	0.24855	0.82783	0.42327	0.37446
FAM184B	0.11783	0.04265	0.38219	0.15464	0.27181	0.40921	0.66091	0.47379	0.63726	0.20571
FAM185A	0.80482	0.96366	0.45699	0.75667	0.98359	0.86806	0.9012	0.85113	0.99176	0.88572
FAM186A	0.57794	0.2725	0.95296	0.57636	0.9221	0.93739	0.90649	0.96489	0.85179	0.99757
FAM186B	0.98489	0.99618	0.96173	0.90359	0.99241	0.95602	0.98627	0.97129	0.92473	0.9319
FAM187B	0.79457	0.72196	0.96415	0.43781	0.75488	0.8534	0.90883	0.95888	0.97398	0.97631
FAM188A	0.98966	0.44108	0.054187	0.25685	0.56587	0.069003	0.95251	0.85966	0.83435	0.34184
FAM188B	0.9866	0.9037	0.89466	0.97991	0.9799	0.6963	0.51651	0.85665	0.92101	0.80412
FAM189A1	0.95114	0.8539	0.83164	0.94431	0.3175	0.97559	0.58379	0.48961	0.29185	0.9107
FAM189A2	0.77176	0.90076	0.897	0.73302	0.75429	0.90555	0.85238	0.96963	0.92447	0.96088
FAM189B	0.62849	0.98962	0.93656	0.89458	0.93203	0.95184	0.82182	0.98636	0.9889	0.96738
FAM192A	0.98249	0.2597	0.89883	0.95426	0.82639	0.79804	0.96029	0.99428	0.93987	0.8303
FAM193A	0.75465	0.89176	0.58665	0.69995	0.82848	0.8365	0.96226	0.83046	0.79207	0.69494
FAM193B	0.93828	0.8239	0.8489	0.58073	0.95124	0.97363	0.96226	0.92925	0.97829	0.97453
FAM194A	0.72637	0.91795	0.84377	0.92952	0.99258	0.71226	0.94501	0.75257	0.91844	0.94644
FAM194B	0.61242	0.99736	0.93196	0.61936	0.42161	0.76917	0.98742	0.92561	0.98071	0.54945
FAM195A	0.93803	0.81622	0.82186	0.92757	0.99149	0.98369	0.59275	0.89486	0.96847	0.90136
FAM195B	0.90264	0.49727	0.83726	0.71198	0.95965	0.96782	0.75522	0.99871	0.99641	0.93128
FAM196A	0.96871	0.58332	0.49728	0.82766	0.40586	0.72615	0.88977	0.43821	0.9239	0.18057
FAM196B	0.22668	0.30088	0.15443	0.5347	0.33315	0.43939	0.21394	0.42755	0.022606	0.73686
FAM198A	0.83483	0.62239	0.47613	0.26084	0.9221	0.58739	0.50835	0.23489	0.29035	0.35407
FAM198B	0.98247	0.5538	0.91662	0.92547	0.95731	0.98641	0.9324	0.66495	0.91398	0.89683
FAM199X	0.81797	0.10483	0.58887	0.74842	0.9221	0.52581	0.55403	0.69135	0.38809	0.062222
FAM19A1	0.73207	0.66149	0.86171	0.29364	0.99258	0.7586	0.98763	0.6315	0.36209	0.86985
FAM19A2	0.99944	0.88026	0.93156	0.93813	0.67143	0.54348	0.45652	0.39353	0.38219	0.052431
FAM19A3	0.79921	0.82591	0.88635	0.91496	0.99124	0.6169	0.95251	0.9272	0.97944	0.96024
FAM19A4	0.68624	0.82023	0.89379	0.97061	0.8742	0.71375	0.77368	0.80146	0.27281	0.23399
FAM19A5	0.96046	0.15485	0.20196	0.15134	0.44802	0.46318	0.49319	0.56639	0.50039	0.50375
FAM200A	0.62849	0.85942	0.61261	0.98231	0.96286	0.88536	0.92227	0.83403	0.78413	0.98457
FAM200B	0.73829	0.53523	0.67795	0.15464	0.33699	0.41685	0.9358	0.40111	0.99939	0.19692
FAM203A	0.79763	0.88191	0.4141	0.72562	0.99371	0.86026	0.91748	0.1781	0.17961	0.71148
FAM204A	0.74598	0.95112	0.15819	0.90685	0.36883	0.59967	0.61009	0.75697	0.61531	0.7607
FAM205A	0.99209	0.67399	0.65429	0.89687	0.44392	0.24961	0.99066	0.91344	0.75866	0.99337
FAM206A	0.80041	0.73453	0.61805	0.9887	0.93491	0.95231	0.67933	0.83729	0.96627	0.99517
FAM207A	0.60344	0.53093	0.72074	0.66703	0.89861	0.57365	0.83947	0.99008	0.30122	0.9422
FAM208A	0.54423	0.59654	0.84175	0.71708	0.71402	0.90475	0.97821	0.86993	0.98268	0.78308
FAM208B	0.89437	0.6917	0.54888	0.92547	0.77611	0.98949	0.93138	0.13223	0.78837	0.83476
FAM209A	0.99717	0.87583	0.98619	0.95542	0.95213	0.69712	0.94557	0.99376	0.52025	0.99705
FAM209B	0.96768	0.88001	0.9972	0.54449	0.98627	0.89248	0.87725	0.97125	0.79207	0.99523
FAM20A	0.935	0.83101	0.92173	0.75998	0.94436	0.99849	0.9517	0.68821	0.79863	0.79054
FAM20B	0.98245	0.68635	0.81587	0.97053	0.71975	0.41616	0.48935	0.97126	0.86036	0.66557
FAM20C	0.67062	0.8875	0.94691	0.87843	0.93065	0.91529	0.55064	0.99302	0.98354	0.90554
FAM210A	0.72176	0.2725	0.97291	0.79806	0.99667	0.91233	0.96812	0.9697	0.8209	0.80899
FAM210B	0.54704	0.88675	0.572	0.89985	0.72951	0.73649	0.84425	0.77178	0.76051	0.67193
FAM211A	0.047002	0.63667	0.46659	0.14174	0.78269	0.33132	0.66091	0.5226	0.44773	0.191
FAM211B	0.77976	0.84576	0.58299	0.97505	0.81417	0.59211	0.79837	0.98768	0.696	0.88683
FAM212A	0.92564	0.68632	0.66703	0.81529	0.78407	0.92473	0.96595	0.90073	0.91755	0.88253
FAM212B	0.63248	0.64134	0.87345	0.76653	0.86109	0.47791	0.8115	0.96569	0.99255	0.83479
FAM213A	0.93007	0.98642	0.90817	0.51392	0.93663	0.61573	0.97756	0.99084	0.97376	0.99843
FAM213B	0.37151	0.94934	0.8909	0.86234	0.99792	0.91992	0.9647	0.8585	0.9842	0.87719
FAM214A	0.81694	0.98734	0.98049	0.88352	0.91204	0.97777	0.70869	0.86854	0.97463	0.95494
FAM214B	0.93069	0.9473	0.97708	0.71881	0.98837	0.98961	0.98627	0.95339	0.82619	0.98148
FAM216A	0.60736	0.58095	0.57031	0.88353	0.55679	0.22812	0.98893	0.91987	0.95511	0.62974
FAM216B	0.88045	0.76311	0.87211	0.47601	0.8873	0.75102	0.50676	0.96846	0.98354	0.89697
FAM217A	0.93402	0.82871	0.76908	0.2513	0.48301	0.91328	0.99426	0.9888	0.9689	0.92819
FAM217B	0.92782	0.90076	0.3359	0.95973	0.77446	0.32406	0.98365	0.93743	0.86839	0.75659
FAM218A	0.84726	0.64986	0.62565	0.95749	0.55262	0.7806	0.90916	0.96761	0.86823	0.78931
FAM219A	0.96493	0.68768	0.71224	0.91468	0.63318	0.86003	0.9721	0.96569	0.97829	0.91046
FAM219B	0.73956	0.16385	0.88228	0.89687	0.44392	0.50802	0.76523	0.473	0.49285	0.79054
FAM21B	0.98	0.38273	0.97349	0.7226	0.98192	0.82681	0.89137	0.84263	0.83116	0.96926
FAM21C	0.94392	0.9779	0.85014	0.92051	0.90868	0.97789	0.95025	0.96811	0.87026	0.83578
FAM220A	0.48549	0.88118	0.78146	0.46856	0.70451	0.74385	0.88318	0.97129	0.99939	0.7345
FAM221A	0.64904	0.9751	0.897	0.97895	0.95176	0.9237	0.91748	0.62628	0.97045	0.96862
FAM221B	0.87595	0.67283	0.96888	0.89923	0.90501	0.29537	0.36117	0.88802	0.84369	0.80227
FAM222A	0.84647	0.90859	0.9878	0.96911	0.88362	0.39669	0.53569	0.70303	0.79116	0.77745
FAM222B	0.83847	0.82951	0.33153	0.96199	0.66751	0.73413	0.58795	0.72387	0.98331	0.72532
FAM227B	0.89233	0.28203	0.65907	0.96213	0.82715	0.82918	0.85726	0.3969	0.92161	0.944
FAM228A	0.69864	0.9807	0.92452	0.99298	0.90715	0.88024	0.78625	0.94549	0.97615	0.97397
FAM229A	0.70358	0.99922	0.93646	0.91557	0.98684	0.9579	0.72293	0.75447	0.9864	0.95264
FAM229B	0.92564	0.67341	0.61385	0.78722	0.99865	0.67922	0.82182	0.64034	0.88191	0.9725
FAM24A	0.99871	0.73429	0.17818	0.26423	0.075309	0.052419	0.87667	0.30512	0.44613	0.50474
FAM24B	0.69249	0.13831	0.45518	0.17058	0.2485	0.038898	0.50676	0.19253	0.77896	0.045943
FAM25A	0.79916	0.60102	0.93916	0.83223	0.93681	0.44717	0.66621	0.57022	0.85179	0.83578
FAM26D	0.32391	0.075986	0.79884	0.73542	0.78592	0.66544	0.97756	0.76871	0.91849	0.8381
FAM26E	0.99859	0.9302	0.28743	0.62495	0.96103	0.64994	0.9027	0.40159	0.84726	0.53434
FAM26F	0.002924	0.0063694	0.053159	0.31289	0.3073	0.12632	0.95116	0.10562	0.22173	0.20571
FAM32A	0.11481	0.27436	0.067446	0.40277	0.36883	0.52293	0.41871	0.067753	0.101	0.11151
FAM35A	0.73207	0.91643	0.85937	0.94397	0.83327	0.87944	0.92227	0.83225	0.78138	0.875
FAM3A	0.082108	0.42847	0.7793	0.57344	0.882	0.66682	0.96007	0.046214	0.51353	0.2898
FAM3B	0.98557	0.76948	0.90153	0.90948	0.94165	0.53547	0.92537	0.18097	0.94322	0.81118
FAM3C	0.98099	0.70555	0.90744	0.54808	0.75488	0.75709	0.83094	0.94549	0.93731	0.062721
FAM3D	0.3902	0.091212	0.53668	0.52416	0.90199	0.45803	0.86935	0.68167	0.43517	0.64874
FAM43A	0.71098	0.99308	0.9687	0.78528	0.95823	0.85388	0.89559	0.90446	0.97802	0.95306
FAM43B	0.082108	0.45826	0.37774	0.69845	0.99258	0.74852	0.92091	0.80315	0.6961	0.43831
FAM45A	0.6548	0.98613	0.92945	0.76137	0.97289	0.99911	0.87663	0.91146	0.82959	0.88683
FAM46A	0.87592	0.83339	0.55847	0.84223	0.9713	0.94421	0.96226	0.99634	0.96438	0.98608
FAM46B	0.4914	0.96708	0.61558	0.35541	0.96803	0.88627	0.98763	0.98634	0.99765	0.72992
FAM46C	0.73053	0.96314	0.94737	0.95973	0.9397	0.7738	0.69721	0.88948	0.9414	0.86985
FAM46D	0.67741	0.16808	0.96415	0.86406	0.92596	0.71131	0.99627	0.80988	0.79628	0.40698
FAM47A	0.62774	0.13374	0.32577	0.94419	0.62461	0.36265	0.90883	0.057399	0.40993	0.18562
FAM47B	0.85521	0.95618	0.88393	0.95375	0.80972	0.85482	0.787	0.70918	0.98439	0.70178
FAM47C	0.42681	0.3518	0.44717	0.85346	0.95655	0.54786	0.88444	0.33426	0.94884	0.48423
FAM47E	0.94955	0.83706	0.88231	0.91371	0.94316	0.63347	0.61519	0.83292	0.98754	0.96714
FAM47E-STBD1	0.9991	0.52482	0.6694	0.91468	0.57848	0.68837	0.8107	0.62264	0.43101	0.79998
FAM49A	0.39331	0.0082305	0.28827	0.64432	0.016867	0.015317	0.17448	0.086677	0.74711	0.004902
FAM49B	0.97927	0.81413	0.91004	0.0032258	0.81206	0.59211	0.99234	0.19253	0.3922	0.80257
FAM50A	0.46439	0.58921	0.0162	0.94559	0.84632	0.5471	0.75856	0.85028	0.18064	0.84677
FAM50B	0.16413	0.97879	0.78197	0.70576	0.83512	0.44648	0.92227	0.84863	0.96226	0.83595
FAM53A	0.9532	0.91127	0.71346	0.44824	0.90733	0.66228	0.9596	0.9716	0.69419	0.65361
FAM53B	0.95346	0.91932	0.82337	0.97563	0.96103	0.93236	0.95078	0.94932	0.98761	0.50023
FAM53C	0.93356	0.67765	0.69406	0.94368	0.81058	0.67338	0.83075	0.77865	0.83246	0.95313
FAM57A	0.99944	0.86781	0.49877	0.79993	0.93872	0.82165	0.89584	0.81357	0.57099	0.57984
FAM57B	0.77108	0.97569	0.99046	0.98939	0.92422	0.88932	0.98627	0.84918	0.98622	0.64136
FAM60A	0.070556	0.63164	0.2577	0.54486	0.86031	0.75874	0.91235	0.71429	0.47645	0.61993
FAM63A	0.97724	0.85976	0.89187	0.77063	0.81206	0.86254	0.982	0.96591	0.97988	0.99768
FAM63B	0.97325	0.77933	0.99117	0.99568	0.90715	0.88817	0.95485	0.97292	0.92379	0.78931
FAM64A	0.84991	0.92179	0.96061	0.87106	0.9458	0.93949	0.93219	0.4102	0.87002	0.60633
FAM65A	0.22461	0.30472	0.28718	0.73171	0.42671	0.79153	0.96388	0.90423	0.97988	0.49664
FAM65B	0.49546	0.9365	0.92975	0.66829	0.66298	0.95101	0.97723	0.9848	0.72739	0.8895
FAM65C	0.22978	0.68768	0.84199	0.88695	0.71287	0.42477	0.84527	0.72403	0.058824	0.89596
FAM69A	0.58459	0.70346	0.897	0.87488	0.91204	0.2129	0.95485	0.35726	0.65568	0.86169
FAM69B	0.31164	0.96233	0.89433	0.88479	0.78	0.83942	0.98763	0.9272	0.88864	0.95425
FAM69C	0.85931	0.36109	0.11325	0.44367	0.35704	0.13106	0.69721	0.020539	0.19822	0.098039
FAM71A	0.79457	0.73609	0.86317	0.94146	0.9672	0.92922	0.72486	0.98636	0.97829	0.95495
FAM71B	0.91925	0.99348	0.89649	0.65908	0.66723	0.85568	0.88646	0.96846	0.91396	0.95795
FAM71C	0.99642	0.86999	0.37642	0.8881	0.98839	0.85661	0.73791	0.68821	0.88191	0.71559
FAM71D	0.99944	0.85006	0.50171	0.73503	0.7573	0.53546	0.93632	0.66656	0.89187	0.68509
FAM71E1	0.80404	0.99866	0.96558	0.77512	0.88151	0.89683	0.9901	0.99428	0.58749	0.72638
FAM71F1	0.82922	0.94785	0.92152	0.69425	0.89734	0.6084	0.89454	0.93289	0.696	0.91556
FAM71F2	0.9189	0.86999	0.59364	0.7373	0.95839	0.84567	0.99837	0.89069	0.91517	0.88777
FAM72D	0.002924	0.021303	0.047319	0.0093023	0.096844	0.015317	0.47601	0.12414	0.045455	0.0032949
